Date/Time,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),Gas:Facility [J](Hourly),Gas:HVAC [J](Hourly),Pumps:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),ElectricityNet:Facility [J](Hourly),ElectricityPurchased:Facility [J](Hourly),Fans:Electricity [J](Hourly) 
 01/01  01:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/01  02:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/01  03:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/01  04:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/01  05:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/01  06:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/01  07:00:00,0,0,4597009.177,0,8652.895022,29158128,41716497.76,78736963.1,0,7853684.444,0,78736963.1,78736963.1,0
 01/01  08:00:00,0,0,4597009.177,0,8652.895022,9719376,41716497.76,59298211.1,0,7853684.444,0,59298211.1,59298211.1,0
 01/01  09:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 01/01  10:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 01/01  11:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 01/01  12:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 01/01  13:00:00,11682821.85,0,4597009.177,0,8652.895022,0,41716497.76,67077759.35,0,7853684.444,17498924.25,67077759.35,67077759.35,5816102.396
 01/01  14:00:00,17251142.34,0,4597009.177,0,8652.895022,0,41716497.76,74335244.25,0,7853684.444,24756409.16,74335244.25,74335244.25,7505266.818
 01/01  15:00:00,8896914.467,0,4597009.177,0,8652.895022,0,41716497.76,62493218.18,0,7853684.444,12914383.09,62493218.18,62493218.18,4017468.621
 01/01  16:00:00,5249101.111,0,4597009.177,0,8652.895022,0,41716497.76,57238417.38,0,7853684.444,7659582.284,57238417.38,57238417.38,2410481.173
 01/01  17:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 01/01  18:00:00,0,0,4597009.177,0,8652.895022,19438752,41716497.76,69017587.1,0,7853684.444,0,69017587.1,69017587.1,0
 01/01  19:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/01  20:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/01  21:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/01  22:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/01  23:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/01  24:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/02  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/02  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/02  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/02  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/02  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/02  06:00:00,0,0,4597009.177,0,0,18840654,45974605.75,633583752.9,482088591,17375408.06,551393085.1,633583752.9,633583752.9,69304494.09
 01/02  07:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,610155779.5,446264905.3,15707368.89,509659632.7,610155779.5,610155779.5,63394727.49
 01/02  08:00:00,0,41045384.08,45642393.25,41045384.08,8652.895022,9719376,96493080.11,563991043.2,366413811.4,47122106.66,410647827.6,563991043.2,563991043.2,44234016.19
 01/02  09:00:00,0,109373774.7,113970783.9,109373774.7,8652.895022,0,205723914.2,522620896.6,159061158.7,141366320,175522009.5,522620896.6,522620896.6,16460850.77
 01/02  10:00:00,0,58437850.78,63034859.96,58437850.78,8652.895022,0,175362538.2,447780103.2,115757136.5,141366320,131042592.1,447780103.2,447780103.2,15285455.62
 01/02  11:00:00,0,16931707.69,21528716.87,16931707.69,8652.895022,0,168356066.8,413404927.3,88501199.7,141366320,103673887.6,413404927.3,413404927.3,15172687.89
 01/02  12:00:00,289245.5063,0,4597009.177,0,8652.895022,0,175362538.2,404255006.6,72055562.08,141366320,87517495.48,404255006.6,404255006.6,15172687.89
 01/02  13:00:00,10320024.32,0,4597009.177,0,8652.895022,0,178973217.5,428159701.1,81752746.01,141366320,107811510.8,428159701.1,428159701.1,15738740.48
 01/02  14:00:00,13507991.25,0,8933574.538,0,8652.895022,0,181201264.4,400130980.6,48485425.09,141366320,77554743.36,400130980.6,400130980.6,15561327.01
 01/02  15:00:00,14994664.48,0,8779102.354,0,8652.895022,0,168356066.8,376634585.1,35900692.32,141366320,66903545.33,376634585.1,376634585.1,16008188.53
 01/02  16:00:00,13884927.53,0,12928679.31,0,8652.895022,0,168356066.8,373558178.1,34748572.95,141366320,63827138.34,373558178.1,373558178.1,15193637.86
 01/02  17:00:00,6594459.127,0,8845770.1,0,8652.895022,0,178865773.9,389906610.7,46848041.23,141366320,69665863.86,389906610.7,389906610.7,16223363.51
 01/02  18:00:00,0,0,8802535.778,0,8652.895022,19438752,141927700.6,377693501.1,121033396.3,78536844.44,137781551.1,377693501.1,377693501.1,16748154.89
 01/02  19:00:00,0,0,8673962.129,0,8652.895022,29158128,69634939.79,317297644.3,156201129.1,47122106.66,171373817,317297644.3,317297644.3,15172687.89
 01/02  20:00:00,0,0,4597009.177,0,8652.895022,29158128,60292977.94,313018797.3,161264243.9,47122106.66,176436931.8,313018797.3,313018797.3,15172687.89
 01/02  21:00:00,0,0,4597009.177,0,8652.895022,29158128,60292977.94,297630443,161583258.5,31414737.77,176755946.4,297630443,297630443,15172687.89
 01/02  22:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,295933141.1,164556937.6,31414737.77,179729625.5,295933141.1,295933141.1,15172687.89
 01/02  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 01/02  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 01/03  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/03  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/03  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/03  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/03  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/03  06:00:00,40912716.98,0,4597009.177,0,0,18840654,45974605.75,349347206.6,208999911.7,17375408.06,267156538.8,349347206.6,349347206.6,17243910.06
 01/03  07:00:00,37029880.21,0,4597009.177,0,8652.895022,29158128,55621997.01,330528038.5,177829323.6,15707368.89,230031891.7,330528038.5,330528038.5,15172687.89
 01/03  08:00:00,41855505.94,0,4597009.177,0,8652.895022,9719376,96493080.11,352502470.2,142131060.7,47122106.66,199159254.5,352502470.2,352502470.2,15172687.89
 01/03  09:00:00,40163617.66,0,4597009.177,0,8652.895022,0,205723914.2,458994312.8,54140821.45,141366320,111895425.6,458994312.8,458994312.8,17590986.52
 01/03  10:00:00,14163429.2,0,4597009.177,0,8652.895022,0,175362538.2,382708203.6,36622547.15,141366320,65970692.51,382708203.6,382708203.6,15184716.16
 01/03  11:00:00,1914676.894,0,4597009.177,0,8652.895022,0,168356066.8,348570927.8,21520643.88,141366320,38839888.04,348570927.8,348570927.8,15404567.27
 01/03  12:00:00,11801923.28,0,8870108.73,0,8652.895022,0,175362538.2,362454385.8,15651884.69,141366320,45716874.71,362454385.8,362454385.8,18263066.74
 01/03  13:00:00,14845360.62,0,15273163.56,0,8652.895022,0,178973217.5,381349726.4,28605461.68,141366320,61001536.09,381349726.4,381349726.4,17550713.78
 01/03  14:00:00,2874518.497,0,15696908.3,0,8652.895022,0,181201264.4,358398928.9,15894032.15,141366320,35822691.6,358398928.9,358398928.9,17054140.96
 01/03  15:00:00,0,1731621.191,10498551.98,1731621.191,8652.895022,0,168356066.8,348351051.8,22869254.73,141366320,38620012.08,348351051.8,348351051.8,15750757.35
 01/03  16:00:00,0,10992769.69,23919127.04,10992769.69,8652.895022,0,168356066.8,353742719.6,28082722.66,141366320,44011679.91,353742719.6,353742719.6,15928957.24
 01/03  17:00:00,0,13823074.72,22671627.74,13823074.72,8652.895022,0,178865773.9,377181031.7,39586065.82,141366320,56940284.86,377181031.7,377181031.7,17354219.03
 01/03  18:00:00,0,18718995.92,27490281.91,18718995.92,8652.895022,19438752,141927700.6,353400019.6,95646290.45,78536844.44,113488069.7,353400019.6,353400019.6,17841779.23
 01/03  19:00:00,0,32398521.52,41069906.65,32398521.52,8652.895022,29158128,69634939.79,291165659.3,130069144.1,47122106.66,145241832,291165659.3,291165659.3,15172687.89
 01/03  20:00:00,0,32966611.5,37563620.68,32966611.5,8652.895022,29158128,60292977.94,286772744.4,135018191,47122106.66,150190878.9,286772744.4,286772744.4,15172687.89
 01/03  21:00:00,0,33159251.62,37756260.8,33159251.62,8652.895022,29158128,60292977.94,276377803.3,140330618.8,31414737.77,155503306.7,276377803.3,276377803.3,15172687.89
 01/03  22:00:00,0,33291936.28,37888945.46,33291936.28,8652.895022,29158128,55621997.01,276034865.5,144658661.9,31414737.77,159831349.8,276034865.5,276034865.5,15172687.89
 01/03  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 01/03  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 01/04  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/04  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/04  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/04  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/04  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/04  06:00:00,0,0,4597009.177,0,0,18840654,45974605.75,421322026.4,308358012.8,17375408.06,339131358.6,421322026.4,421322026.4,30773345.74
 01/04  07:00:00,0,112430551.4,117027560.6,112430551.4,8652.895022,29158128,55621997.01,345361615,229246502.2,15707368.89,244865468.2,345361615,345361615,15618966
 01/04  08:00:00,0,115833242.6,120430251.8,115833242.6,8652.895022,9719376,96493080.11,354669770.4,185940772.9,47122106.66,201326554.7,354669770.4,354669770.4,15385781.83
 01/04  09:00:00,0,87569561.43,92166570.61,87569561.43,8652.895022,0,205723914.2,447888248.4,82481993.89,141366320,100789361.3,447888248.4,447888248.4,18307367.39
 01/04  10:00:00,0,99462066.08,104059075.3,99462066.08,8652.895022,0,175362538.2,380629821.9,48381545.82,141366320,63892310.78,380629821.9,380629821.9,15510764.96
 01/04  11:00:00,0,73632671.99,78229681.16,73632671.99,8652.895022,0,168356066.8,360244280.8,34903774.17,141366320,50513241.05,360244280.8,360244280.8,15609466.88
 01/04  12:00:00,0,26504116.82,35374346.73,26504116.82,8652.895022,0,175362538.2,367080702.2,32260450.02,141366320,50343191.09,367080702.2,367080702.2,18082741.07
 01/04  13:00:00,0,7282660.8,21684775.15,7282660.8,8652.895022,0,178973217.5,386939687.2,45186685.58,141366320,66591496.86,386939687.2,386939687.2,21404811.28
 01/04  14:00:00,0,0,16561525.1,0,8652.895022,0,181201264.4,366792075.8,21090475.17,141366320,44215838.52,366792075.8,366792075.8,23125363.36
 01/04  15:00:00,0,0,8767556.961,0,8652.895022,0,168356066.8,349408243.5,18504453.64,141366320,39677203.81,349408243.5,349408243.5,21172750.16
 01/04  16:00:00,0,0,12927401.08,0,8652.895022,0,168356066.8,350296719.9,20416794.46,141366320,40565680.21,350296719.9,350296719.9,20148885.75
 01/04  17:00:00,0,4221615.643,13070676.26,4221615.643,8652.895022,0,178865773.9,363669172,24562617.56,141366320,43428425.15,363669172,363669172,18865807.59
 01/04  18:00:00,0,29269743.96,38040017.88,29269743.96,8652.895022,19438752,141927700.6,325144025.5,66854034.09,78536844.44,85232075.59,325144025.5,325144025.5,18378041.5
 01/04  19:00:00,0,81954135.44,90625943.22,81954135.44,8652.895022,29158128,69634939.79,273219416.5,112122901.3,47122106.66,127295589.2,273219416.5,273219416.5,15172687.89
 01/04  20:00:00,0,103693566.1,108290575.3,103693566.1,8652.895022,29158128,60292977.94,280538229.8,128783676.4,47122106.66,143956364.3,280538229.8,280538229.8,15172687.89
 01/04  21:00:00,0,121409607.9,126006617,121409607.9,8652.895022,29158128,60292977.94,274491978.3,138444793.8,31414737.77,153617481.6,274491978.3,274491978.3,15172687.89
 01/04  22:00:00,0,123583362.7,128180371.8,123583362.7,8652.895022,29158128,55621997.01,275386900.8,144010697.3,31414737.77,159183385.1,275386900.8,275386900.8,15172687.89
 01/04  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 01/04  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 01/05  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/05  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/05  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/05  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/05  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/05  06:00:00,0,0,4597009.177,0,0,18840654,45974605.75,390593611.3,279523975.2,17375408.06,308402943.5,390593611.3,390593611.3,28878968.3
 01/05  07:00:00,0,157616536,162213545.2,157616536,8652.895022,29158128,55621997.01,361706278.6,241449948.1,15707368.89,261210131.8,361706278.6,361706278.6,19760183.66
 01/05  08:00:00,0,158027859.7,162624868.9,158027859.7,8652.895022,9719376,96493080.11,340627185.7,170284870.4,47122106.66,187283970,340627185.7,340627185.7,16999099.65
 01/05  09:00:00,0,100792577,105389586.1,100792577,8652.895022,0,205723914.2,420855478.3,55060108.23,141366320,73756591.18,420855478.3,420855478.3,18696482.95
 01/05  10:00:00,0,66143872.36,70740881.54,66143872.36,8652.895022,0,175362538.2,373889137,40389983.96,141366320,57151625.87,373889137,373889137,16761641.91
 01/05  11:00:00,0,9141649.697,13738658.87,9141649.697,8652.895022,0,168356066.8,357932413.4,29163451.72,141366320,48201373.73,357932413.4,357932413.4,19037922
 01/05  12:00:00,0,0,8871095.548,0,8652.895022,0,175362538.2,360997345.8,21128368.71,141366320,44259834.66,360997345.8,360997345.8,23131465.95
 01/05  13:00:00,4066146.433,0,15558703.19,0,8652.895022,0,178973217.5,377432441.9,26871408.53,141366320,57084251.58,377432441.9,377432441.9,26146696.62
 01/05  14:00:00,16849535.46,0,15417358.57,0,8652.895022,0,181201264.4,373069984.1,7219125.593,141366320,50493746.86,373069984.1,373069984.1,26425085.81
 01/05  15:00:00,20097848.41,0,8775750.067,0,8652.895022,0,168356066.8,359420041.5,5673578.055,141366320,49689001.8,359420041.5,359420041.5,23917575.34
 01/05  16:00:00,22512787.07,0,12927050.6,0,8652.895022,0,168356066.8,361198185.1,6171691.49,141366320,51467145.43,361198185.1,361198185.1,22782666.87
 01/05  17:00:00,18134003.35,0,8849855.302,0,8652.895022,0,178865773.9,369322432.5,10090969.29,141366320,49081685.72,369322432.5,369322432.5,20856713.08
 01/05  18:00:00,2330349.317,0,8787623.204,0,8652.895022,14579064,141927700.6,298884789.5,42845357.49,78536844.44,63832527.52,298884789.5,298884789.5,18656820.71
 01/05  19:00:00,0,0,8671694.986,0,8652.895022,29158128,69634939.79,237395941.6,76299426.4,47122106.66,91472114.3,237395941.6,237395941.6,15172687.89
 01/05  20:00:00,0,9838250.382,14435259.56,9838250.382,8652.895022,29158128,60292977.94,238064033.7,86309480.28,47122106.66,101482168.2,238064033.7,238064033.7,15172687.89
 01/05  21:00:00,0,19394822.57,23991831.75,19394822.57,8652.895022,29158128,60292977.94,231670341.2,95623156.67,31414737.77,110795844.6,231670341.2,231670341.2,15172687.89
 01/05  22:00:00,0,26504368.92,31101378.1,26504368.92,8652.895022,29158128,55621997.01,234101224.1,102725020.6,31414737.77,117897708.5,234101224.1,234101224.1,15172687.89
 01/05  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 01/05  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 01/06  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/06  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/06  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/06  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/06  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 01/06  06:00:00,0,0,4597009.177,0,0,18840654,45974605.75,266768866.4,167538955.3,17375408.06,184578198.5,266768866.4,266768866.4,17039243.24
 01/06  07:00:00,0,32769320.67,37366329.85,32769320.67,8652.895022,29158128,55621997.01,263594679.2,147925844.5,15707368.89,163098532.4,263594679.2,263594679.2,15172687.89
 01/06  08:00:00,0,32653059.14,37250068.32,32653059.14,8652.895022,9719376,96493080.11,296869843.5,128353939.9,47122106.66,143526627.8,296869843.5,296869843.5,15172687.89
 01/06  09:00:00,0,7125167.9,11722177.08,7125167.9,8652.895022,0,205723914.2,419037601.2,52793113.88,141366320,71938714.05,419037601.2,419037601.2,19145600.17
 01/06  10:00:00,2519369.835,0,4597009.177,0,8652.895022,0,175362538.2,362115271.1,26796263.5,141366320,45377760.03,362115271.1,362115271.1,16062126.69
 01/06  11:00:00,28457711.19,0,4597009.177,0,8652.895022,0,168356066.8,364074511.6,10283530.74,141366320,54343471.93,364074511.6,364074511.6,15602230
 01/06  12:00:00,56040134.76,0,8873442.508,0,8652.895022,0,175362538.2,391605141.8,2010881.116,141366320,74867630.69,391605141.8,391605141.8,16816614.82
 01/06  13:00:00,75192967.7,0,17701201.14,0,8652.895022,0,178973217.5,417813223.6,2398784.714,141366320,97465033.28,417813223.6,417813223.6,19873280.86
 01/06  14:00:00,79273707.16,0,13282435.73,0,8652.895022,0,181201264.4,420374096.6,49110.00086,141366320,97797859.38,420374096.6,420374096.6,18475042.22
 01/06  15:00:00,81245374.21,0,8782605.078,0,8652.895022,0,168356066.8,408717193.4,0,141366320,98986153.67,408717193.4,408717193.4,17740779.45
 01/06  16:00:00,77607896.02,0,12925810.15,0,8652.895022,0,168356066.8,404309126.3,137044.4551,141366320,94578086.55,404309126.3,404309126.3,16833146.07
 01/06  17:00:00,75843751.27,0,8848332.091,0,8652.895022,0,178865773.9,415060535.3,790158.9422,141366320,94819788.53,415060535.3,415060535.3,18185878.32
 01/06  18:00:00,70237773.99,0,8804467.648,0,8652.895022,14579064,141927700.6,341465399.4,17503447.48,78536844.44,106413137.4,341465399.4,341465399.4,18671915.94
 01/06  19:00:00,52822153.01,0,8675899.328,0,8652.895022,29158128,69634939.79,253807233.6,39888565.32,47122106.66,107883406.2,253807233.6,253807233.6,15172687.89
 01/06  20:00:00,40638902.05,0,4597009.177,0,8652.895022,29158128,60292977.94,240935946.2,48542490.74,47122106.66,104354080.7,240935946.2,240935946.2,15172687.89
 01/06  21:00:00,35662029.61,0,4597009.177,0,8652.895022,29158128,60292977.94,229675110,57965895.88,31414737.77,108800613.4,229675110,229675110,15172687.89
 01/06  22:00:00,28952793.5,0,4597009.177,0,8652.895022,29158128,55621997.01,226908967,66579969.94,31414737.77,110705451.3,226908967,226908967,15172687.89
 01/06  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 01/06  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 01/07  01:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/07  02:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/07  03:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/07  04:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/07  05:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/07  06:00:00,7124683.028,0,4597009.177,0,0,18840654,34480954.32,170045517.6,90839480.09,8687704.031,108036205.3,170045517.6,170045517.6,10072042.15
 01/07  07:00:00,10765657.27,0,4597009.177,0,8652.895022,29158128,55621997.01,228356493.6,101922001.7,15707368.89,127860346.8,228356493.6,228356493.6,15172687.89
 01/07  08:00:00,14388853.89,0,4597009.177,0,8652.895022,9719376,74305920.72,220777027.4,91474167.13,15707368.89,121035708.9,220777027.4,220777027.4,15172687.89
 01/07  09:00:00,22021153.01,0,4597009.177,0,8652.895022,0,85875929.5,228414368.8,58213838.86,47122106.66,95407679.76,228414368.8,228414368.8,15172687.89
 01/07  10:00:00,38575551.02,0,4597009.177,0,8652.895022,0,94050146.13,240940848.1,46011703.54,47122106.66,99759942.45,240940848.1,240940848.1,15172687.89
 01/07  11:00:00,61345286.2,0,4597009.177,0,8652.895022,0,90546910.43,246508802.3,32313158.18,47122106.66,108831132.3,246508802.3,246508802.3,15172687.89
 01/07  12:00:00,72560016.72,0,4597009.177,0,8652.895022,0,98721127.05,256183290.6,22598699.38,47122106.66,110331404,256183290.6,256183290.6,15172687.89
 01/07  13:00:00,80170393.42,0,4597009.177,0,8652.895022,0,73191897.25,220755130.7,28650445.88,23561053.33,123993527.2,220755130.7,220755130.7,15172687.89
 01/07  14:00:00,84515053.21,0,4597009.177,0,8652.895022,0,63849935.39,211983667,24876284.3,23561053.33,124564025.4,211983667,211983667,15172687.89
 01/07  15:00:00,84782351.14,0,4597009.177,0,8652.895022,0,58011209.24,208221581.7,26685627.21,23561053.33,126640666.2,208221581.7,208221581.7,15172687.89
 01/07  16:00:00,84635063.81,0,4597009.177,0,8652.895022,0,53340228.31,211726634.6,35008948.41,23561053.33,134816700.1,211726634.6,211726634.6,15172687.89
 01/07  17:00:00,81369549.34,0,4597009.177,0,8652.895022,0,54507973.54,225382827.6,50762910.57,23561053.33,147305147.8,225382827.6,225382827.6,15172687.89
 01/07  18:00:00,77509447.33,0,4597009.177,0,8652.895022,14579064,48722969.15,163846505.7,0,7853684.444,92682135.22,163846505.7,163846505.7,15172687.89
 01/07  19:00:00,0,0,4597009.177,0,8652.895022,29158128,41716497.76,78736963.1,0,7853684.444,0,78736963.1,78736963.1,0
 01/07  20:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/07  21:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/07  22:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/07  23:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/07  24:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 01/08  01:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/08  02:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/08  03:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/08  04:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/08  05:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/08  06:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 01/08  07:00:00,0,0,4597009.177,0,8652.895022,29158128,41716497.76,78736963.1,0,7853684.444,0,78736963.1,78736963.1,0
 01/08  08:00:00,0,0,4597009.177,0,8652.895022,9719376,41716497.76,59298211.1,0,7853684.444,0,59298211.1,59298211.1,0
 01/08  09:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 01/08  10:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 01/08  11:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 01/08  12:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 01/08  13:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 01/08  14:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
