Date/Time,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),Gas:Facility [J](Hourly),Gas:HVAC [J](Hourly),Pumps:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),ElectricityNet:Facility [J](Hourly),ElectricityPurchased:Facility [J](Hourly),Fans:Electricity [J](Hourly) 
 07/28  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 07/28  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 07/28  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 07/28  06:00:00,113835007.8,0,4597009.177,0,0,12560436,45974605.75,212199801.6,0,17375408.06,136289351.8,212199801.6,212199801.6,22454344.04
 07/28  07:00:00,154300344.6,0,4597009.177,0,8652.895022,0,55621997.01,243888495.4,0,15707368.89,172550476.6,243888495.4,243888495.4,18250132.04
 07/28  08:00:00,186624699.7,0,4597009.177,0,8652.895022,0,96493080.11,355226681.6,0,47122106.66,211602841.9,355226681.6,355226681.6,24978142.14
 07/28  09:00:00,252838565,0,4597009.177,0,8652.895022,0,205723914.2,648266720.7,0,141366320,301167833.6,648266720.7,648266720.7,48329268.62
 07/28  10:00:00,272296816.5,0,4597009.177,0,8652.895022,0,175362538.2,642194435,0,141366320,325456923.9,642194435,642194435,53160107.38
 07/28  11:00:00,290822601.4,0,4597009.177,0,8652.895022,0,168356066.8,657850263.8,0,141366320,348119224.1,657850263.8,657850263.8,57296622.66
 07/28  12:00:00,299792050.2,0,4597009.177,0,8652.895022,0,175362538.2,676829480.9,0,141366320,360091969.8,676829480.9,676829480.9,60299919.58
 07/28  13:00:00,295791826.2,0,4597009.177,0,8652.895022,0,178973217.5,673657374.7,0,141366320,353309184.3,673657374.7,673657374.7,57517358.17
 07/28  14:00:00,313492277.7,0,4597009.177,0,8652.895022,0,181201264.4,700335354.8,0,141366320,377759117.5,700335354.8,700335354.8,64266839.77
 07/28  15:00:00,319354459.2,0,4597009.177,0,8652.895022,0,168356066.8,696926574.1,0,141366320,387195534.4,696926574.1,696926574.1,67841075.23
 07/28  16:00:00,321458618.8,0,4597009.177,0,8652.895022,0,168356066.8,701431645.6,0,141366320,391700605.8,701431645.6,701431645.6,70241987.08
 07/28  17:00:00,315342849.3,0,4597009.177,0,8652.895022,0,178865773.9,705048970.8,0,141366320,384808224,705048970.8,705048970.8,69465374.67
 07/28  18:00:00,249069286.9,0,4597009.177,0,8652.895022,0,141927700.6,511808696.7,0,78536844.44,291335498.8,511808696.7,511808696.7,42266211.89
 07/28  19:00:00,193623190.5,0,4597009.177,0,8652.895022,0,69634939.79,332994999.8,0,47122106.66,216229300.4,332994999.8,332994999.8,22606109.93
 07/28  20:00:00,180372262.3,0,4597009.177,0,8652.895022,24298440,60292977.94,331600526.5,0,47122106.66,199878349,331600526.5,331600526.5,19506086.7
 07/28  21:00:00,163733958.3,0,4597009.177,0,8652.895022,29158128,60292977.94,302576073.4,0,31414737.77,181701576.8,302576073.4,302576073.4,17967618.49
 07/28  22:00:00,156638886.1,0,4597009.177,0,8652.895022,29158128,55621997.01,289876288.8,0,31414737.77,173672773.1,289876288.8,289876288.8,17033887.02
 07/28  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 07/28  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 07/29  01:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 07/29  02:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 07/29  03:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 07/29  04:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 07/29  05:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 07/29  06:00:00,117683829.1,0,4597009.177,0,0,12560436,34480954.32,196478289.6,0,8687704.031,140749195.2,196478289.6,196478289.6,23065366.15
 07/29  07:00:00,169419655.6,0,4597009.177,0,8652.895022,0,55621997.01,258073502.6,0,15707368.89,186735483.8,258073502.6,258073502.6,17315828.28
 07/29  08:00:00,192090348.3,0,4597009.177,0,8652.895022,0,74305920.72,304602150.4,0,15707368.89,214580207.9,304602150.4,304602150.4,22489859.63
 07/29  09:00:00,206078215.8,0,4597009.177,0,8652.895022,0,85875929.5,367370138,0,47122106.66,234363448.9,367370138,367370138,28285233.04
 07/29  10:00:00,197390489.5,0,4597009.177,0,8652.895022,0,94050146.13,364170101.1,0,47122106.66,222989195.5,364170101.1,364170101.1,25598705.94
 07/29  11:00:00,215492455.5,0,4597009.177,0,8652.895022,0,90546910.43,382988151.1,0,47122106.66,245310481.2,382988151.1,382988151.1,29818025.68
 07/29  12:00:00,233944285.6,0,4597009.177,0,8652.895022,0,98721127.05,413642851.4,0,47122106.66,267790964.8,413642851.4,413642851.4,33846679.16
 07/29  13:00:00,225864762.5,0,4597009.177,0,8652.895022,0,73191897.25,352708379.6,0,23561053.33,255946776.1,352708379.6,352708379.6,30082013.6
 07/29  14:00:00,229596233.4,0,4597009.177,0,8652.895022,0,63849935.39,348599598.1,0,23561053.33,261179956.5,348599598.1,348599598.1,31583723.06
 07/29  15:00:00,220843704,0,4597009.177,0,8652.895022,0,58011209.24,330613727.4,0,23561053.33,249032812,330613727.4,330613727.4,28189107.95
 07/29  16:00:00,175273645.6,0,4597009.177,0,8652.895022,0,53340228.31,275807813,0,23561053.33,198897878.5,275807813,275807813,23624232.91
 07/29  17:00:00,155061870.1,0,4597009.177,0,8652.895022,0,54507973.54,253595489.3,0,23561053.33,175517809.5,253595489.3,253595489.3,20455939.4
 07/29  18:00:00,144464576.7,0,4597009.177,0,8652.895022,0,48722969.15,216222571.1,0,7853684.444,159637264.6,216222571.1,216222571.1,15172687.89
 07/29  19:00:00,0,0,4597009.177,0,8652.895022,0,41716497.76,49578835.1,0,7853684.444,0,49578835.1,49578835.1,0
 07/29  20:00:00,0,0,4597009.177,0,0,24298440,34480954.32,67467098.35,0,8687704.031,0,67467098.35,67467098.35,0
 07/29  21:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 07/29  22:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 07/29  23:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 07/29  24:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 07/30  01:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 07/30  02:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 07/30  03:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 07/30  04:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 07/30  05:00:00,0,0,4597009.177,0,0,18840654,34480954.32,62009312.35,0,8687704.031,0,62009312.35,62009312.35,0
 07/30  06:00:00,0,0,4597009.177,0,0,12560436,34480954.32,55729094.35,0,8687704.031,0,55729094.35,55729094.35,0
 07/30  07:00:00,20016535.79,0,4597009.177,0,8652.895022,0,41716497.76,72729626.6,0,7853684.444,23150791.51,72729626.6,72729626.6,3134255.718
 07/30  08:00:00,83824080.6,0,4597009.177,0,8652.895022,0,41716497.76,146463201,0,7853684.444,96884365.94,146463201,146463201,13060285.34
 07/30  09:00:00,82454842.65,0,4597009.177,0,8652.895022,0,41716497.76,145855911.9,0,7853684.444,96277076.84,145855911.9,145855911.9,13822234.19
 07/30  10:00:00,95166628.41,0,4597009.177,0,8652.895022,0,41716497.76,161800351.9,0,7853684.444,112221516.8,161800351.9,161800351.9,17054888.39
 07/30  11:00:00,85064093.63,0,4597009.177,0,8652.895022,0,41716497.76,149843462.9,0,7853684.444,100264627.8,149843462.9,149843462.9,15200534.21
 07/30  12:00:00,85171208.56,0,4597009.177,0,8652.895022,0,41716497.76,149591073.3,0,7853684.444,100012238.2,149591073.3,149591073.3,14841029.68
 07/30  13:00:00,85434890.98,0,4597009.177,0,8652.895022,0,41716497.76,149526356.1,0,7853684.444,99947521.03,149526356.1,149526356.1,14512630.05
 07/30  14:00:00,87839162.73,0,4597009.177,0,8652.895022,0,41716497.76,152501482,0,7853684.444,102922646.9,152501482,152501482,15083484.14
 07/30  15:00:00,96220403.76,0,4597009.177,0,8652.895022,0,41716497.76,163284006.1,0,7853684.444,113705171,163284006.1,163284006.1,17484767.26
 07/30  16:00:00,87633751.33,0,4597009.177,0,8652.895022,0,41716497.76,152808013.5,0,7853684.444,103229178.4,152808013.5,152808013.5,15595427.12
 07/30  17:00:00,94280005.16,0,4597009.177,0,8652.895022,0,41716497.76,160205669.4,0,7853684.444,110626834.4,160205669.4,160205669.4,16346829.19
 07/30  18:00:00,77263798.91,0,4597009.177,0,8652.895022,0,41716497.76,139993535.2,0,7853684.444,90414700.13,139993535.2,139993535.2,13150901.23
 07/30  19:00:00,63976736.47,0,4597009.177,0,0,0,34480954.32,118182313.9,0,8687704.031,75013655.6,118182313.9,118182313.9,11036919.13
 07/30  20:00:00,30005874.04,0,4597009.177,0,0,24298440,34480954.32,102673180.8,0,8687704.031,35206082.44,102673180.8,102673180.8,5200208.401
 07/30  21:00:00,48678483.51,0,4597009.177,0,0,29158128,34480954.32,129651721.2,0,8687704.031,57324934.89,129651721.2,129651721.2,8646451.384
 07/30  22:00:00,23744096.93,0,4597009.177,0,0,29158128,34480954.32,100151898.4,0,8687704.031,27825112.04,100151898.4,100151898.4,4081015.104
 07/30  23:00:00,4896320.006,0,4597009.177,0,0,29158128,34480954.32,78078924.09,0,8687704.031,5752137.745,78078924.09,78078924.09,855817.7392
 07/30  24:00:00,0,0,4597009.177,0,0,29158128,34480954.32,72326786.35,0,8687704.031,0,72326786.35,72326786.35,0
 07/31  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 07/31  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 07/31  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 07/31  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 07/31  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 07/31  06:00:00,109623969.7,0,4597009.177,0,0,12560436,45974605.75,212712839.9,0,17375408.06,136802390.1,212712839.9,212712839.9,27178420.37
 07/31  07:00:00,178555440.3,0,4597009.177,0,8652.895022,0,55621997.01,275475470,0,15707368.89,204137451.2,275475470,275475470,25582010.95
 07/31  08:00:00,214852756.6,0,4597009.177,0,8652.895022,0,96493080.11,392628125.1,0,47122106.66,249004285.5,392628125.1,392628125.1,34151528.88
 07/31  09:00:00,298743143,0,4597009.177,0,8652.895022,0,205723914.2,714359792.6,0,141366320,367260905.5,714359792.6,714359792.6,68517762.5
 07/31  10:00:00,314196956.4,0,4597009.177,0,8652.895022,0,175362538.2,697799278.1,0,141366320,381061767,697799278.1,697799278.1,66864810.63
 07/31  11:00:00,331879225.4,0,4597009.177,0,8652.895022,0,168356066.8,709368723.1,0,141366320,399637683.4,709368723.1,709368723.1,67758457.99
 07/31  12:00:00,347856942,0,4597009.177,0,8652.895022,0,175362538.2,733228291.8,0,141366320,416490780.7,733228291.8,733228291.8,68633838.7
 07/31  13:00:00,328820791.9,0,4597009.177,0,8652.895022,0,178973217.5,713301652.5,0,141366320,392953462.2,713301652.5,713301652.5,64132670.29
 07/31  14:00:00,346979325.2,0,4597009.177,0,8652.895022,0,181201264.4,746796746.4,0,141366320,424220509.1,746796746.4,746796746.4,77241183.9
 07/31  15:00:00,353492331.4,0,4597009.177,0,8652.895022,0,168356066.8,755858271.6,0,141366320,446127231.9,755858271.6,755858271.6,92634900.53
 07/31  16:00:00,347892540.4,0,4597009.177,0,8652.895022,0,168356066.8,747915941.2,0,141366320,438184901.5,747915941.2,747915941.2,90292361.08
 07/31  17:00:00,333479850.1,0,4597009.177,0,8652.895022,0,178865773.9,728839488.1,0,141366320,408598741.3,728839488.1,728839488.1,75118891.15
 07/31  18:00:00,269118722.7,0,4597009.177,0,8652.895022,0,141927700.6,540681957.2,0,78536844.44,320208759.2,540681957.2,540681957.2,51090036.54
 07/31  19:00:00,196687872.3,0,4597009.177,0,8652.895022,0,69634939.79,341765127.3,0,47122106.66,224999427.9,341765127.3,341765127.3,28311555.61
 07/31  20:00:00,171992256.5,0,4597009.177,0,8652.895022,24298440,60292977.94,325033684,0,47122106.66,193311506.5,325033684,325033684,21319249.96
 07/31  21:00:00,172962372.8,0,4597009.177,0,8652.895022,29158128,60292977.94,312849037.6,0,31414737.77,191974541,312849037.6,312849037.6,19012168.23
 07/31  22:00:00,180596017.5,0,4597009.177,0,8652.895022,29158128,55621997.01,314625648.7,0,31414737.77,198422133.1,314625648.7,314625648.7,17826115.58
 07/31  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 07/31  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 08/01  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/01  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/01  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/01  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/01  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/01  06:00:00,109671030.7,0,4597009.177,0,0,12560436,45974605.75,210284801.6,0,17375408.06,134374351.8,210284801.6,210284801.6,24703321.1
 08/01  07:00:00,171689189.9,0,4597009.177,0,8652.895022,0,55621997.01,262826761.9,0,15707368.89,191488743.1,262826761.9,262826761.9,19799553.17
 08/01  08:00:00,197093149.6,0,4597009.177,0,8652.895022,0,96493080.11,368943422.7,0,47122106.66,225319583,368943422.7,368943422.7,28226433.49
 08/01  09:00:00,270338715.2,0,4597009.177,0,8652.895022,0,205723914.2,680227221.9,0,141366320,333128334.8,680227221.9,680227221.9,62789619.63
 08/01  10:00:00,271207325.8,0,4597009.177,0,8652.895022,0,175362538.2,649506880.1,0,141366320,332769369,649506880.1,649506880.1,61562043.17
 08/01  11:00:00,283434892,0,4597009.177,0,8652.895022,0,168356066.8,657246631.5,0,141366320,347515591.8,657246631.5,657246631.5,64080699.79
 08/01  12:00:00,289292851.7,0,4597009.177,0,8652.895022,0,175362538.2,672101054,0,141366320,355363542.9,672101054,672101054,66070691.2
 08/01  13:00:00,283176871.8,0,4597009.177,0,8652.895022,0,178973217.5,667755523.8,0,141366320,347407333.5,667755523.8,667755523.8,64230461.74
 08/01  14:00:00,307921482,0,4597009.177,0,8652.895022,0,181201264.4,704846516.9,0,141366320,382270279.7,704846516.9,704846516.9,74348797.72
 08/01  15:00:00,336025191.2,0,4597009.177,0,8652.895022,0,168356066.8,723642740.2,0,141366320,413911700.4,723642740.2,723642740.2,77886509.26
 08/01  16:00:00,354448213.3,0,4597009.177,0,8652.895022,0,168356066.8,744446454.2,0,141366320,434715414.5,744446454.2,744446454.2,80267201.19
 08/01  17:00:00,347753761.9,0,4597009.177,0,8652.895022,0,178865773.9,749423076.2,0,141366320,429182329.4,749423076.2,749423076.2,81428567.49
 08/01  18:00:00,301758341.5,0,4597009.177,0,8652.895022,0,141927700.6,583751392,0,78536844.44,363278194,583751392,583751392,61519852.57
 08/01  19:00:00,224387718.8,0,4597009.177,0,8652.895022,0,69634939.79,376293022,0,47122106.66,259527322.7,376293022,376293022,35139603.81
 08/01  20:00:00,194378368,0,4597009.177,0,8652.895022,24298440,60292977.94,350665482.3,0,47122106.66,218943304.8,350665482.3,350665482.3,24564936.8
 08/01  21:00:00,190317609.2,0,4597009.177,0,8652.895022,29158128,60292977.94,332030738.1,0,31414737.77,211156241.5,332030738.1,332030738.1,20838632.25
 08/01  22:00:00,175179960.3,0,4597009.177,0,8652.895022,29158128,55621997.01,310677410.6,0,31414737.77,194473895,310677410.6,310677410.6,19293934.66
 08/01  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 08/01  24:00:00,31744182.82,0,4597009.177,0,8652.895022,29158128,55621997.01,129524954.9,0,7853684.444,36882492.57,129524954.9,129524954.9,5138309.749
 08/02  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/02  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/02  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/02  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/02  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/02  06:00:00,110399744.4,0,4597009.177,0,0,12560436,45974605.75,210804643.2,0,17375408.06,134894193.4,210804643.2,210804643.2,24494449.01
 08/02  07:00:00,162287884.5,0,4597009.177,0,8652.895022,0,55621997.01,253862065.8,0,15707368.89,182524047,253862065.8,253862065.8,20236162.45
 08/02  08:00:00,205238726.4,0,4597009.177,0,8652.895022,0,96493080.11,380284365.1,0,47122106.66,236660525.5,380284365.1,380284365.1,31421799.02
 08/02  09:00:00,287711075.2,0,4597009.177,0,8652.895022,0,205723914.2,701249777.9,0,141366320,354150890.8,701249777.9,701249777.9,66439815.57
 08/02  10:00:00,291136991.3,0,4597009.177,0,8652.895022,0,175362538.2,673127755.5,0,141366320,356390244.4,673127755.5,673127755.5,65253253.11
 08/02  11:00:00,302336957.3,0,4597009.177,0,8652.895022,0,168356066.8,678937592.5,0,141366320,369206552.8,678937592.5,678937592.5,66869595.48
 08/02  12:00:00,323707619.2,0,4597009.177,0,8652.895022,0,175362538.2,709099687.6,0,141366320,392362176.5,709099687.6,709099687.6,68654557.32
 08/02  13:00:00,324470807.2,0,4597009.177,0,8652.895022,0,178973217.5,709926016.3,0,141366320,389577826,709926016.3,709926016.3,65107018.84
 08/02  14:00:00,352925098.4,0,4597009.177,0,8652.895022,0,181201264.4,752021466.6,0,141366320,429445229.4,752021466.6,752021466.6,76520130.99
 08/02  15:00:00,365732992.5,0,4597009.177,0,8652.895022,0,168356066.8,755332461,0,141366320,445601421.3,755332461,755332461,79868428.74
 08/02  16:00:00,375570063.3,0,4597009.177,0,8652.895022,0,168356066.8,768322266.9,0,141366320,458591227.2,768322266.9,768322266.9,83021163.88
 08/02  17:00:00,380868774.5,0,4597009.177,0,8652.895022,0,178865773.9,788893951.3,0,141366320,468653204.5,788893951.3,788893951.3,87784430.09
 08/02  18:00:00,328578414.5,0,4597009.177,0,8652.895022,0,141927700.6,611900444.6,0,78536844.44,391427246.6,611900444.6,611900444.6,62848832.17
 08/02  19:00:00,243862103.1,0,4597009.177,0,8652.895022,0,69634939.79,395932668,0,47122106.66,279166968.6,395932668,395932668,35304865.56
 08/02  20:00:00,225621207.3,0,4597009.177,0,8652.895022,24298440,60292977.94,383210242,0,47122106.66,251488064.5,383210242,383210242,25866857.23
 08/02  21:00:00,223897633.2,0,4597009.177,0,8652.895022,29158128,60292977.94,367194043.9,0,31414737.77,246319547.3,367194043.9,367194043.9,22421914.08
 08/02  22:00:00,200720224.3,0,4597009.177,0,8652.895022,29158128,55621997.01,337561733,0,31414737.77,221358217.3,337561733,337561733,20637993.03
 08/02  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 08/02  24:00:00,58351367.15,0,4597009.177,0,8652.895022,29158128,55621997.01,160498325.2,0,7853684.444,67855862.81,160498325.2,160498325.2,9504495.656
 08/03  01:00:00,5052763.409,0,4597009.177,0,0,18840654,45974605.75,79425197.05,0,8687704.031,5922233.262,79425197.05,79425197.05,869469.8523
 08/03  02:00:00,27268043.46,0,4597009.177,0,0,18840654,45974605.75,105055100.9,0,8687704.031,31552137.07,105055100.9,105055100.9,4284093.613
 08/03  03:00:00,5299174.52,0,4597009.177,0,0,18840654,45974605.75,79657956.04,0,8687704.031,6154992.259,79657956.04,79657956.04,855817.7392
 08/03  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/03  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/03  06:00:00,117702861.6,0,4597009.177,0,0,12560436,45974605.75,220208347.9,0,17375408.06,144297898.1,220208347.9,220208347.9,26595036.51
 08/03  07:00:00,175666540,0,4597009.177,0,8652.895022,0,55621997.01,267775548.7,0,15707368.89,196437530,267775548.7,267775548.7,20770989.94
 08/03  08:00:00,206324266.1,0,4597009.177,0,8652.895022,0,96493080.11,381891350.9,0,47122106.66,238267511.2,381891350.9,381891350.9,31943245.14
 08/03  09:00:00,286393689.7,0,4597009.177,0,8652.895022,0,205723914.2,702592347.5,0,141366320,355493460.4,702592347.5,702592347.5,69099770.67
 08/03  10:00:00,300062749.4,0,4597009.177,0,8652.895022,0,175362538.2,683613025.6,0,141366320,366875514.5,683613025.6,683613025.6,66812765.07
 08/03  11:00:00,322013451.3,0,4597009.177,0,8652.895022,0,168356066.8,700887768.8,0,141366320,391156729.1,700887768.8,700887768.8,69143277.86
 08/03  12:00:00,337968581.4,0,4597009.177,0,8652.895022,0,175362538.2,726176165.5,0,141366320,409438654.4,726176165.5,726176165.5,71470072.96
 08/03  13:00:00,347639219.2,0,4597009.177,0,8652.895022,0,178973217.5,737371752.5,0,141366320,417023562.1,737371752.5,737371752.5,69384342.91
 08/03  14:00:00,370326211.3,0,4597009.177,0,8652.895022,0,181201264.4,773730269.6,0,141366320,451154032.4,773730269.6,773730269.6,80827821.04
 08/03  15:00:00,370889878.5,0,4597009.177,0,8652.895022,0,168356066.8,781138585.4,0,141366320,471407545.7,781138585.4,781138585.4,100517667.2
 08/03  16:00:00,319918024.7,0,4597009.177,0,8652.895022,0,168356066.8,702536586.8,0,141366320,392805547,702536586.8,702536586.8,72887522.32
 08/03  17:00:00,258890879,0,4597009.177,0,8652.895022,0,178865773.9,635594141.5,0,141366320,315353394.7,635594141.5,635594141.5,56462515.71
 08/03  18:00:00,217988550.1,0,4597009.177,0,8652.895022,0,141927700.6,476364273.6,0,78536844.44,255891075.6,476364273.6,476364273.6,37902525.54
 08/03  19:00:00,192421361.2,0,4597009.177,0,8652.895022,0,69634939.79,331691157.2,0,47122106.66,214925457.9,331691157.2,331691157.2,22504096.7
 08/03  20:00:00,194360820.2,0,4597009.177,0,8652.895022,24298440,60292977.94,347122060.5,0,47122106.66,215399883,347122060.5,347122060.5,21039062.73
 08/03  21:00:00,186251340.3,0,4597009.177,0,8652.895022,29158128,60292977.94,326806409.3,0,31414737.77,205931912.7,326806409.3,326806409.3,19680572.33
 08/03  22:00:00,179322931.4,0,4597009.177,0,8652.895022,29158128,55621997.01,314267530.1,0,31414737.77,198064014.5,314267530.1,314267530.1,18741083.07
 08/03  23:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,100496146.8,0,15707368.89,0,100496146.8,100496146.8,0
 08/03  24:00:00,0,0,4597009.177,0,8652.895022,29158128,55621997.01,92642462.35,0,7853684.444,0,92642462.35,92642462.35,0
 08/04  01:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/04  02:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/04  03:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/04  04:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/04  05:00:00,0,0,4597009.177,0,0,18840654,45974605.75,73502963.78,0,8687704.031,0,73502963.78,73502963.78,0
 08/04  06:00:00,121366603.2,0,4597009.177,0,0,12560436,45974605.75,223871747.3,0,17375408.06,147961297.4,223871747.3,223871747.3,26594694.26
 08/04  07:00:00,177978882.9,0,4597009.177,0,8652.895022,0,55621997.01,269142309.8,0,15707368.89,197804291,269142309.8,269142309.8,19825408.11
 08/04  08:00:00,217392260.7,0,4597009.177,0,8652.895022,0,96493080.11,392474494.6,0,47122106.66,248850654.9,392474494.6,392474494.6,31458394.15
 08/04  09:00:00,297142480.4,0,4597009.177,0,8652.895022,0,205723914.2,710829000.8,0,141366320,363730113.6,710829000.8,710829000.8,66587633.27
 08/04  10:00:00,309315509.4,0,4597009.177,0,8652.895022,0,175362538.2,691288872.3,0,141366320,374551361.2,691288872.3,691288872.3,65235851.78
 08/04  11:00:00,325358898.4,0,4597009.177,0,8652.895022,0,168356066.8,701780970.2,0,141366320,392049930.5,701780970.2,701780970.2,66691032.06
 08/04  12:00:00,334555953.3,0,4597009.177,0,8652.895022,0,175362538.2,721386009.3,0,141366320,404648498.2,721386009.3,721386009.3,70092544.89
 08/04  13:00:00,327898583.6,0,4597009.177,0,8652.895022,0,178973217.5,715548906.2,0,141366320,395200715.9,715548906.2,715548906.2,67302132.32
 08/04  14:00:00,360662134,0,4597009.177,0,8652.895022,0,181201264.4,761272375.9,0,141366320,438696138.6,761272375.9,761272375.9,78034004.65
 08/04  15:00:00,363696629.1,0,4597009.177,0,8652.895022,0,168356066.8,752703458.4,0,141366320,442972418.6,752703458.4,752703458.4,79275789.53
 08/04  16:00:00,366936545.5,0,4597009.177,0,8652.895022,0,168356066.8,770610579.4,0,141366320,460879539.6,770610579.4,770610579.4,93942994.2
 08/04  17:00:00,368612974.7,0,4597009.177,0,8652.895022,0,178865773.9,805689259.6,0,141366320,485448512.8,805689259.6,805689259.6,116835538.1
 08/04  18:00:00,329601058.9,0,4597009.177,0,8652.895022,0,141927700.6,610085206.7,0,78536844.44,389612008.8,610085206.7,610085206.7,60010949.87
 08/04  19:00:00,246041261.7,0,4597009.177,0,8652.895022,0,69634939.79,395619018.2,0,47122106.66,278853318.9,395619018.2,395619018.2,32812057.15
