Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE1 OFFICE ZN:Zone Air Temperature [C](Hourly),ZONE1 OFFICE ZN:Zone Air Relative Humidity [%](Hourly),ZONE2 FINE STORAGE ZN:Zone Air Temperature [C](Hourly),ZONE2 FINE STORAGE ZN:Zone Air Relative Humidity [%](Hourly),ZONE3 BULK STORAGE ZN:Zone Air Temperature [C](Hourly),ZONE3 BULK STORAGE ZN:Zone Air Relative Humidity [%](Hourly),Electricity:Facility [J](TimeStep),Gas:Facility [J](TimeStep) 
 06/24  01:00:00,,19.4,23.098179773813816,57.68191121793933,22.13545390456205,63.53192655241382,22.72423915913493,68.00931729600163,8185158.006585418,0.0 
 06/24  01:15:00,,19.125,,,,,,,8185158.006585418,0.0 
 06/24  01:30:00,,18.85,,,,,,,8185158.006585418,0.0 
 06/24  01:45:00,,18.575000000000004,,,,,,,8185158.006585418,0.0 
 06/24  02:00:00,,18.3,22.935449356458088,58.05389794671162,21.889780820686434,63.78085400555478,22.47336248939329,68.5432608115169,8185158.006585418,0.0 
 06/24  02:15:00,,18.175,,,,,,,8185158.006585418,0.0 
 06/24  02:30:00,,18.05,,,,,,,8185158.006585418,0.0 
 06/24  02:45:00,,17.925,,,,,,,8185158.006585418,0.0 
 06/24  03:00:00,,17.8,22.797274111587997,58.42972114062735,21.679725709283436,64.14945926851945,22.276707486619956,68.95614417496989,8185158.006585418,0.0 
 06/24  03:15:00,,17.525000000000003,,,,,,,8185158.006585418,0.0 
 06/24  03:30:00,,17.25,,,,,,,8185158.006585418,0.0 
 06/24  03:45:00,,16.974999999999999,,,,,,,8185158.006585418,0.0 
 06/24  04:00:00,,16.7,22.650694659138904,58.73483935009814,21.477450838813934,64.28316933747625,22.086005227349835,69.22725612520762,8185158.006585418,0.0 
 06/24  04:15:00,,16.7,,,,,,,8185158.006585418,0.0 
 06/24  04:30:00,,16.7,,,,,,,8185158.006585418,0.0 
 06/24  04:45:00,,16.7,,,,,,,8185158.006585418,0.0 
 06/24  05:00:00,,16.7,22.523885132989699,58.97789385142923,21.302289859290583,64.33826820623571,21.909808323112569,69.45930371676329,4327403.406585419,0.0 
 06/24  05:15:00,,17.099999999999999,,,,,,,4327403.406585419,0.0 
 06/24  05:30:00,,17.5,,,,,,,4327403.406585419,0.0 
 06/24  05:45:00,,17.900000000000003,,,,,,,4316902.305238765,0.0 
 06/24  06:00:00,,18.3,22.492874887119464,58.83728618240217,21.465232335506888,63.022558642764639,21.955871123154055,68.73020409796736,4306401.203892111,0.0 
 06/24  06:15:00,,18.875,,,,,,,4399876.434135422,0.0 
 06/24  06:30:00,,19.450000000000004,,,,,,,4399876.434135422,0.0 
 06/24  06:45:00,,20.025000000000003,,,,,,,4399876.434135422,0.0 
 06/24  07:00:00,,20.6,22.658550499121384,58.18080983780008,22.05595357834931,60.389202773193037,22.341144008245469,66.59095973207362,4177667.363575774,0.0 
 06/24  07:15:00,,21.150000000000003,,,,,,,21272904.271079247,0.0 
 06/24  07:30:00,,21.700000000000004,,,,,,,21266149.668667374,58183.85924016851 
 06/24  07:45:00,,22.25,,,,,,,21224914.145647829,0.0 
 06/24  08:00:00,,22.8,23.411358483912509,55.54445935508029,23.130151107773984,56.07929414415102,22.951216776786067,63.61626511208661,19341107.32332452,0.0 
 06/24  08:15:00,,22.925,,,,,,,24718198.82717393,0.0 
 06/24  08:30:00,,23.05,,,,,,,24943861.936570608,0.0 
 06/24  08:45:00,,23.175,,,,,,,23255600.441613109,0.0 
 06/24  09:00:00,,23.3,23.884584974259128,53.44995632208365,23.877639407656038,52.26542638088101,23.57741300828527,60.20560305201036,23261972.50471082,0.0 
 06/24  09:15:00,,23.575000000000004,,,,,,,25591192.29940705,0.0 
 06/24  09:30:00,,23.85,,,,,,,25635757.079050699,0.0 
 06/24  09:45:00,,24.124999999999998,,,,,,,23786116.72693844,0.0 
 06/24  10:00:00,,24.4,23.90013482828808,52.291944537102597,24.34518879022677,49.698422023769769,23.973015275976566,57.65650794484221,21123218.593672765,0.0 
 06/24  10:15:00,,24.275,,,,,,,21133373.79149459,0.0 
 06/24  10:30:00,,24.15,,,,,,,21137774.21535909,0.0 
 06/24  10:45:00,,24.025,,,,,,,18443171.638697365,0.0 
 06/24  11:00:00,,23.9,23.900103004495226,50.6479512441048,24.373079933490247,47.39887033494391,24.031568691225496,56.09940258707449,18442871.903956299,0.0 
 06/24  11:15:00,,23.9,,,,,,,18446774.270717116,0.0 
 06/24  11:30:00,,23.9,,,,,,,18446326.58167693,0.0 
 06/24  11:45:00,,23.9,,,,,,,18452798.855336798,0.0 
 06/24  12:00:00,,23.9,23.90007568488487,49.419090968420238,24.275192672642996,47.03631869113245,23.918078626929927,55.220827047516468,18462086.884084908,0.0 
 06/24  12:15:00,,24.174999999999998,,,,,,,18183909.847464887,0.0 
 06/24  12:30:00,,24.45,,,,,,,18212664.12080767,0.0 
 06/24  12:45:00,,24.725,,,,,,,18237917.515745377,0.0 
 06/24  13:00:00,,25.0,23.9000737641842,48.45084263878957,24.575271465787993,46.134660173791548,24.083681029973609,53.626098379776738,18262755.454967176,0.0 
 06/24  13:15:00,,25.15,,,,,,,18580695.36069011,0.0 
 06/24  13:30:00,,25.3,,,,,,,18598330.13471313,0.0 
 06/24  13:45:00,,25.450000000000004,,,,,,,18612472.12414083,0.0 
 06/24  14:00:00,,25.6,23.89999637480196,47.90495603533112,24.817169281107249,45.57756806598175,24.277866321723669,52.195912304384687,18624715.87318587,0.0 
 06/24  14:15:00,,25.450000000000004,,,,,,,18619980.852235434,0.0 
 06/24  14:30:00,,25.3,,,,,,,18616482.07835088,0.0 
 06/24  14:45:00,,25.15,,,,,,,18613370.502307796,0.0 
 06/24  15:00:00,,25.0,23.89996790076111,47.72577504274717,24.871242894627529,45.5917526543772,24.349958331133715,51.37123486969376,18609861.58012634,0.0 
 06/24  15:15:00,,25.15,,,,,,,18627164.29423159,0.0 
 06/24  15:30:00,,25.3,,,,,,,20527554.159486828,0.0 
 06/24  15:45:00,,25.450000000000004,,,,,,,23231061.660119274,0.0 
 06/24  16:00:00,,25.6,23.89995712468616,47.58368725903728,24.97418290416041,45.470508640707439,24.404352766184848,50.76853766464352,23236027.465582674,0.0 
 06/24  16:15:00,,25.300000000000006,,,,,,,21209988.95580217,0.0 
 06/24  16:30:00,,25.0,,,,,,,21189999.823771977,0.0 
 06/24  16:45:00,,24.699999999999997,,,,,,,21184644.09161913,0.0 
 06/24  17:00:00,,24.4,23.899978522453759,47.78960917959703,24.866396486455377,46.56864135686796,24.359796950447828,50.67431208964321,25226176.717020126,0.0 
 06/24  17:15:00,,24.699999999999997,,,,,,,20084012.435909656,0.0 
 06/24  17:30:00,,25.0,,,,,,,20105830.066835528,0.0 
 06/24  17:45:00,,25.300000000000006,,,,,,,21487056.440509757,0.0 
 06/24  18:00:00,,25.6,23.900094228422199,47.95989162216941,24.829975607911764,47.411796224389487,24.32208568989805,50.71154473013752,23400759.429922414,0.0 
 06/24  18:15:00,,25.025000000000003,,,,,,,4274897.899852149,0.0 
 06/24  18:30:00,,24.450000000000004,,,,,,,4295900.102545457,0.0 
 06/24  18:45:00,,23.875,,,,,,,4295900.102545457,0.0 
 06/24  19:00:00,,23.3,23.981352715610748,47.93063834074708,23.90593617369322,50.17926563857907,24.048739298889225,51.42854138219526,4316902.305238765,0.0 
 06/24  19:15:00,,22.75,,,,,,,4327403.406585419,0.0 
 06/24  19:30:00,,22.200000000000004,,,,,,,4327403.406585419,0.0 
 06/24  19:45:00,,21.650000000000003,,,,,,,9920381.406585418,0.0 
 06/24  20:00:00,,21.1,23.64368616831247,49.21925876783184,23.088068838853979,52.69615818193,23.438670119380597,53.19573134988441,9920381.406585418,0.0 
 06/24  20:15:00,,21.1,,,,,,,9920381.406585418,0.0 
 06/24  20:30:00,,21.1,,,,,,,9920381.406585418,0.0 
 06/24  20:45:00,,21.1,,,,,,,9920381.406585418,0.0 
 06/24  21:00:00,,21.1,23.344775694839336,50.21336118441731,22.625883036141525,53.91449533847675,22.961398676888917,54.54944092049715,9920381.406585418,0.0 
 06/24  21:15:00,,20.675,,,,,,,9920381.406585418,0.0 
 06/24  21:30:00,,20.25,,,,,,,9920381.406585418,0.0 
 06/24  21:45:00,,19.825,,,,,,,9920381.406585418,0.0 
 06/24  22:00:00,,19.4,23.160929483694284,50.530271098849897,22.34473050477489,53.9594372831679,22.708142560257845,54.99297262054711,9920381.406585418,0.0 
 06/24  22:15:00,,19.0,,,,,,,9920381.406585418,0.0 
 06/24  22:30:00,,18.6,,,,,,,9920381.406585418,0.0 
 06/24  22:45:00,,18.200000000000004,,,,,,,9920381.406585418,0.0 
 06/24  23:00:00,,17.8,22.994844973093249,50.72421704785773,22.087363966106616,53.96512446959886,22.497588022825064,55.31543416861255,9920381.406585418,0.0 
 06/24  23:15:00,,17.925,,,,,,,9920381.406585418,0.0 
 06/24  23:30:00,,18.05,,,,,,,9920381.406585418,0.0 
 06/24  23:45:00,,18.175,,,,,,,9920381.406585418,0.0 
 06/24  24:00:00,,18.3,22.84737788239963,50.87900405627962,21.881215959088974,53.96843499980608,22.306558553960345,55.60172166657806,9920381.406585418,0.0 
 06/25  00:15:00,,18.025000000000003,,,,,,,8185158.006596316,0.0 
 06/25  00:30:00,,17.75,,,,,,,8185158.006596316,0.0 
 06/25  00:45:00,,17.474999999999999,,,,,,,8185158.006596316,0.0 
 06/25  01:00:00,,17.2,22.73171748468303,50.917531056049998,21.742052916451568,53.795593749391859,22.186915634629913,55.58627608336028,8185158.006596316,0.0 
 06/25  01:15:00,,17.075,,,,,,,8185158.006596316,0.0 
 06/25  01:30:00,,16.95,,,,,,,8185158.006596316,0.0 
 06/25  01:45:00,,16.825,,,,,,,8185158.006596316,0.0 
 06/25  02:00:00,,16.7,22.600292730084975,51.23034771423533,21.477272434142209,54.537484678314168,21.963373705306375,56.107338792678287,8185158.006596316,0.0 
 06/25  02:15:00,,16.7,,,,,,,8185158.006596316,0.0 
 06/25  02:30:00,,16.7,,,,,,,8185158.006596316,0.0 
 06/25  02:45:00,,16.7,,,,,,,8185158.006596316,0.0 
 06/25  03:00:00,,16.7,22.477531902043834,51.66564419015949,21.281436707246319,55.35845765718105,21.773927191911964,56.62866512286509,8185158.006596316,0.0 
 06/25  03:15:00,,16.424999999999998,,,,,,,8185158.006596316,0.0 
 06/25  03:30:00,,16.15,,,,,,,8185158.006596316,0.0 
 06/25  03:45:00,,15.875,,,,,,,8185158.006596316,0.0 
 06/25  04:00:00,,15.6,22.361053097020468,52.095170397177927,21.107991837340064,56.08379691399304,21.6134879968093,57.08573578505332,8185158.006596316,0.0 
 06/25  04:15:00,,15.45,,,,,,,8185158.006596316,0.0 
 06/25  04:30:00,,15.3,,,,,,,8185158.006596316,0.0 
 06/25  04:45:00,,15.15,,,,,,,8185158.006596316,0.0 
 06/25  05:00:00,,15.0,22.224701161916508,52.506081491185877,20.9330037707762,56.61935373609523,21.439058507040565,57.55719878728074,4327403.406596316,0.0 
 06/25  05:15:00,,15.55,,,,,,,4327403.406596316,0.0 
 06/25  05:30:00,,16.1,,,,,,,4327403.406596316,0.0 
 06/25  05:45:00,,16.65,,,,,,,4306401.203903008,0.0 
 06/25  06:00:00,,17.2,22.21363151196705,52.513000402505927,21.092439059097467,56.02795239535041,21.483175143198687,57.25659515917245,4306401.203903008,0.0 
 06/25  06:15:00,,17.625,,,,,,,4306401.203903008,0.0 
 06/25  06:30:00,,18.049999999999998,,,,,,,4306401.203903008,0.0 
 06/25  06:45:00,,18.474999999999999,,,,,,,4084192.1333433596,0.0 
 06/25  07:00:00,,18.9,22.34290593024334,52.1584405727949,21.68667446270149,54.17093672764412,21.883026399859717,55.79124343914761,4073691.031996706,0.0 
 06/25  07:15:00,,19.45,,,,,,,4063189.930650052,0.0 
 06/25  07:30:00,,20.0,,,,,,,4063189.930650052,0.0 
 06/25  07:45:00,,20.55,,,,,,,3745832.0708750749,0.0 
 06/25  08:00:00,,21.1,22.478825083795149,51.70876278281264,22.33639480573908,52.02216889627749,22.372410777175625,53.99674932060743,3745832.0708750749,0.0 
 06/25  08:15:00,,21.525000000000003,,,,,,,3523623.0003154275,0.0 
 06/25  08:30:00,,21.950000000000004,,,,,,,3513121.8989687736,0.0 
 06/25  08:45:00,,22.375,,,,,,,3513121.8989687736,0.0 
 06/25  09:00:00,,22.8,22.68636314866791,50.745252075101067,22.953577682967177,49.567660406032988,22.91720999326259,51.84929148357014,3513121.8989687736,0.0 
 06/25  09:15:00,,23.075000000000004,,,,,,,3502620.7976221197,0.0 
 06/25  09:30:00,,23.35,,,,,,,3502620.7976221197,0.0 
 06/25  09:45:00,,23.624999999999998,,,,,,,2963053.8672874944,0.0 
 06/25  10:00:00,,23.9,22.96667593315898,49.75090355503531,23.489211623034767,47.853572553311227,23.38506689888155,50.12090270887858,2963053.8672874944,0.0 
 06/25  10:15:00,,24.025,,,,,,,2963053.8672874944,0.0 
 06/25  10:30:00,,24.15,,,,,,,2645696.007512517,0.0 
 06/25  10:45:00,,24.275,,,,,,,2645696.007512517,0.0 
 06/25  11:00:00,,24.4,23.273578420607497,48.70761653744452,23.845940305059846,46.699589704686989,23.698691785602418,48.928305071816328,2645696.007512517,0.0 
 06/25  11:15:00,,24.549999999999998,,,,,,,2645696.007512517,0.0 
 06/25  11:30:00,,24.7,,,,,,,2645696.007512517,0.0 
 06/25  11:45:00,,24.85,,,,,,,2645696.007512517,0.0 
 06/25  12:00:00,,25.0,23.477397139595995,48.09260821943211,23.997629516084318,46.3661259757648,23.84542083465708,48.29934654388735,2645696.007512517,0.0 
 06/25  12:15:00,,25.275,,,,,,,2645696.007512517,0.0 
 06/25  12:30:00,,25.55,,,,,,,2645696.007512517,0.0 
 06/25  12:45:00,,25.825000000000004,,,,,,,2645696.007512517,0.0 
 06/25  13:00:00,,26.1,23.657367766117745,47.91265441724715,24.201868275747626,46.490664624342169,24.013977996565573,47.867634150205578,2645696.007512517,0.0 
 06/25  13:15:00,,26.1,,,,,,,2645696.007512517,0.0 
 06/25  13:30:00,,26.1,,,,,,,2645696.007512517,0.0 
 06/25  13:45:00,,26.1,,,,,,,2645696.007512517,0.0 
 06/25  14:00:00,,26.1,23.848473248416796,47.98219473969053,24.407158287879786,46.98347771343371,24.236666569777154,47.515833108618867,2645696.007512517,0.0 
 06/25  14:15:00,,26.1,,,,,,,2645696.007512517,0.0 
 06/25  14:30:00,,26.1,,,,,,,2645696.007512517,0.0 
 06/25  14:45:00,,26.1,,,,,,,2645696.007512517,0.0 
 06/25  15:00:00,,26.1,23.87310059172498,48.352536248344787,24.25022168422226,48.09465614375314,24.19703695848476,47.85267159298129,2645696.007512517,0.0 
 06/25  15:15:00,,26.1,,,,,,,3185262.9378471418,0.0 
 06/25  15:30:00,,26.1,,,,,,,3185262.9378471418,0.0 
 06/25  15:45:00,,26.1,,,,,,,3185262.9378471418,0.0 
 06/25  16:00:00,,26.1,23.76901436611334,48.911129790360849,23.951419654538,49.31108821169012,23.991179486628917,48.58338909017039,3724829.868181767,0.0 
 06/25  16:15:00,,25.975,,,,,,,3735330.969528421,0.0 
 06/25  16:30:00,,25.85,,,,,,,3745832.0708750749,0.0 
 06/25  16:45:00,,25.725,,,,,,,3735330.969528421,0.0 
 06/25  17:00:00,,25.6,23.63787080062926,49.547048736639428,23.6294131813207,50.59811367769586,23.748235616287628,49.436609252904009,3735330.969528421,0.0 
 06/25  17:15:00,,25.6,,,,,,,3724829.868181767,0.0 
 06/25  17:30:00,,25.6,,,,,,,3724829.868181767,0.0 
 06/25  17:45:00,,25.6,,,,,,,3735330.969528421,0.0 
 06/25  18:00:00,,25.6,23.626242716829919,49.85102824453205,23.507992244427244,51.31305237961686,23.650889539686433,49.89708578344833,3745832.0708750749,0.0 
 06/25  18:15:00,,25.450000000000004,,,,,,,4295900.102556354,0.0 
 06/25  18:30:00,,25.3,,,,,,,4306401.203903008,0.0 
 06/25  18:45:00,,25.15,,,,,,,4316902.305249662,0.0 
 06/25  19:00:00,,25.0,23.550438741086528,50.30496320707039,23.265998893177348,52.334733155184078,23.505055345659178,50.48175746456636,4327403.406596316,0.0 
 06/25  19:15:00,,24.175,,,,,,,4327403.406596316,0.0 
 06/25  19:30:00,,23.35,,,,,,,4327403.406596316,0.0 
 06/25  19:45:00,,22.525,,,,,,,9920381.406596315,0.0 
 06/25  20:00:00,,21.7,23.344153787179076,51.22730456099552,22.776390757021767,54.325666199524707,23.139413062549467,51.79372625551034,9920381.406596315,0.0 
 06/25  20:15:00,,21.549999999999998,,,,,,,9920381.406596315,0.0 
 06/25  20:30:00,,21.4,,,,,,,9920381.406596315,0.0 
 06/25  20:45:00,,21.25,,,,,,,9920381.406596315,0.0 
 06/25  21:00:00,,21.1,23.105664182763488,52.63026144996768,22.3275923746562,56.928424167313888,22.706314862203248,53.6090004450233,9920381.406596315,0.0 
 06/25  21:15:00,,20.975,,,,,,,9920381.406596315,0.0 
 06/25  21:30:00,,20.85,,,,,,,9920381.406596315,0.0 
 06/25  21:45:00,,20.725,,,,,,,9920381.406596315,0.0 
 06/25  22:00:00,,20.6,22.9716877169922,53.64565644232345,22.07473121487302,58.791945950367587,22.459403636530227,54.814918724479117,9920381.406596315,0.0 
 06/25  22:15:00,,20.3,,,,,,,9920381.406596315,0.0 
 06/25  22:30:00,,20.0,,,,,,,9920381.406596315,0.0 
 06/25  22:45:00,,19.7,,,,,,,9920381.406596315,0.0 
 06/25  23:00:00,,19.4,22.84916876683173,54.3148267766496,21.862224583418184,60.00587763600802,22.277526144896087,55.60678699832111,9920381.406596315,0.0 
 06/25  23:15:00,,19.0,,,,,,,9920381.406596315,0.0 
 06/25  23:30:00,,18.6,,,,,,,9920381.406596315,0.0 
 06/25  23:45:00,,18.200000000000004,,,,,,,9920381.406596315,0.0 
 06/25  24:00:00,,17.8,22.678283593367245,55.58451287841592,21.63485535363079,61.98046280446428,22.07640321042371,56.776228567827299,9920381.406596315,0.0 
 06/26  00:15:00,,17.650000000000003,,,,,,,10030005.061287152,0.0 
 06/26  00:30:00,,17.5,,,,,,,10030005.061287152,0.0 
 06/26  00:45:00,,17.349999999999999,,,,,,,10030005.061287152,0.0 
 06/26  01:00:00,,17.2,22.52147168396244,56.775811218250627,21.411285158663305,63.75764464298547,21.918672053930395,57.79848339229456,10030005.061287152,0.0 
 06/26  01:15:00,,17.075,,,,,,,10030005.061287152,0.0 
 06/26  01:30:00,,16.95,,,,,,,10030005.061287152,0.0 
 06/26  01:45:00,,16.825,,,,,,,10030005.061287152,0.0 
 06/26  02:00:00,,16.7,22.41012525042375,57.653316796830747,21.245319557967478,64.94690296462966,21.782336176627216,58.65915467680867,10030005.061287152,0.0 
 06/26  02:15:00,,16.825,,,,,,,10030005.061287152,0.0 
 06/26  02:30:00,,16.95,,,,,,,10030005.061287152,0.0 
 06/26  02:45:00,,17.075,,,,,,,10030005.061287152,0.0 
 06/26  03:00:00,,17.2,22.392284994125086,57.96425977656646,21.194926680399989,65.39380461893899,21.714194861628046,59.10069793713715,10030005.061287152,0.0 
 06/26  03:15:00,,17.2,,,,,,,10030005.061287152,0.0 
 06/26  03:30:00,,17.2,,,,,,,10030005.061287152,0.0 
 06/26  03:45:00,,17.2,,,,,,,10030005.061287152,0.0 
 06/26  04:00:00,,17.2,22.370146860730104,58.13708023079885,21.19063980605575,65.49967141556064,21.703261344332373,59.2165389660149,10030005.061287152,0.0 
 06/26  04:15:00,,17.075,,,,,,,10030005.061287152,0.0 
 06/26  04:30:00,,16.95,,,,,,,10030005.061287152,0.0 
 06/26  04:45:00,,16.825,,,,,,,10030005.061287152,0.0 
 06/26  05:00:00,,16.7,22.261980300764443,58.78590446514691,21.085934199123594,66.16348590754032,21.609113261488696,59.7748930627625,6172250.461287153,0.0 
 06/26  05:15:00,,16.974999999999999,,,,,,,6172250.461287153,0.0 
 06/26  05:30:00,,17.25,,,,,,,6172250.461287153,0.0 
 06/26  05:45:00,,17.525000000000003,,,,,,,6151248.258593845,0.0 
 06/26  06:00:00,,17.8,22.218935687126199,59.33316527904748,21.18859642877552,66.13841218777778,21.61935030576109,60.056171716230839,6151248.258593845,0.0 
 06/26  06:15:00,,18.625,,,,,,,6244723.488837156,0.0 
 06/26  06:30:00,,19.450000000000004,,,,,,,6244723.488837156,0.0 
 06/26  06:45:00,,20.275000000000003,,,,,,,6022514.4182775099,0.0 
 06/26  07:00:00,,21.1,22.395778936861853,59.28089589330517,21.78281606721249,64.36727972163208,21.994473799222747,59.07224019256576,6011036.597826712,0.0 
 06/26  07:15:00,,21.650000000000003,,,,,,,23113559.315208537,0.0 
 06/26  07:30:00,,22.200000000000004,,,,,,,23155928.4491103,155726.1411943306 
 06/26  07:45:00,,22.75,,,,,,,23048801.702135065,0.0 
 06/26  08:00:00,,23.3,23.186423366713276,57.938908223083249,22.982543288850107,61.578307859580409,22.67320139684559,57.10050290918546,21257909.291405448,0.0 
 06/26  08:15:00,,23.875,,,,,,,31985086.541671713,0.0 
 06/26  08:30:00,,24.450000000000004,,,,,,,30655142.183028524,0.0 
 06/26  08:45:00,,25.025000000000003,,,,,,,30616074.517576968,0.0 
 06/26  09:00:00,,25.6,23.86420272638669,57.188038585331749,23.85344528978921,60.33044093039384,23.38950085464021,55.14475250955434,30685218.446395764,0.0 
 06/26  09:15:00,,26.150000000000003,,,,,,,31200012.388264594,0.0 
 06/26  09:30:00,,26.700000000000004,,,,,,,28519590.440360857,0.0 
 06/26  09:45:00,,27.25,,,,,,,28624806.85748318,0.0 
 06/26  10:00:00,,27.8,23.899982529480256,57.334097409236637,24.491305109883059,59.35096620281552,24.045168544297704,53.6617707333298,28637641.036027045,0.0 
 06/26  10:15:00,,27.8,,,,,,,28658885.492413418,0.0 
 06/26  10:30:00,,27.8,,,,,,,28674417.705177059,0.0 
 06/26  10:45:00,,27.8,,,,,,,28699722.75619824,0.0 
 06/26  11:00:00,,27.8,23.900122192482596,56.76490409400743,24.774553911599467,58.80464531235134,24.295205460261607,53.736776704843297,26028521.30715263,0.0 
 06/26  11:15:00,,27.925,,,,,,,26059044.135550374,0.0 
 06/26  11:30:00,,28.05,,,,,,,26090763.393221193,0.0 
 06/26  11:45:00,,28.175,,,,,,,26116942.726508846,0.0 
 06/26  12:00:00,,28.3,23.9000554563816,56.13134565375358,25.126141743886554,58.24883689280472,24.499705603415227,53.719911128522,26144020.280020656,0.0 
 06/26  12:15:00,,28.3,,,,,,,20329502.56793219,0.0 
 06/26  12:30:00,,28.3,,,,,,,20360426.079489884,0.0 
 06/26  12:45:00,,28.3,,,,,,,20383120.02228544,0.0 
 06/26  13:00:00,,28.3,23.900038464382967,55.341790835521198,25.5240993249503,57.46076427500251,24.719933411155503,53.50375581199043,20404728.507698265,0.0 
 06/26  13:15:00,,28.725,,,,,,,26274103.92405992,0.0 
 06/26  13:30:00,,29.15,,,,,,,26299938.47560954,0.0 
 06/26  13:45:00,,29.575,,,,,,,26330559.417129797,0.0 
 06/26  14:00:00,,30.0,23.899861483307747,54.8324919899559,25.696656739870084,57.39973866567015,24.99979386337644,53.46210261243118,26360214.90259324,0.0 
 06/26  14:15:00,,30.0,,,,,,,26372877.30372924,0.0 
 06/26  14:30:00,,30.0,,,,,,,26384159.72972604,0.0 
 06/26  14:45:00,,30.0,,,,,,,26385551.608020113,0.0 
 06/26  15:00:00,,30.0,23.899747162936174,53.94176575969552,25.905173927777328,55.83608965898598,25.243307814967616,53.11012266024656,26384800.854958424,0.0 
 06/26  15:15:00,,30.15,,,,,,,26386899.75234183,0.0 
 06/26  15:30:00,,30.3,,,,,,,26390939.811743335,0.0 
 06/26  15:45:00,,30.450000000000004,,,,,,,26396214.427500726,0.0 
 06/26  16:00:00,,30.6,23.8997495482409,53.22899494014531,25.936325352838318,54.94123537196533,25.308915935558699,53.11481777728305,28289763.56274166,0.0 
 06/26  16:15:00,,29.900000000000003,,,,,,,29006296.76444908,0.0 
 06/26  16:30:00,,29.200000000000004,,,,,,,30655059.14797786,0.0 
 06/26  16:45:00,,28.5,,,,,,,30634623.042669294,0.0 
 06/26  17:00:00,,27.8,23.89970356543359,53.96095411060574,25.95038520304739,56.56260458077404,25.31631272277063,53.7923805926596,33000735.735418634,0.0 
 06/26  17:15:00,,27.525000000000003,,,,,,,22262763.643672289,0.0 
 06/26  17:30:00,,27.25,,,,,,,22243688.786561848,0.0 
 06/26  17:45:00,,26.974999999999999,,,,,,,22247770.25794351,0.0 
 06/26  18:00:00,,26.7,23.899992199597773,56.48625974189723,25.54483672820161,62.52317182966789,25.02718251141991,56.50886725534227,23541425.396867388,0.0 
 06/26  18:15:00,,26.424999999999998,,,,,,,6130246.055900538,0.0 
 06/26  18:30:00,,26.15,,,,,,,6140747.157247192,0.0 
 06/26  18:45:00,,25.875000000000005,,,,,,,6151248.258593845,0.0 
 06/26  19:00:00,,25.6,24.09462225501553,57.93152365917674,24.38744882035187,68.90822225485192,24.524861089174125,59.44183835069347,6161749.359940499,0.0 
 06/26  19:15:00,,25.175000000000006,,,,,,,6172250.461287153,0.0 
 06/26  19:30:00,,24.75,,,,,,,6172250.461287153,0.0 
 06/26  19:45:00,,24.324999999999997,,,,,,,11765228.461287152,0.0 
 06/26  20:00:00,,23.9,23.862863531604128,61.207841247199507,23.62642392388175,73.50744635883905,23.97620218772399,62.710954733035908,11765228.461287152,0.0 
 06/26  20:15:00,,23.749999999999998,,,,,,,11765228.461287152,0.0 
 06/26  20:30:00,,23.6,,,,,,,11765228.461287152,0.0 
 06/26  20:45:00,,23.450000000000004,,,,,,,11765228.461287152,0.0 
 06/26  21:00:00,,23.3,23.632308320578728,63.35520950603325,23.179249294040578,76.18094744474124,23.560896726378915,65.0271124284603,11765228.461287152,0.0 
 06/26  21:15:00,,23.025000000000003,,,,,,,11765228.461287152,0.0 
 06/26  21:30:00,,22.75,,,,,,,11765228.461287152,0.0 
 06/26  21:45:00,,22.474999999999999,,,,,,,11765228.461287152,0.0 
 06/26  22:00:00,,22.2,23.483675177377046,64.93914224664468,22.934134333486548,77.74142962390157,23.33764130576546,66.49565044989554,11765228.461287152,0.0 
 06/26  22:15:00,,22.075,,,,,,,11765228.461287152,0.0 
 06/26  22:30:00,,21.95,,,,,,,11765228.461287152,0.0 
 06/26  22:45:00,,21.825,,,,,,,11765228.461287152,0.0 
 06/26  23:00:00,,21.7,23.350491343171144,66.12317666806281,22.69062551932027,78.82925965674922,23.140853224362059,67.65218775782313,11765228.461287152,0.0 
 06/26  23:15:00,,21.424999999999998,,,,,,,11765228.461287152,0.0 
 06/26  23:30:00,,21.15,,,,,,,11765228.461287152,0.0 
 06/26  23:45:00,,20.875,,,,,,,11765228.461287152,0.0 
 06/26  24:00:00,,20.6,23.227540081420949,66.88499170142392,22.459810924032899,79.42361113897198,22.950621519381899,68.57316175567445,11765228.461287152,0.0 
 06/27  00:15:00,,20.450000000000004,,,,,,,10030005.061287152,0.0 
 06/27  00:30:00,,20.3,,,,,,,10030005.061287152,0.0 
 06/27  00:45:00,,20.15,,,,,,,10030005.061287152,0.0 
 06/27  01:00:00,,20.0,23.118537098082756,67.41711874983554,22.266677215681854,79.79289595584729,22.782563936682178,69.31778838572578,10030005.061287152,0.0 
 06/27  01:15:00,,19.85,,,,,,,10030005.061287152,0.0 
 06/27  01:30:00,,19.7,,,,,,,10030005.061287152,0.0 
 06/27  01:45:00,,19.549999999999998,,,,,,,10030005.061287152,0.0 
 06/27  02:00:00,,19.4,23.0228600680798,67.80515954806794,22.119864143191934,80.18101019397368,22.656823084967909,69.8403470654675,10030005.061287152,0.0 
