Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE1 OFFICE ZN:Zone Air Temperature [C](Hourly),ZONE1 OFFICE ZN:Zone Air Relative Humidity [%](Hourly),ZONE2 FINE STORAGE ZN:Zone Air Temperature [C](Hourly),ZONE2 FINE STORAGE ZN:Zone Air Relative Humidity [%](Hourly),ZONE3 BULK STORAGE ZN:Zone Air Temperature [C](Hourly),ZONE3 BULK STORAGE ZN:Zone Air Relative Humidity [%](Hourly),Electricity:Facility [J](TimeStep),Gas:Facility [J](TimeStep) 
 03/06  14:30:00,,4.15,,,,,,,35080146.17768603,11149919.586967575 
 03/06  14:45:00,,4.275,,,,,,,35078989.80140968,11094461.780120796 
 03/06  15:00:00,,4.4,21.10012346050407,12.897308006283684,15.560002185168699,13.874439855421607,13.174460412708408,17.701779279817026,34343809.58865776,11143436.401966114 
 03/06  15:15:00,,4.550000000000001,,,,,,,35088018.76358765,11163126.488589753 
 03/06  15:30:00,,4.7,,,,,,,35095419.10982676,11247002.595761249 
 03/06  15:45:00,,4.85,,,,,,,35097101.1933119,11511576.865357265 
 03/06  16:00:00,,5.0,21.100131905876365,13.161296965167532,15.559999841832435,13.860076875093333,13.299932173937299,17.32857237772183,39683915.77216995,10767124.519459453 
 03/06  16:15:00,,4.85,,,,,,,35847029.224330637,15970592.193721794 
 03/06  16:30:00,,4.7,,,,,,,35847029.224330637,17562536.00824949 
 03/06  16:45:00,,4.550000000000001,,,,,,,35885454.971057217,19475735.072065094 
 03/06  17:00:00,,4.4,21.100149666654134,13.195857708553773,15.56000757905733,13.680263578230943,13.212186258160632,17.191667597400249,35923880.717783797,21556015.349181378 
 03/06  17:15:00,,4.0,,,,,,,24710235.302427148,25608173.662913499 
 03/06  17:30:00,,3.6,,,,,,,24771117.654383545,27364054.188951065 
 03/06  17:45:00,,3.1999999999999999,,,,,,,24801558.830361744,28683705.689533894 
 03/06  18:00:00,,2.8,21.100138864250114,12.616246417564465,15.56002562347792,13.121111600475846,12.60588987285945,17.555482697942418,30394536.830361744,30322129.190936626 
 03/06  18:15:00,,2.3749999999999997,,,,,,,12691665.198322764,14512952.238863174 
 03/06  18:30:00,,1.95,,,,,,,13062239.89313701,18587312.703781874 
 03/06  18:45:00,,1.525,,,,,,,13062239.89313701,19648558.850156104 
 03/06  19:00:00,,1.1,17.475533392334009,15.220172762158767,15.481761136058833,12.865179861701144,12.051994975746098,17.993962769056084,13062239.89313701,20582538.065979009 
 03/06  19:15:00,,0.8250000000000001,,,,,,,11765228.461287152,0.0 
 03/06  19:30:00,,0.55,,,,,,,13062239.89313701,22997294.97139849 
 03/06  19:45:00,,0.275,,,,,,,13062239.89313701,23520353.001398773 
 03/06  20:00:00,,0.0,16.027703844407264,16.377859078131935,15.240593185308967,13.010235809834319,11.738821779990435,18.276962553016899,13062239.89313701,26032477.273721298 
 03/06  20:15:00,,0.15,,,,,,,13062239.89313701,23943113.676888795 
 03/06  20:30:00,,0.3,,,,,,,11765228.461287152,0.0 
 03/06  20:45:00,,0.44999999999999998,,,,,,,13062239.89313701,24153702.24536521 
 03/06  21:00:00,,0.6,15.363775761860533,16.76073568367902,15.212967205415517,12.987503941297757,11.504400676963027,18.456143418056738,13062239.89313701,16104734.471423557 
 03/06  21:15:00,,0.44999999999999998,,,,,,,13062239.89313701,26003140.02238758 
 03/06  21:30:00,,0.3,,,,,,,13062239.89313701,24340120.49816566 
 03/06  21:45:00,,0.15,,,,,,,12091778.289832833,1899660.4458921552 
 03/06  22:00:00,,0.0,15.297750837838083,16.52369726381454,15.201024388595807,12.936059013752573,11.411719383555847,18.473949072544806,13897390.053136733,28357221.686714233 
 03/06  22:15:00,,-0.15,,,,,,,13878614.464501212,18560256.282221624 
 03/06  22:30:00,,-0.3,,,,,,,13878614.464501212,28282032.410643627 
 03/06  22:45:00,,-0.44999999999999998,,,,,,,13062239.89313701,23710675.61837286 
 03/06  23:00:00,,-0.6,15.483649238811298,15.715688235629875,15.230625334165591,12.875997248627187,11.341484041734614,18.490614565778814,11765228.461287152,0.0 
 03/06  23:15:00,,-0.725,,,,,,,13062239.89313701,24918821.64884936 
 03/06  23:30:00,,-0.8500000000000001,,,,,,,13062239.89313701,18125546.0003075 
 03/06  23:45:00,,-0.9750000000000001,,,,,,,13878614.464501212,30171420.339579647 
 03/06  24:00:00,,-1.1,15.239422366201474,15.75946771828463,15.556524672803862,12.588253983345919,11.275344999455854,18.539491558480515,13878614.464501212,29992276.73222723 
 03/07  00:15:00,,-1.1,,,,,,,10846379.632651354,2634650.5062497609 
 03/07  00:30:00,,-1.1,,,,,,,12143391.064501211,29628433.469103449 
 03/07  00:45:00,,-1.1,,,,,,,11327016.49313701,28302287.063775056 
 03/07  01:00:00,,-1.1,15.38044215300831,15.268992504066402,15.168414675010889,12.911575503145596,11.126269559482968,18.68450874213131,12143391.064501211,32156080.061294699 
 03/07  01:15:00,,-1.375,,,,,,,12143391.064501211,31507476.245946286 
 03/07  01:30:00,,-1.6500000000000002,,,,,,,10846379.632651354,3060721.4868564747 
 03/07  01:45:00,,-1.9250000000000003,,,,,,,12143391.064501211,31389513.37580643 
 03/07  02:00:00,,-2.2,15.469682144363724,14.92797052170454,15.147049826302477,12.94762898762297,10.990913336632378,18.819420071334468,11327016.49313701,30572762.35062459 
 03/07  02:15:00,,-2.2,,,,,,,12143391.064501211,34321515.90266501 
 03/07  02:30:00,,-2.2,,,,,,,12143391.064501211,33671686.69171144 
 03/07  02:45:00,,-2.2,,,,,,,10846379.632651354,3468092.8204721605 
 03/07  03:00:00,,-2.2,15.42397232678767,14.820363100622,15.134468902900642,13.033127808065242,10.853374572234922,18.975515445479155,12143391.064501211,31840645.612522156 
 03/07  03:15:00,,-2.35,,,,,,,11327016.49313701,30605109.16473616 
 03/07  03:30:00,,-2.5,,,,,,,12143391.064501211,34295674.07866619 
 03/07  03:45:00,,-2.6499999999999996,,,,,,,12143391.064501211,33750226.20386005 
 03/07  04:00:00,,-2.8,15.295825900954173,14.83501038175104,15.157165880310558,13.069277693966243,10.780401262798066,19.048826336187653,10846379.632651354,3652645.772009749 
 03/07  04:15:00,,-2.8,,,,,,,12143391.064501211,32100909.09574095 
 03/07  04:30:00,,-2.8,,,,,,,11327016.49313701,30913315.11333931 
 03/07  04:45:00,,-2.8,,,,,,,12143391.064501211,34763497.25135586 
 03/07  05:00:00,,-2.8,15.27628563642812,14.773410415879093,15.538179653144758,12.789132554313874,10.713583958783599,19.134070533074877,12143391.064501211,34541347.92798977 
 03/07  05:15:00,,-2.925,,,,,,,10846379.632651354,4010144.393811943 
 03/07  05:30:00,,-3.05,,,,,,,12143391.064501211,33774987.60690465 
 03/07  05:45:00,,-3.175,,,,,,,11327016.49313701,36251515.971601609 
 03/07  06:00:00,,-3.3,15.43117148685267,14.530666109624735,15.118916427287314,13.212580658602203,10.60506529049719,19.271604271645449,12143391.064501211,38657655.96059658 
 03/07  06:15:00,,-3.7249999999999998,,,,,,,13974043.132952808,53195277.45344378 
 03/07  06:30:00,,-4.15,,,,,,,12677031.70110295,23355213.569895794 
 03/07  06:45:00,,-4.575,,,,,,,8381065.13295281,48253186.74129978 
 03/07  07:00:00,,-5.0,19.826901769306845,11.078058523772299,15.123278659106294,13.273061913502847,10.556454933536287,19.343614834933786,7553212.741137811,29605952.159576779 
 03/07  07:15:00,,-4.025,,,,,,,24403015.623707449,48180048.69159417 
 03/07  07:30:00,,-3.05,,,,,,,24382056.12549295,48051100.072957258 
 03/07  07:45:00,,-2.075,,,,,,,24361096.62727845,45620928.68174246 
 03/07  08:00:00,,-1.1,20.987180689963709,10.447883888833939,15.559892796550612,13.376894546799143,10.880028632703958,18.966673003752328,24382056.12549295,42060012.45179418 
 03/07  08:15:00,,-0.55,,,,,,,35847029.224330637,36631486.56941049 
 03/07  08:30:00,,0.0,,,,,,,34180461.19513328,35243027.67536676 
 03/07  08:45:00,,0.55,,,,,,,34180461.19513328,33618943.74890773 
 03/07  09:00:00,,1.1,21.10003079305759,11.442218675539018,15.559879403285525,15.142154045302999,11.519113753691121,18.46587221871419,31800277.246820939,32263096.151701668 
 03/07  09:15:00,,1.525,,,,,,,34343809.58865776,27060607.106892107 
 03/07  09:30:00,,1.95,,,,,,,34343809.58865776,25883667.86935647 
 03/07  09:45:00,,2.3749999999999997,,,,,,,32455032.488900749,26155137.84480697 
 03/07  10:00:00,,2.8,21.100106362628347,12.746382835696828,15.559955473683243,16.56561763094149,11.915625967386637,18.52712082792537,32455032.488900749,25477644.731107534 
 03/07  10:15:00,,3.0749999999999999,,,,,,,32455032.488900749,24585549.249089719 
 03/07  10:30:00,,3.3499999999999998,,,,,,,32455032.488900749,23818063.59751278 
 03/07  10:45:00,,3.625,,,,,,,32455032.488900749,22383871.736349323 
 03/07  11:00:00,,3.9,21.100125966906004,13.714532498987353,15.55997784542723,17.196775962813097,12.171877410374109,18.724115053285943,32455032.488900749,20748121.474611898 
 03/07  11:15:00,,4.324999999999999,,,,,,,32455032.488900749,19304362.213562006 
 03/07  11:30:00,,4.75,,,,,,,32455032.488900749,17484686.326424138 
 03/07  11:45:00,,5.174999999999999,,,,,,,32455032.488900749,16384115.34730708 
 03/07  12:00:00,,5.6,21.100117613027139,14.59530294910265,15.559983877948327,17.867820172983426,12.598921173725352,18.685693027635126,32455032.488900749,15702699.900997745 
 03/07  12:15:00,,5.6,,,,,,,23990797.995114604,16105391.649047703 
 03/07  12:30:00,,5.6,,,,,,,23990797.995114604,16285914.818783688 
 03/07  12:45:00,,5.6,,,,,,,23990797.995114604,16011787.97421498 
 03/07  13:00:00,,5.6,21.100089347377258,15.151848197917062,15.559985076362765,18.63242728765729,12.699557919842599,19.106004634584364,23990797.995114604,15457263.887330782 
 03/07  13:15:00,,5.6,,,,,,,32455032.488900749,14328846.950444062 
 03/07  13:30:00,,5.6,,,,,,,35090310.24072025,12436992.291495622 
 03/07  13:45:00,,5.6,,,,,,,35094557.87826294,12332147.549067656 
 03/07  14:00:00,,5.6,21.100078714109207,15.801013287864082,15.559991643937384,19.58686365019183,12.897708022962715,19.59793263180228,34343809.58865776,12671986.111054648 
 03/07  14:15:00,,5.874999999999999,,,,,,,35087804.62481722,12852327.47637729 
 03/07  14:30:00,,6.15,,,,,,,35079950.53523954,13169138.50746982 
 03/07  14:45:00,,6.425000000000001,,,,,,,35078543.9145537,13235119.766077307 
 03/07  15:00:00,,6.7,21.100084438289799,16.7772289165795,15.559983013304816,20.890553907623806,13.007668724564646,20.480377169256845,34343809.58865776,13153151.87043611 
 03/07  15:15:00,,6.825,,,,,,,35088180.099453087,13011189.721352827 
 03/07  15:30:00,,6.95,,,,,,,35095367.20276977,12787984.9869609 
 03/07  15:45:00,,7.075,,,,,,,35096839.41173441,12732270.889029837 
 03/07  16:00:00,,7.2,21.100087748595393,17.770547764581797,15.559984873778133,22.26958488186372,13.062988943939754,21.48513226053236,35097279.73338743,13036748.076089994 
 03/07  16:15:00,,6.925000000000001,,,,,,,31800277.246820939,17048750.038135254 
 03/07  16:30:00,,6.65,,,,,,,31800277.246820939,18554722.25781583 
 03/07  16:45:00,,6.374999999999999,,,,,,,35885454.971057217,19152811.389097807 
 03/07  17:00:00,,6.1,21.10011637386739,18.5210403853739,15.55998044561922,23.097082166398054,13.01375183260571,22.38352219063405,35962306.464510377,20709778.849599258 
 03/07  17:15:00,,5.975,,,,,,,24740676.478405347,24135030.79556181 
 03/07  17:30:00,,5.85,,,,,,,24801558.830361744,25139654.786943634 
 03/07  17:45:00,,5.725,,,,,,,24801558.830361744,25851335.626568494 
 03/07  18:00:00,,5.6,21.100092277370107,18.74849259017325,15.55997438066905,23.71540223767267,12.583980807820684,23.789892707349077,30394536.830361744,26913753.977483784 
 03/07  18:15:00,,5.449999999999999,,,,,,,12691665.198322764,13071540.738185689 
 03/07  18:30:00,,5.3,,,,,,,13062239.89313701,16419285.393014219 
 03/07  18:45:00,,5.15,,,,,,,13062239.89313701,17289574.927101789 
 03/07  19:00:00,,5.0,17.49401428661129,23.485096154618586,15.492685024152215,24.30293373334722,12.139154173726201,25.021596974002134,13062239.89313701,18103110.466850345 
 03/07  19:15:00,,5.0,,,,,,,11765228.461287152,0.0 
 03/07  19:30:00,,5.0,,,,,,,13062239.89313701,17583342.592157578 
 03/07  19:45:00,,5.0,,,,,,,13062239.89313701,12475576.783866248 
 03/07  20:00:00,,5.0,16.12121058152903,25.67827456196982,15.281877766682993,25.170772180513134,11.915352382086955,25.895048108335894,13062239.89313701,20142700.146316198 
 03/07  20:15:00,,5.0,,,,,,,13062239.89313701,18884978.71536757 
 03/07  20:30:00,,5.0,,,,,,,11765228.461287152,0.0 
 03/07  20:45:00,,5.0,,,,,,,13062239.89313701,18447232.56848054 
 03/07  21:00:00,,5.0,15.53040753679284,26.951404616631384,15.268861260247597,25.98015880160074,11.789687945789258,26.828174093457404,13062239.89313701,13809186.890532509 
 03/07  21:15:00,,5.0,,,,,,,13062239.89313701,21618424.212770456 
 03/07  21:30:00,,5.0,,,,,,,13062239.89313701,19759050.47853324 
 03/07  21:45:00,,5.0,,,,,,,11765228.461287152,0.0 
 03/07  22:00:00,,5.0,15.259502380929144,27.843444088035697,15.264920217601837,26.91470799791204,11.723318562958753,27.79009564929578,13062239.89313701,17801514.120235009 
 03/07  22:15:00,,5.15,,,,,,,13062239.89313701,13142801.536257217 
 03/07  22:30:00,,5.3,,,,,,,13062239.89313701,20817963.78128778 
 03/07  22:45:00,,5.449999999999999,,,,,,,13062239.89313701,18730530.82166009 
 03/07  23:00:00,,5.6,15.184319591678097,28.34749050775615,15.286647538732052,27.60482463354883,11.743439096717982,28.402401775875647,11765228.461287152,0.0 
 03/07  23:15:00,,5.725,,,,,,,13062239.89313701,17579773.14431616 
 03/07  23:30:00,,5.85,,,,,,,13062239.89313701,13240529.4164786 
 03/07  23:45:00,,5.975,,,,,,,13062239.89313701,21051156.319130005 
 03/07  24:00:00,,6.1,15.130188680168083,28.80667118634168,15.554974365225388,27.702350928714269,11.757670494087673,28.926699614145435,13878614.464501212,20733277.76303688 
 03/08  00:15:00,,6.1,,,,,,,10865575.061334078,1828693.1825987814 
 03/08  00:30:00,,6.1,,,,,,,12143391.064501211,18720779.121678376 
 03/08  00:45:00,,6.1,,,,,,,12143391.064501211,14780285.035211312 
 03/08  01:00:00,,6.1,15.542180700802775,28.943048724310836,15.267253403725974,29.003547536490094,11.73824859823225,29.642686967743218,11327016.49313701,21248681.683234354 
 03/08  01:15:00,,6.1,,,,,,,11327016.49313701,19630369.66256104 
 03/08  01:30:00,,6.1,,,,,,,10871855.800534578,2066528.0964243857 
 03/08  01:45:00,,6.1,,,,,,,12143391.064501211,19118890.7806378 
 03/08  02:00:00,,6.1,15.472083758406156,30.047437025352104,15.26504973491339,29.865145236302078,11.720847196511754,30.43835672331762,12143391.064501211,15641522.358869764 
 03/08  02:15:00,,6.249999999999999,,,,,,,12143391.064501211,22980208.397428637 
 03/08  02:30:00,,6.4,,,,,,,11327016.49313701,19668223.916831774 
 03/08  02:45:00,,6.550000000000001,,,,,,,10030005.061287152,0.0 
 03/08  03:00:00,,6.7,15.416477064884797,31.27462559787314,15.269703206549537,30.80354925706953,11.709335405349835,31.286002707101134,12171357.780349698,18748854.281277498 
 03/08  03:15:00,,6.7,,,,,,,12143391.064501211,13577772.666852868 
 03/08  03:30:00,,6.7,,,,,,,12143391.064501211,22298994.893291248 
 03/08  03:45:00,,6.7,,,,,,,12143391.064501211,20276083.195802284 
 03/08  04:00:00,,6.7,15.526613170053416,32.234477845576069,15.281098983860332,31.565452973117197,11.74433569630421,31.86805601404579,10030005.061287152,0.0 
 03/08  04:15:00,,6.7,,,,,,,11327016.49313701,16833407.31575902 
 03/08  04:30:00,,6.7,,,,,,,12143391.064501211,14597631.38675714 
 03/08  04:45:00,,6.7,,,,,,,12143391.064501211,22542616.985656229 
 03/08  05:00:00,,6.7,15.38360628034233,33.408965122849078,15.554751950390035,31.753345338569923,11.74366244367358,32.47802411385749,12143391.064501211,20909691.931276096 
 03/08  05:15:00,,6.825,,,,,,,10846379.632651354,1621809.7976374636 
 03/08  05:30:00,,6.95,,,,,,,11327016.49313701,16970326.054233537 
 03/08  05:45:00,,7.075,,,,,,,12143391.064501211,15034488.011987048 
 03/08  06:00:00,,7.2,15.380450518438641,34.44724235013843,15.26410717530035,33.274258194656997,11.717615948186396,33.23384291303295,12143391.064501211,23167138.425889598 
 03/08  06:15:00,,7.075,,,,,,,13974043.132952808,38674555.27961812 
 03/08  06:30:00,,6.95,,,,,,,12677031.70110295,21032024.47943437 
 03/08  06:45:00,,6.825,,,,,,,7564690.561588607,16555940.933253009 
 03/08  07:00:00,,6.7,19.798044693716773,26.881446484595977,15.25582567577034,34.0902419992012,11.705014560083408,33.914054696239677,8381065.132952808,35826648.92554821 
 03/08  07:15:00,,6.825,,,,,,,24465894.11835094,37534059.28167787 
 03/08  07:30:00,,6.95,,,,,,,24465894.11835094,35833087.98657147 
 03/08  07:45:00,,7.075,,,,,,,24465894.11835094,33798897.153294879 
 03/08  08:00:00,,7.2,21.09285382160838,25.481928650678726,15.559748164880587,35.414042553423048,11.855001838566725,34.297958986165067,24465894.11835094,32485492.07835964 
 03/08  08:15:00,,7.2,,,,,,,36077583.704690109,28995891.203264409 
 03/08  08:30:00,,7.2,,,,,,,36000732.211236957,28489947.88242644 
 03/08  08:45:00,,7.2,,,,,,,36000732.211236957,27687820.349777149 
 03/08  09:00:00,,7.2,21.100008905468554,26.922188988990034,15.559875452887028,38.06924011895231,12.223001646717579,34.87150704455988,34257312.688586439,27894585.60440217 
 03/08  09:15:00,,7.3500000000000009,,,,,,,34343809.58865776,23936979.98093105 
 03/08  09:30:00,,7.5,,,,,,,34343809.58865776,22560758.18589647 
 03/08  09:45:00,,7.6499999999999999,,,,,,,34343809.58865776,21502546.17911254 
 03/08  10:00:00,,7.8,21.100070686988297,28.53218176490934,15.559937230766489,39.97380660696584,12.508356820636548,36.131762453144208,34343809.58865776,20575006.480602433 
 03/08  10:15:00,,8.075,,,,,,,32455032.488900749,20680567.705142224 
 03/08  10:30:00,,8.35,,,,,,,32455032.488900749,19745264.793955804 
 03/08  10:45:00,,8.625,,,,,,,32455032.488900749,18748092.467703955 
 03/08  11:00:00,,8.9,21.100120354798898,29.6618345828537,15.559989599802485,40.67678940060781,12.779877380435299,37.27866211068603,32455032.488900749,17758048.825341327 
 03/08  11:15:00,,9.025,,,,,,,32455032.488900749,16952887.5373281 
 03/08  11:30:00,,9.15,,,,,,,29757490.68081344,16186195.778808412 
 03/08  11:45:00,,9.275,,,,,,,29757490.68081344,15637108.505173918 
 03/08  12:00:00,,9.4,21.100163313854389,30.238049072213,15.560014193367124,40.21286757960712,13.046148599511306,37.87250430795859,29757490.68081344,15177390.092679643 
 03/08  12:15:00,,9.55,,,,,,,23990797.995114604,15019216.24750695 
 03/08  12:30:00,,9.7,,,,,,,23990797.995114604,14531958.041449715 
 03/08  12:45:00,,9.85,,,,,,,23990797.995114604,13928420.149091412 
 03/08  13:00:00,,10.0,21.100116889911737,30.51825042143404,15.559991395981328,40.15961564092642,13.116220285411608,38.69370943238085,23990797.995114604,13176705.798882394 
 03/08  13:15:00,,10.425,,,,,,,32455032.488900749,12004290.3507737 
 03/08  13:30:00,,10.85,,,,,,,33201136.58913459,11098387.605708577 
 03/08  13:45:00,,11.274999999999999,,,,,,,33153150.665298515,10455082.066776766 
 03/08  14:00:00,,11.7,21.10009236703233,31.10440325700167,15.55998638703143,40.99453930843903,13.430338234636288,38.97052851269578,32507536.815744316,9881604.845290257 
 03/08  14:15:00,,12.099999999999998,,,,,,,33198715.33583575,9231852.340678715 
 03/08  14:30:00,,12.5,,,,,,,33190965.43123992,8607771.05533105 
 03/08  14:45:00,,12.900000000000003,,,,,,,35078432.72738164,7548858.598225771 
 03/08  15:00:00,,13.3,21.100107840289576,31.9056976182164,15.588394765690591,41.8154161035839,13.725529128671536,39.53323316788876,34343809.58865776,7381131.166784194 
 03/08  15:15:00,,13.450000000000001,,,,,,,35087874.74097025,7299059.053508808 
 03/08  15:30:00,,13.600000000000002,,,,,,,35095109.595365729,7236316.419702646 
 03/08  15:45:00,,13.75,,,,,,,35096646.28624656,7209376.18634742 
 03/08  16:00:00,,13.9,21.100110647506683,32.67036972736613,15.68530514840306,42.44861932328513,13.87399992518312,40.37842162681486,39683427.40618205,7235102.002705661 
 03/08  16:15:00,,13.625,,,,,,,35923880.717783797,7570304.972601396 
 03/08  16:30:00,,13.350000000000002,,,,,,,36000732.211236957,7668478.721557471 
 03/08  16:45:00,,13.075000000000001,,,,,,,36000732.211236957,9286775.205374048 
 03/08  17:00:00,,12.8,21.100131719945094,33.150217257702227,15.587861100615634,43.111585654449239,13.856419743652188,41.47427599201948,36000732.211236957,9720809.287003398 
 03/08  17:15:00,,12.650000000000003,,,,,,,24801558.830361744,13155024.699469798 
 03/08  17:30:00,,12.5,,,,,,,24801558.830361744,14042800.3477811 
 03/08  17:45:00,,12.349999999999998,,,,,,,24801558.830361744,14740197.245727906 
 03/08  18:00:00,,12.2,21.100118654795375,32.942737649922097,15.560006742794898,42.962671101293889,13.551538374915446,43.10304501919342,24801558.830361744,15345699.591351677 
 03/08  18:15:00,,12.075,,,,,,,12506377.850915643,7061674.125420405 
 03/08  18:30:00,,11.95,,,,,,,13062239.89313701,10312188.493222913 
 03/08  18:45:00,,11.825,,,,,,,13062239.89313701,9964601.219445572 
 03/08  19:00:00,,11.7,18.00452986143442,39.640375320340528,15.50711408471327,43.09783851231206,13.246534916326504,44.439284410470367,13062239.89313701,10290261.98426877 
 03/08  19:15:00,,11.825,,,,,,,11765228.461287152,0.0 
 03/08  19:30:00,,11.95,,,,,,,13062239.89313701,9966279.058884277 
 03/08  19:45:00,,12.075,,,,,,,13062239.89313701,7146309.0600136569 
 03/08  20:00:00,,12.2,16.48772167879918,43.38247219631752,15.378608745909814,43.79037824729831,13.038358747087472,45.584701095476798,13062239.89313701,11800103.557024334 
 03/08  20:15:00,,12.075,,,,,,,13062239.89313701,11044360.935308168 
 03/08  20:30:00,,11.95,,,,,,,11765228.461287152,0.0 
 03/08  20:45:00,,11.825,,,,,,,13062239.89313701,10318294.299536329 
 03/08  21:00:00,,11.7,16.104062100066355,44.47133101292309,15.369544101431636,44.20500377238011,12.96473844134575,46.291710777622288,13062239.89313701,7790436.561599415 
 03/08  21:15:00,,11.7,,,,,,,13062239.89313701,12793199.443876764 
 03/08  21:30:00,,11.7,,,,,,,13062239.89313701,11973005.38852657 
 03/08  21:45:00,,11.7,,,,,,,11765228.461287152,0.0 
 03/08  22:00:00,,11.7,15.857672441917572,45.178757845163357,15.357994557897002,44.568473179420617,12.896647307729394,46.95516117726113,13062239.89313701,10983774.515002797 
 03/08  22:15:00,,11.549999999999999,,,,,,,13062239.89313701,8391057.667557123 
 03/08  22:30:00,,11.399999999999999,,,,,,,13062239.89313701,13619805.518828914 
 03/08  22:45:00,,11.25,,,,,,,13062239.89313701,12711205.640247979 
 03/08  23:00:00,,11.1,15.682334602254514,45.54163377781465,15.356620144970245,44.60772719675133,12.84062287601343,47.4508781129874,11765228.461287152,0.0 
 03/08  23:15:00,,10.975,,,,,,,13062239.89313701,11837156.604839853 
 03/08  23:30:00,,10.85,,,,,,,13062239.89313701,9695607.550383429 
 03/08  23:45:00,,10.725,,,,,,,13062239.89313701,15529501.522984915 
 03/08  24:00:00,,10.6,15.506601331483158,45.59889032091932,15.551921509419103,43.54655420283931,12.739069060790563,47.785748456505718,13062239.89313701,14998563.665716587 
 03/09  00:15:00,,10.875,,,,,,,10030005.061287152,0.0 
 03/09  00:30:00,,11.149999999999999,,,,,,,11327016.49313701,14062841.486005927 
 03/09  00:45:00,,11.424999999999999,,,,,,,11327016.49313701,10325249.23033131 
 03/09  01:00:00,,11.7,15.34659343757372,45.549808990058938,15.320683449928883,43.66121668085908,12.629348039059338,48.13737705981484,11327016.49313701,16211057.840772883 
 03/09  01:15:00,,11.549999999999999,,,,,,,11327016.49313701,15171486.865261792 
 03/09  01:30:00,,11.399999999999999,,,,,,,10030005.061287152,0.0 
 03/09  01:45:00,,11.25,,,,,,,11327016.49313701,14287261.255852733 
 03/09  02:00:00,,11.1,15.21629149765516,45.29520571994962,15.317515530443848,43.00992797839386,12.580550382541013,48.26253863720116,11327016.49313701,11402215.97364991 
 03/09  02:15:00,,10.975,,,,,,,11327016.49313701,17671836.27332044 
 03/09  02:30:00,,10.85,,,,,,,12143391.064501211,17133784.553148666 
 03/09  02:45:00,,10.725,,,,,,,10870651.765090779,1108765.4896890477 
 03/09  03:00:00,,10.6,15.399056108094984,43.53387851019196,15.303401241461487,41.904586710353949,12.497129450607613,48.24159296843399,12143391.064501211,15371913.316249617 
 03/09  03:15:00,,10.45,,,,,,,12143391.064501211,12517382.111075936 
 03/09  03:30:00,,10.3,,,,,,,11327016.49313701,18667333.65682331 
 03/09  03:45:00,,10.15,,,,,,,11327016.49313701,17251734.930517105 
 03/09  04:00:00,,10.0,15.419086393663126,41.10207944163798,15.300143411769117,39.85654418246786,12.426467778480618,47.67314711760459,10880176.9237813,1529706.5052064486 
 03/09  04:15:00,,9.575,,,,,,,12143391.064501211,15880071.228553793 
 03/09  04:30:00,,9.15,,,,,,,12143391.064501211,13849818.492893016 
 03/09  04:45:00,,8.725000000000002,,,,,,,12143391.064501211,20988746.819787388 
 03/09  05:00:00,,8.3,15.525536873349593,38.168163330105148,15.554978180482668,37.04468681947952,12.328998999588933,46.98678464005426,11327016.49313701,18699497.782319767 
 03/09  05:15:00,,7.9,,,,,,,10234098.704128202,232415.46349958945 
 03/09  05:30:00,,7.5,,,,,,,12172785.627350588,19868026.630864614 
 03/09  05:45:00,,7.1000000000000009,,,,,,,12143391.064501211,14763424.212318849 
 03/09  06:00:00,,6.7,15.481059353025636,36.324777653151489,15.27233510000656,36.15456366311831,12.180779419766307,46.62574872708539,12143391.064501211,23982885.295786147 
 03/09  06:15:00,,6.425000000000001,,,,,,,13157668.561588606,20642278.972403107 
 03/09  06:30:00,,6.15,,,,,,,12677031.70110295,16840312.348910758 
 03/09  06:45:00,,5.874999999999999,,,,,,,8381065.13295281,40927792.28901192 
 03/09  07:00:00,,5.6,19.192768944843345,28.048523966146726,15.26208707940736,35.1038760663927,12.064001680456535,46.441587715599457,8369587.312502014,38161896.93742173 
 03/09  07:15:00,,6.1499999999999999,,,,,,,24403015.623707449,37205920.591039028 
 03/09  07:30:00,,6.699999999999999,,,,,,,24382056.12549295,31785701.572840595 
 03/09  07:45:00,,7.25,,,,,,,24361096.62727845,28669913.933352215 
 03/09  08:00:00,,7.8,21.100048717035937,23.63031837178518,15.560130376030397,32.313338810988287,12.323598155045822,45.09375411637996,24382056.12549295,25802728.245197677 
 03/09  08:15:00,,8.35,,,,,,,35923880.717783797,20664639.77271661 
 03/09  08:30:00,,8.9,,,,,,,35847029.224330637,18391936.401474634 
 03/09  08:45:00,,9.45,,,,,,,35847029.224330637,16522129.60360182 
 03/09  09:00:00,,10.0,21.100212846635466,23.047043996592078,15.560061206993965,29.489071847193036,13.055907087552589,41.91006234445009,35847029.224330637,14776661.086991944 
 03/09  09:15:00,,10.15,,,,,,,37041351.39674506,11381964.825314375 
 03/09  09:30:00,,10.3,,,,,,,37041351.39674506,9653181.913703636 
 03/09  09:45:00,,10.45,,,,,,,37041351.39674506,9086095.427822983 
 03/09  10:00:00,,10.6,21.100238637044727,22.44125876523642,15.617440446799386,26.512007392728646,13.721387302826497,38.25413849125007,34343809.58865776,8715738.334900713 
 03/09  10:15:00,,10.875,,,,,,,34343809.58865776,8332420.407999923 
