Date/Time,InteriorEquipment:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Pumps:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ElectricityPurchased:Facility [J](Hourly),ExteriorLights:Electricity [J](Hourly),WaterSystems:Electricity [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly) 
 12/18  02:00:00,552246851.9,0,284367334,1878485031,104005301.7,259340046.8,1878485031,165059882.6,187341.8959,1878485031,783679054.5,2606834066,2380351556,4519821.594,187341.8959
 12/18  03:00:00,552246851.9,0,284859855.6,1878759019,103887189.3,259340046.8,1878759019,165059882.6,0,1878759019,784036743.3,2572310978,2345828468,4740786.419,0
 12/18  04:00:00,552246851.9,0,285669752.9,1878608980,103761517,259340046.8,1878608980,165059882.6,187354.71,1878608980,783584759.1,2541213738,2314731229,4981372.77,187354.71
 12/18  05:00:00,552246851.9,0,287420313.9,1872720045,103582248.6,259340046.8,1872720045,165059882.6,0,1872720045,775969461.6,2494487528,2268005018,5316259.851,0
 12/18  06:00:00,552246851.9,0,288236436,1857927278,103348181.5,259340046.8,1857927278,165059882.6,187338.1646,1857927278,761015259.6,2446135949,2207981392,5636919.405,187338.1646
 12/18  07:00:00,552246851.9,0,288103321.4,1842008388,103074332.2,259340046.8,1842008388,165059882.6,187350.9914,1842008388,745400785.1,2371843620,2145361111,5985672.517,187350.9914
 12/18  08:00:00,966431990.9,0,335140626.8,2614681994,101973485.8,412387939.7,2614681994,306636906.6,0,2614681994,808477633.8,2052442780,1664030299,7401518.49,0
 12/18  09:00:00,1242555417,0,366846066,3412759000,100812360.8,739902339,3412759000,443049039.9,187343.1891,3412759000,863848619,1987333364,1242450321,9492827.974,187343.1891
 12/18  10:00:00,1242555417,0,370980865.4,3555330301,100159463.1,738366667.6,3555330301,589715413.2,0,3555330301,860419396.4,1884237357,982309697.7,11097276.82,0
 12/18  11:00:00,1242555417,0,373418182.2,3548549099,99708051.01,737057359.9,3548549099,589715413.2,187347.2424,3548549099,854156727.3,1750717807,782995019.6,12104316.42,187347.2424
 12/18  12:00:00,1242555417,0,376651025.9,3549641924,99371745.18,737057359.9,3549641924,589715413.2,187360.0337,3549641924,851864941.8,1618675692,620789823.4,12934027.35,187360.0337
 12/18  13:00:00,1242555417,0,384424240.5,3414758598,99085097.47,737057359.9,3414758598,443049039.9,0,3414758598,866155634.4,1423789237,468198052.1,13714537.75,0
 12/18  14:00:00,1242555417,0,390183443.6,3573322167,98861875.61,737057359.9,3573322167,589715413.2,187343.5084,3573322167,877365314.5,1334029160,338789315.2,14406676.55,187343.5084
 12/18  15:00:00,1242555417,0,390870762.5,3575101007,98714889.32,737057359.9,3575101007,589715413.2,0,3575101007,878583027.2,1236159582,248477700.9,15275282.37,0
 12/18  16:00:00,1242555417,0,389869678.7,3586607657,98640995.83,737057359.9,3586607657,589715413.2,187356.3171,3586607657,889189163.5,1007164480,202277443.5,16040143.14,187356.3171
 12/18  17:00:00,828370277.9,0,359237753.6,2695626239,98902327.23,335372221.2,2695626239,613273813.2,187354.4451,2695626239,793180011.5,984115842.3,374947919.8,15243737.03,187354.4451
 12/18  18:00:00,828370277.9,0,350975631.9,2716616665,99188786.73,335989764.6,2716616665,636832213.2,0,2716616665,791064622.3,1082734255,562928546.5,14161163.42,0
 12/18  19:00:00,828370277.9,586755.4863,345103634,2388648960,99269038.95,335989764.6,2388648960,353768814.9,187359.911,2388648960,746643117.2,1037460496,623460867.1,13429486.7,187359.911
 12/18  20:00:00,828370277.9,0,343943527.8,2378711883,99477911.54,335989764.6,2378711883,353768814.9,168735.1522,2378711883,735201886.7,1173800900,764355394.8,12989640.22,168735.1522
 12/18  21:00:00,828370277.9,0,342481002,2369690909,99650959.37,335989764.6,2369690909,353768814.9,18586.33436,2369690909,726578113.5,1281806595,880398918,12677880.77,18586.33436
 12/18  22:00:00,828370277.9,0,341817007.6,2215391353,99799284.75,335989764.6,2215391353,212237115.7,187348.8795,2215391353,714584059.5,1362034791,976974038.9,12426423.44,187348.8795
 12/18  23:00:00,828370277.9,0,340659181.5,2148416881,99515982.67,335989764.6,2148416881,165059882.6,0,2148416881,696665610.4,1336709365,1002273541,12276489.95,0
 12/18  24:00:00,552246851.9,0,323999217.1,1742040905,99743424.37,259340046.8,1742040905,165059882.6,187361.6688,1742040905,641088544.2,1367994224,1141511715,11745518.43,187361.6688
 12/19  01:00:00,552246851.9,0,298772271.9,1692755477,99759161.46,259340046.8,1692755477,165059882.6,187345.1373,1692755477,594937521.9,1393208560,1155053749,11472038.63,187345.1373
 12/19  02:00:00,552246851.9,0,297455023,1682166574,99719491.42,259340046.8,1682166574,165059882.6,0,1682166574,584564286.1,1364028743,1137546234,11488673.49,0
 12/19  03:00:00,552246851.9,0,296427126.5,1682916659,99670819.78,259340046.8,1682916659,165059882.6,187357.9405,1682916659,585071629.8,1343079779,1116597269,11602719.65,187357.9405
 12/19  04:00:00,552246851.9,0,295597043.2,1683032041,99613481.99,259340046.8,1683032041,165059882.6,0,1683032041,585304448.9,1317590917,1091108407,11742044.93,0
 12/19  05:00:00,552246851.9,0,294871276.7,1694233286,99603354.82,259340046.8,1694233286,165059882.6,187341.4015,1694233286,587522892.4,1321204684,1094722175,11706470.75,187341.4015
 12/19  06:00:00,552246851.9,0,294224792.4,1694314671,99627165.23,259340046.8,1694314671,165059882.6,187354.2173,1694314671,589303202.6,1355720835,1117566056,11634938.57,187354.2173
 12/19  07:00:00,552246851.9,0,293631030.8,1693220660,99649721.09,259340046.8,1693220660,165059882.6,0,1693220660,591537129.8,1364535633,1138053123,11615857.26,0
 12/19  08:00:00,966431990.9,0,340574837,2477446652,99425518.25,412639482.4,2477446652,306636906.6,187352.3479,2477446652,667698319.6,1182456428,794043946.3,12825140.94,187352.3479
 12/19  09:00:00,1242555417,0,369327653.9,3287737248,99021592.19,741304067.3,3287737248,443049039.9,0,3287737248,734024260.3,1374789222,519556464.7,14678500.46,0
 12/19  10:00:00,1242555417,0,372938850.9,3458113657,98807037.86,739654251.8,3458113657,589715413.2,187360.2609,3458113657,757966955.6,1295547049,365555520.3,16041023.63,187360.2609
 12/19  11:00:00,1242555417,0,375379038.2,3512447925,98752864.95,737644104.7,3512447925,589715413.2,187363.2864,3512447925,814060208.1,1297153581,326577665.1,16326892.94,187363.2864
 12/19  12:00:00,1242555417,0,378080778.6,3579537831,98796957.63,737057359.9,3579537831,589715413.2,0,3579537831,879272844.7,1350937443,360873336.6,16100558.55,0
 12/19  13:00:00,1242555417,0,378619779.4,3491657751,98906959.02,737057359.9,3491657751,443049039.9,187346.7699,3491657751,940861322.9,1407775910,443125462,15812696.32,187346.7699
 12/19  14:00:00,1242555417,0,378636111.9,3653179271,99018858.98,737057359.9,3653179271,589715413.2,0,3653179271,955949967.9,1510541787,523983773.2,15636499.54,0
 12/19  15:00:00,1242555417,0,380269971.9,3647533770,99112890.91,737057359.9,3647533770,589715413.2,187359.5675,3647533770,950205455.2,1564131278,588267778.4,15435428.51,187359.5675
 12/19  16:00:00,1242555417,0,379846798.3,3638853899,99256256.36,737057359.9,3638853899,589715413.2,187343.0318,3638853899,941509081.7,1492095173,682577278,15291890.29,187343.0318
 12/19  17:00:00,828370277.9,0,360256621.4,2806630490,99988915.43,335688538.4,2806630490,613273813.2,0,2806630490,904477523.3,1759087745,1136774219,13683677.43,0
 12/19  18:00:00,828370277.9,0,352432343.7,2869610219,100634793.1,335989764.6,2869610219,636832213.2,187355.837,2869610219,944310648.2,1980251469,1464833101,12234936.96,187355.837
 12/19  19:00:00,828370277.9,156847.8024,346231611.6,2546839824,100846861.9,335989764.6,2546839824,353768814.9,187353.9633,2546839824,905568686.1,1948991844,1520896030,11084139.68,187353.9633
 12/19  20:00:00,828370277.9,0,344566328.9,2563589660,101368328.9,335989764.6,2563589660,353768814.9,0,2563589660,922766732.5,2108507553,1721973514,10317435.57,0
 12/19  21:00:00,828370277.9,0,342595794.6,2574281899,101811458.6,335989764.6,2574281899,353768814.9,187352.1109,2574281899,933451745.5,2264855400,1852245640,9706526.022,187352.1109
 12/19  22:00:00,828370277.9,0,341454738.5,2439352432,102258391.6,335989764.6,2439352432,212237115.7,0,2439352432,940889029,2323351495,1963831962,9076982.024,0
 12/19  23:00:00,828370277.9,0,340105525.7,2394707783,102308979,335989764.6,2394707783,165059882.6,187301.7378,2394707783,943737748.4,2367711971,2033276147,8530441.502,187301.7378
 12/19  24:00:00,552246851.9,0,323412842.7,1997923942,103057395.4,259340046.8,1997923942,165059882.6,187348.3844,1997923942,897985189.3,2473773828,2235619159,7440520.874,187348.3844
 12/20  01:00:00,552246851.9,0,297289217.1,1965911606,103424607.8,259340046.8,1965911606,165059882.6,0,1965911606,869554342,2502972853,2276490343,6601605.605,0
 12/20  02:00:00,552246851.9,0,293072514.4,1961699909,103685069.9,259340046.8,1961699909,165059882.6,187361.1765,1961699909,865561339.4,2536129654,2309647145,5959548.918,187361.1765
 12/20  03:00:00,552246851.9,0,290857152.8,1956722661,103919713.8,259340046.8,1956722661,165059882.6,0,1956722661,861100433.1,2584053785,2357571276,5414863.729,0
 12/20  04:00:00,552246851.9,0,289389978.9,1953191861,104157918.7,259340046.8,1953191861,165059882.6,187344.644,1953191861,857727946.1,2642240713,2415758204,4847620.567,187344.644
 12/20  05:00:00,552246851.9,0,288273665.3,1954232797,104354645.7,259340046.8,1954232797,165059882.6,187357.4489,1954232797,857254428.5,2706746578,2468591940,4422297.335,187357.4489
 12/20  06:00:00,552246851.9,1487117.745,287464696.4,1953606809,104561665.1,259340046.8,1953606809,165059882.6,0,1953606809,856750351.1,2760792063,2534309553,4408131.465,0
 12/20  07:00:00,552246851.9,5122129.67,286754073.1,1854409246,6795472.87,259340046.8,1854409246,165059882.6,187340.9089,1854409246,859933525.2,2858031079,2631548569,0,187340.9089
 12/20  08:00:00,966431990.9,2555347.077,333415840,2737201787,88309714.48,412337629.8,2737201787,306636906.6,0,2737201787,947953499.1,2856266614,2442317731,4041411.205,0
 12/20  09:00:00,1242555417,0,372037690.5,3578281796,103370603.3,739992884.4,3578281796,443049039.9,187363.4848,3578281796,1029140038,2833411406,1982256198,6969763.903,187363.4848
 12/20  10:00:00,1242555417,0,378663220.2,3748991957,102758514.6,739766520.8,3748991957,589715413.2,187351.8586,3748991957,1052461003,2726255040,1791047674,8433478.203,187351.8586
 12/20  11:00:00,1242555417,0,382993267.6,3762250938,102320949.8,739043957.9,3762250938,589715413.2,0,3762250938,1066373320,2634742846,1657116466,9087895.111,0
 12/20  12:00:00,1242555417,0,387597403.5,3791063829,102093280.5,738321394.9,3791063829,589715413.2,187350.0065,3791063829,1092645416,2590705789,1597419247,9489623.155,187350.0065
 12/20  13:00:00,1242555417,0,390772548.8,3658903820,101866208.9,737057359.9,3658903820,443049039.9,0,3658903820,1111272157,2499729876,1534314326,9894604.513,0
 12/20  14:00:00,1242555417,0,392028218.9,3809433851,101604617.6,737057359.9,3809433851,589715413.2,187362.7932,3809433851,1114801690,2433675934,1451884764,10281318.74,187362.7932
 12/20  15:00:00,1242555417,0,391903896.7,3807601613,101409583.3,737057359.9,3807601613,589715413.2,187346.2639,3807601613,1112736753,2365640202,1389478128,10690101.75,187346.2639
 12/20  16:00:00,1242555417,0,387180640.9,3790308679,101269105.8,737057359.9,3790308679,589715413.2,0,3790308679,1094978675,2155374778,1345555994,11468176.04,0
 12/20  17:00:00,828370277.9,0,361071391.3,2924632432,102521030.1,335372221.2,2924632432,613273813.2,187359.0617,2924632432,1023938217,2429212864,1827051653,9841577.552,187359.0617
 12/20  18:00:00,828370277.9,0,352905804.8,2943527999,103239795.9,335989764.6,2943527999,636832213.2,187342.5336,2943527999,1019217244,2562130733,2043621478,8660643.673,187342.5336
 12/20  19:00:00,828370277.9,0,346705942.4,2584037347,102980404.3,335989764.6,2584037347,353768814.9,0,2584037347,943989883.7,2352650644,1933677309,7930380.047,0
 12/20  20:00:00,828370277.9,0,345150115.8,2583589462,103716975.1,335989764.6,2583589462,353768814.9,187355.3396,2583589462,941614411.6,2580996577,2171038329,7188624.139,187355.3396
 12/20  21:00:00,828370277.9,1065115.275,340171404.4,2580218822,104309310.1,335989764.6,2580218822,353768814.9,0,2580218822,938816533.3,2718494195,2305904560,6334451.942,0
 12/20  22:00:00,828370277.9,7766588.224,333150298.9,2436447482,104669049.4,335989764.6,2436447482,212237115.7,187338.7955,2436447482,937715870.6,2732354667,2372742960,5490657.059,187338.7955
 12/20  23:00:00,828370277.9,11415664.32,329971804.6,2388331817,104551813.9,335989764.6,2388331817,165059882.6,187351.6201,2388331817,938684281.7,2762048940,2415941002,4974862.787,187351.6201
 12/20  24:00:00,552246851.9,12738819.44,315140514.1,1917292155,31259437.99,259340046.8,1917292155,165059882.6,0,1917292155,895639544.1,2735967310,2509484800,1138976.744,0
 12/21  01:00:00,552246851.9,14066714.51,290225533.6,1941106424,80393059.36,259340046.8,1941106424,165059882.6,187304.5059,1941106424,870911825,2805483106,2579000596,3294771.384,187304.5059
 12/21  02:00:00,552246851.9,17179644.29,289102581.6,1966172711,105009973.4,259340046.8,1966172711,165059882.6,0,1966172711,870462948.8,2856782337,2630299828,4405308.61,0
 12/21  03:00:00,552246851.9,17526438.82,288271407.3,1910358111,56096118.78,259340046.8,1910358111,165059882.6,187347.8865,1910358111,865593942.8,2894875044,2668392535,2205334.26,187347.8865
 12/21  04:00:00,552246851.9,19879022.73,287655274.8,1858168912,7183225.875,259340046.8,1858168912,165059882.6,187360.6803,1858168912,864539578.6,2942335113,2704180521,0,187360.6803
 12/21  05:00:00,552246851.9,21287588.48,287120307,1858104422,7294993.579,259340046.8,1858104422,165059882.6,0,1858104422,862807249.5,2968678302,2742195793,0,0
 12/21  06:00:00,552246851.9,22672509.11,286629320.4,1856457163,7400210.693,259340046.8,1856457163,165059882.6,187344.1468,1856457163,860993919,3002650090,2776167580,0,187344.1468
 12/21  07:00:00,552246851.9,24060165.23,286175841.4,1854068372,7617601.884,259340046.8,1854068372,165059882.6,0,1854068372,858967849,3105901034,2879418524,0,0
 12/21  08:00:00,966431990.9,15878945.75,328419160.9,2635657317,7193526.705,412337629.8,2635657317,306636906.6,187356.9533,2635657317,931388356.8,3010427049,2622014567,0,187356.9533
 12/21  09:00:00,1242555417,4073492.256,367918310.2,3549562652,104004168.1,740331529.6,3549562652,443049039.9,187355.0985,3549562652,1000275381,3043208858,2163497030,6151413.363,187355.0985
 12/21  10:00:00,1242555417,0,375966939.1,3714831278,103025539.8,739766520.8,3714831278,589715413.2,0,3714831278,1018535539,2776958332,1852302137,8126705.987,0
 12/21  11:00:00,1242555417,0,380184323.4,3721443071,102202806.7,739043957.9,3721443071,589715413.2,187353.2378,3721443071,1025335273,2582977119,1604679423,9255338.695,187353.2378
 12/21  12:00:00,1242555417,0,385270711.6,3738387162,101622674.4,738230849.5,3738387162,589715413.2,187336.6894,3738387162,1039875458,2445679834,1436601510,10150923.52,187336.6894
 12/21  13:00:00,1242555417,0,390889255.8,3604412916,101047844.9,738230849.5,3604412916,443049039.9,0,3604412916,1055344234,2202721798,1253333701,10979138.04,0
 12/21  14:00:00,1242555417,0,391920153,3754591876,100752421.7,737057359.9,3754591876,589715413.2,187349.5212,3754591876,1059666571,2160924018,1164220545,11426926.93,187349.5212
 12/21  15:00:00,1242555417,0,391759001,3757664997,100692761.8,737057359.9,3757664997,589715413.2,0,3757664997,1062729438,2137102803,1158146079,11665017.4,0
 12/21  16:00:00,1242555417,0,388416202.2,3751276733,100679474.1,737057359.9,3751276733,589715413.2,187362.3095,3751276733,1055544752,1973650541,1163568353,12272752.43,187362.3095
 12/21  17:00:00,828370277.9,0,360540091.1,2890029729,102009700.7,335357130.3,2890029729,613273813.2,187334.3626,2890029729,989282437.6,2314932789,1717005726,10421852.57,187334.3626
 12/21  18:00:00,828370277.9,0,352201905.8,2915076275,103033464.4,335989764.6,2915076275,636832213.2,0,2915076275,990890566.4,2575636566,2054893085,8930788.258,0
 12/21  19:00:00,828370277.9,74850.27368,346002005.5,2565100343,103128655.9,335989764.6,2565100343,353768814.9,187358.5774,2565100343,924891459.6,2447573448,2032018258,7758662.269,187358.5774
 12/21  20:00:00,828370277.9,0,344502640.1,2565854810,103829766.5,335989764.6,2565854810,353768814.9,0,2565854810,924130450.9,2631071366,2218427498,7015793.59,0
 12/21  21:00:00,828370277.9,0,341369567.1,2569271983,104190586.7,335989764.6,2569271983,353768814.9,187342.0526,2569271983,927563580.2,2687279081,2274631287,6575390.571,187342.0526
 12/21  22:00:00,828370277.9,1607861.056,335956553,2423471013,104396236.5,335989764.6,2423471013,212237115.7,187354.8662,2423471013,924414131,2674945684,2303740593,6091931.019,187354.8662
 12/21  23:00:00,828370277.9,5733320.667,331818772.7,2372621732,104270316.3,335989764.6,2372621732,165059882.6,0,2372621732,922867744.1,2683650694,2349214870,5552574.673,0
 12/21  24:00:00,552246851.9,9407322.251,315285092.4,1976013123,104606736.6,259340046.8,1976013123,165059882.6,187338.3196,1976013123,877446024.1,2703650018,2477167508,4523750.553,187338.3196
 12/22  01:00:00,552246851.9,13253475.95,290210097.7,1947218173,104837014.6,259340046.8,1947218173,165059882.6,0,1947218173,851650546.3,2801573767,2575091258,4412542.709,0
 12/22  02:00:00,552246851.9,17730889.09,289004636.6,1948298054,105030822.2,259340046.8,1948298054,165059882.6,187351.1459,1948298054,852370487.1,2871543479,2645060969,4416147.771,187351.1459
 12/22  03:00:00,552246851.9,21073144.25,288177317.3,1949133246,105187998.5,259340046.8,1949133246,165059882.6,187328.6434,1949133246,853095724.2,2935470733,2697316103,4388095.775,187328.6434
 12/22  04:00:00,552246851.9,23632890.99,287497322.7,1949469867,105357191.9,259340046.8,1949469867,165059882.6,0,1949469867,853441564.6,2976731799,2750249290,4413668.063,0
 12/22  05:00:00,552246851.9,26354034.82,286929844.6,1909290369,56530059.56,259340046.8,1909290369,165059882.6,187347.4074,1909290369,855253858.4,3030936188,2804453678,2207289.137,187347.4074
 12/22  06:00:00,552246851.9,28669088.41,286423441.1,1856831744,7685685.811,259340046.8,1856831744,165059882.6,0,1856831744,855721724.5,3078739624,2852257115,0,0
 12/22  07:00:00,552246851.9,31146721,285949060.6,1855814306,8000778.76,259340046.8,1855814306,165059882.6,187360.2028,1855814306,857331579.9,3216733992,2990251482,0,187360.2028
 12/22  08:00:00,966431990.9,21193931.58,327125913.1,2625673168,7435155.998,412387939.7,2625673168,306636906.6,187343.6657,2625673168,921113929.7,3092566673,2692482103,0,187343.6657
 12/22  09:00:00,1242555417,4273875.355,362844554.4,3509029752,96045955.87,740331529.6,3509029752,443049039.9,0,3509029752,968320949,3098112542,2218464253,5720835.287,0
 12/22  10:00:00,1242555417,0,372617472.2,3670100484,102753093.3,738795858.2,3670100484,589715413.2,187356.4694,3670100484,974408256.5,2663098386,1756581859,8580243.351,187356.4694
 12/22  11:00:00,1242555417,0,374500322.1,3665044224,101824906.8,738230849.5,3665044224,589715413.2,187339.9392,3665044224,969478978.6,2462997547,1490426767,9904317.492,187339.9392
 12/22  12:00:00,1242555417,0,375099701.7,3667597974,101228517,737057359.9,3667597974,589715413.2,0,3667597974,970132734.6,2320204839,1315942797,10863607.04,0
 12/22  13:00:00,1242555417,0,375118888.9,3521571472,100727955.4,737057359.9,3521571472,443049039.9,187352.76,3521571472,973022986.3,2109619732,1153978863,11767353.55,187352.76
 12/22  14:00:00,1242555417,0,375795930,3670551407,100553354.2,737057359.9,3670551407,589715413.2,0,3670551407,975312314,2116859278,1112648073,12131547.39,0
 12/22  15:00:00,1242555417,0,375586612.4,3671775206,100588319.8,737057359.9,3671775206,589715413.2,187332.994,3671775206,976217142.2,2144498265,1149662717,12208901.95,187332.994
 12/22  16:00:00,1242555417,0,375306721.1,3672031357,100651255.6,738209125.8,3672031357,589715413.2,187349.0435,3672031357,974939448.6,2001557267,1192356321,12512840.07,187349.0435
 12/22  17:00:00,828370277.9,0,357453404.8,2840181827,101710712.4,335989764.6,2840181827,613273813.2,0,2840181827,938649116.9,2250117594,1658309342,11059820.23,0
 12/22  18:00:00,828370277.9,0,350496053.9,2860313634,102150059.2,335989764.6,2860313634,636832213.2,187361.8307,2860313634,935633016.2,2335760585,1815156804,10117489.19,187361.8307
 12/22  19:00:00,828370277.9,194102.3862,344601921.6,2512635713,101864088.6,335989764.6,2512635713,353768814.9,0,2512635713,872097918.3,2106212145,1691035187,9534238.344,0
 12/22  20:00:00,828370277.9,0,343300062,2509200737,102202218,335989764.6,2509200737,353768814.9,187359.9516,2509200737,868561373.7,2248720795,1831528805,9122479.01,187359.9516
 12/22  21:00:00,828370277.9,0,341744181.4,2508308945,102444858.9,335989764.6,2508308945,353768814.9,187358.095,2508308945,867735108.9,2315675946,1912237392,8824058.833,187358.095
 12/22  22:00:00,828370277.9,0,340992723,2362378546,102658463,335989764.6,2362378546,212237115.7,0,2362378546,864099167.4,2347385312,1971816385,8499528.061,0
 12/22  23:00:00,828370277.9,0,339711491,2303494793,102279833,335989764.6,2303494793,165059882.6,187341.5564,2303494793,852565678.4,2263250588,1928814764,8524390.142,187341.5564
 12/22  24:00:00,552246851.9,0,323026943.3,1892403645,102509501.5,259340046.8,1892403645,165059882.6,0,1892403645,792527611.4,2241098913,2014616403,8117157.366,0
 12/23  01:00:00,552246851.9,0,297731626.4,1844534159,102343268.6,259340046.8,1844534159,165059882.6,187354.3701,1844534159,747652204.1,2180191944,1953709435,8023070.961,187354.3701
 12/23  02:00:00,552246851.9,0,296424918.1,1827047598,102182252.7,259340046.8,1827047598,165059882.6,187337.824,1827047598,730253502.1,2151057285,1912902330,8117884.534,187337.824
 12/23  03:00:00,552246851.9,0,295445705.5,1812636673,102076263.9,259340046.8,1812636673,165059882.6,0,1812636673,716091209.6,2123377962,1896895452,8178694.419,0
 12/23  04:00:00,552246851.9,0,294616162.1,1797959121,101956114.7,259340046.8,1797959121,165059882.6,187350.652,1797959121,701258475.2,2099980519,1873498009,8280799.819,187350.652
 12/23  05:00:00,552246851.9,0,293886887.7,1778934042,101821933.9,259340046.8,1778934042,165059882.6,0,1778934042,680699146.8,2071256617,1844774107,8389860.808,0
 12/23  06:00:00,552246851.9,0,293220808.5,1759710773,101716201,259340046.8,1759710773,165059882.6,187363.4364,1759710773,661408014.7,2053462786,1826980277,8487456.091,187363.4364
 12/23  07:00:00,552246851.9,0,292640051.8,1737632891,101599325.7,259340046.8,1737632891,165059882.6,187346.9084,1737632891,639706815.2,2039921289,1801766366,8601811.481,187346.9084
 12/23  08:00:00,690308564.9,0,323236815.3,2016558972,101546921.8,297664905.7,2016558972,247665365.3,0,2016558972,659946756.2,1946750352,1666291185,8966369.439,0
 12/23  09:00:00,897401134.4,0,342109192.3,2490612941,101073817.8,506300745.9,2490612941,271269090.1,187359.7044,2490612941,693385666.7,2009464971,1478003985,9760450.43,187359.7044
 12/23  10:00:00,897401134.4,0,349410231.6,2658608664,101201473.7,505336497.9,2658608664,412800789.2,187343.1656,2658608664,720201164.3,2162746192,1550763609,10187942.2,187343.1656
 12/23  11:00:00,897401134.4,0,352497437.2,2653006257,100883312,504934871.3,2653006257,412800789.2,0,2653006257,715022236.7,2058810772,1400818766,10649283.69,0
 12/23  12:00:00,897401134.4,0,355574220.8,2656384812,100534709.6,504393199.1,2656384812,412800789.2,187355.9754,2656384812,715762957.5,1878967915,1243482794,11136695.21,187355.9754
 12/23  13:00:00,897401134.4,0,358037770.1,2543556722,100213788.5,504393199.1,2543556722,300754860.7,0,2543556722,717806755.2,1729369759,1097154536,11643230.62,0
 12/23  14:00:00,897401134.4,0,359252921,2535708727,100002580.8,504393199.1,2535708727,300754860.7,187339.4443,2535708727,709659223.3,1601915537,1000775795,11954913.3,187339.4443
 12/23  15:00:00,897401134.4,0,361365046,2529208059,99825138.14,504393199.1,2529208059,300754860.7,187352.2621,2529208059,703058803.3,1537446623,913334538.7,12217363.12,187352.2621
 12/23  16:00:00,897401134.4,0,361023802.6,2518549407,99729725.1,504393199.1,2518549407,300754860.7,0,2518549407,692484721.2,1307851940,865925739.3,12404414.35,0
 12/23  17:00:00,897401134.4,0,358481325.2,2544629341,99978581.26,506080223.9,2544629341,324313260.7,187316.2297,2544629341,693105988.3,1457642705,1009458040,12177085.95,187316.2297
 12/23  18:00:00,897401134.4,455954.2467,353242731.1,2410271337,100119080.5,506923736.2,2410271337,194545653.3,0,2410271337,688406989.6,1502568287,1095401211,11501308.34,0
 12/23  19:00:00,552246851.9,0,325725723.7,1741262765,100999997,259340046.8,1741262765,165059882.6,187358.3045,1741262765,643132123.1,1823881314,1560562406,10048555.62,187358.3045
 12/23  20:00:00,552246851.9,0,321560048.7,1753331214,101065891.4,259340046.8,1753331214,165059882.6,187361.3343,1753331214,654321889.8,1951754538,1725272028,9186491.194,187361.3343
 12/23  21:00:00,552246851.9,0,319979165.2,1755614626,101262348.7,259340046.8,1755614626,165059882.6,0,1755614626,657120891.8,2011226196,1784743686,8803426.837,0
 12/23  22:00:00,552246851.9,0,318874437,1760002206,101455264.1,259340046.8,1760002206,165059882.6,187344.8021,1760002206,662311269.8,2066523619,1840041109,8471765.337,187344.8021
 12/23  23:00:00,552246851.9,0,318008564.2,1762501929,101609180.1,259340046.8,1762501929,165059882.6,0,1762501929,666401975.5,2102047285,1875564775,8195965.063,0
 12/23  24:00:00,552246851.9,0,317281715.6,1768616508,101705627.3,259340046.8,1768616508,165059882.6,187357.6064,1768616508,669588189.9,2127629541,1889474963,8034077.624,187357.6064
 12/24  01:00:00,492977197.9,0,288491578.4,1660367717,101963318.1,240177617.3,1660367717,165059882.6,187341.0667,1660367717,642950183.1,2146904221,1974398369,7624430.259,187341.0667
 12/24  02:00:00,492977197.9,0,287474637.8,1664867857,102111631.7,240177617.3,1664867857,165059882.6,0,1664867857,647835110.9,2180105553,2007599700,7310865.507,0
 12/24  03:00:00,492977197.9,0,286720957.3,1669073585,102252382.8,240177617.3,1669073585,165059882.6,187353.8837,1669073585,651850967,2212102124,2039596271,7189643.157,187353.8837
 12/24  04:00:00,492977197.9,0,286081720.9,1674010799,102385371.6,240177617.3,1674010799,165059882.6,187337.3366,1674010799,656793886.1,2241937482,2069431630,7065958.933,187337.3366
 12/24  05:00:00,492977197.9,0,285541982.4,1673300006,102397416.8,240177617.3,1673300006,165059882.6,0,1673300006,654486091.7,2240190736,2056013322,7092519.35,0
 12/24  06:00:00,492977197.9,0,285072966.4,1668453138,102338092.1,240177617.3,1668453138,165059882.6,187350.1662,1668453138,649477832.1,2201168283,2028662431,7246353.148,187350.1662
 12/24  07:00:00,492977197.9,0,284642908,1661815866,102274184.1,240177617.3,1661815866,165059882.6,0,1661815866,643384821.4,2181113708,2008607856,7338070.29,0
 12/24  08:00:00,492977197.9,0,307489975.9,1636576638,102046655.2,240172586.3,1636576638,129722282.6,187362.9523,1636576638,654033688.7,2103506371,1931000519,7658616.105,187362.9523
 12/24  09:00:00,709830969.8,0,320233448.8,2075396126,101542475.5,347535036.1,2075396126,235886165.3,187346.4222,2075396126,662276409.9,2007188384,1625231407,8117817.94,187346.4222
 12/24  10:00:00,709830969.8,0,322177877,2061476925,101198833.9,347301623.8,2061476925,235886165.3,0,2061476925,648609002.2,1912653340,1524099583,8576637.973,0
 12/24  11:00:00,709830969.8,0,322836555,2058131773,101119258.7,347221339,2058131773,235886165.3,187359.221,2058131773,645105141.5,1916406124,1527480622,8682873.51,187359.221
