Date/Time,InteriorLights:Electricity [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),ElectricityNet:Facility [J](Hourly),Pumps:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),ElectricityPurchased:Facility [J](Hourly),Fans:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),ExteriorLights:Electricity [J](Hourly),Gas:Facility [J](Hourly),Electricity:Facility [J](Hourly) 
 01/01  01:00:00,80771321.23,76284403.18,0,533073565.5,3107682240,8373339.757,2096326816,3107682240,216568229.1,749641794.6,153357479.7,86259956.27,3107682240
 01/01  02:00:00,80771321.23,29296411.4,0,523623286.6,3032456251,8321552.167,2096326816,3032456251,150844306.1,674467592.7,153357479.7,39271964.49,3032456251
 01/01  03:00:00,80771321.23,68799107.45,0,520969389.3,3049882387,8365261.867,2096326816,3049882387,170880630.2,691850019.5,153357479.7,78774660.53,3049882387
 01/01  04:00:00,80771321.23,58032880.56,0,520588795.4,3061606638,8352630.507,2096326816,3061606638,182998106.3,703586901.7,153357479.7,68008433.65,3061606638
 01/01  05:00:00,80771321.23,83320159.52,0,520952275.9,3148069109,34359319.57,2096326816,3148069109,198861751.2,718649967.1,197586135.8,93295712.6,3148069109
 01/01  06:00:00,80771321.23,83108860.37,0,518569290,3197770398,8379410.602,2096326816,3197770398,188468623.7,707037913.7,286043448,93084413.46,3197770398
 01/01  07:00:00,80771321.23,73607725.09,0,517805764.8,3478139238,8439400.191,2096326816,3478139238,199131758.2,716937522.9,556452688.2,83583278.18,3478139238
 01/01  08:00:00,77530308.89,32266958.51,0,517254029.2,3412988612,8395016.614,2096326816,3412988612,150672672.1,667926701.3,543598280.6,42242511.6,3412988612
 01/01  09:00:00,71602601.05,23714210.03,0,518264466.7,3306844627,8385860.557,2096326816,3306844627,150766832.6,669031299.3,442286560.9,33689763.12,3306844627
 01/01  10:00:00,69183078.21,18900698.69,0,519984998.9,3173824403,8380687.683,2096326816,3173824403,151136740.6,671121739.6,309600592.6,28876251.78,3173824403
 01/01  11:00:00,69545815.33,25708466.47,0,521776987.1,3047683885,14882772.79,2096326816,3047683885,193254036.1,714742151.9,132685968.3,35684019.55,3047683885
 01/01  12:00:00,69495422.94,14660648.03,0,522252418.4,3070358395,8376221.432,2096326816,3070358395,222010059,744262477.4,132685968.3,49649915.87,3070358395
 01/01  13:00:00,68648962.89,12351793.88,0,522432717.3,3082778278,8373765.787,2096326816,3082778278,235098559,757531276.3,132685968.3,34861657.71,3082778278
 01/01  14:00:00,70180715.44,11320721.01,0,523243692.9,3110175641,8372665.549,2096326816,3110175641,260154293.6,783397986.5,132685968.3,47010188.15,3110175641
 01/01  15:00:00,70583854.59,8347425.971,0,526973974.9,3077271688,8369492.727,2096326816,3077271688,223120092.7,750094067.6,132685968.3,30888175.98,3077271688
 01/01  16:00:00,71645048.82,16411980.34,0,534949651.8,3082649959,8378033.182,2096326816,3082649959,219452952.1,754402603.9,132685968.3,38833407.12,3082649959
 01/01  17:00:00,78224454.23,16461029.21,0,543223719.7,3291937899,8378110.754,2096326816,3291937899,186316856.4,729540576.1,360256452.5,38773022.35,3291937899
 01/01  18:00:00,80771321.23,17994705.41,0,541712385.1,3543277321,8379716.236,2096326816,3543277321,151965593,693677978.1,644910000.3,27970258.49,3543277321
 01/01  19:00:00,80771321.23,18945396.2,0,537758253.3,3538986920,8380706.159,2096326816,3538986920,151628334.1,689386587.4,644910000.3,41202790.53,3538986920
 01/01  20:00:00,80771321.23,15121611.3,0,535732670.6,3447861797,8376611.269,2096326816,3447861797,150990200.5,686722871.1,556452688.2,37376282.61,3447861797
 01/01  21:00:00,80771321.23,26361263.6,0,534760509.9,3452992126,8388511.041,2096326816,3452992126,157080790.5,691841300.4,556452688.2,36336816.69,3452992126
 01/01  22:00:00,80771321.23,22639905.29,0,534975158.3,3358939258,8384578.748,2096326816,3358939258,151274519,686249677.3,467995376,57665203.67,3358939258
 01/01  23:00:00,80771321.23,23402540.49,0,535582689.3,3277217323,14880192.62,2096326816,3277217323,150906751.3,686199751.5,379538063.8,45712738.18,3277217323
 01/01  24:00:00,80771321.23,50373903.52,0,536179034.6,3193380818,14909466.28,2096326816,3193380818,154901939.4,690790838.9,291080751.6,60349456.61,3193380818
 01/02  01:00:00,80771321.23,47366801.65,0,539202260.3,3305257317,86277783.34,2227359132,3305257317,199077852,734796387.5,153357479.7,57342354.73,3305257317
 01/02  02:00:00,80771321.23,35899475.56,0,534722995.2,3180513312,8327584.476,2227359132,3180513312,156763310.7,691486305.9,153357479.7,45875028.64,3180513312
 01/02  03:00:00,80771321.23,31993887.75,0,534675147,3174855798,8323499.935,2227359132,3174855798,151157729.6,685832876.6,153357479.7,41969440.83,3174855798
 01/02  04:00:00,80771321.23,34684395.36,0,535216764.6,3175267387,8326341.475,2227359132,3175267387,151024859.6,686241624.1,153357479.7,44659948.45,3175267387
 01/02  05:00:00,80771321.23,607857770.5,0,540608927.6,3399591585,112912869.5,2227359132,3399591585,221141710.5,757097460.2,197586135.8,617833323.6,3399591585
 01/02  06:00:00,161542642.5,1663618408,0,539714258.9,3545579344,88272925.39,2227359132,3545579344,223435448.9,759665938,286043448,1673593961,3545579344
 01/02  07:00:00,149233093.1,5335635849,0,538280389.7,3770645123,16465722.58,2227359132,3770645123,263642609,801922998.7,556452688.2,5345611402,3770645123
 01/02  08:00:00,429641891.1,4479205179,0,542373163,4020370525,16548312.23,2227359132,4020370525,241638257.2,784011420.2,543598280.6,4531563469,4020370525
 01/02  09:00:00,1191342530,3191923780,0,547739685.6,5339743134,15032507.77,2882520710,5339743134,241609651.5,789349337.1,442286560.9,3324241420,5339743134
 01/02  10:00:00,1157609491,2564946011,0,551895267,5178125712,14062522.16,2882520710,5178125712,243225640.6,795120907.7,309600592.6,2725043419,5178125712
 01/02  11:00:00,1139816321,2446251281,0,554993500.3,4982932132,13958804.69,2882520710,4982932132,239745339.3,794738839.5,132685968.3,2598994983,4982932132
 01/02  12:00:00,1139816321,2291611055,0,556861322.7,4984873278,13577395.28,2882520710,4984873278,240200072.3,797061395,132685968.3,2482342325,4984873278
 01/02  13:00:00,1139816321,2173561564,0,557770294.3,4851250164,13171504.02,2751488394,4851250164,237106193.6,794876487.9,132685968.3,2401037543,4851250164
 01/02  14:00:00,1139816321,1953585157,0,558506876,4988156351,12535933.4,2882520710,4988156351,242787948.4,801385930.1,132685968.3,2170406837,4988156351
 01/02  15:00:00,1145213918,1886886513,0,559328189.5,4995957501,12314582.1,2882520710,4995957501,244054785.8,804010834.6,132685968.3,2040564179,4995957501
 01/02  16:00:00,1208709183,1911055293,0,560024471,5061004228,12321891.32,2882520710,5061004228,244698036,805554987.1,132685968.3,2049686485,5061004228
 01/02  17:00:00,1334627773,1927965527,0,560642305.6,5416089330,12313133.25,2882520710,5416089330,245633537.7,807159771.7,360256452.5,2100822632,5416089330
 01/02  18:00:00,746165465.5,2155358601,0,559998389.7,4575299031,12721246.46,2358391447,4575299031,233679979,793899382.3,644910000.3,2264899022,4575299031
 01/02  19:00:00,447699279.3,2425364776,0,558269846.2,4141151141,13182331.14,2227359132,4141151141,230519063.6,788788909.8,644910000.3,2524733504,4141151141
 01/02  20:00:00,447699279.3,2737320788,0,557356547.3,4052110321,13906117.04,2227359132,4052110321,230125068.7,787481616,556452688.2,2803481000,4052110321
 01/02  21:00:00,298466186.2,2682455739,0,556828480.4,3901717472,13916753.61,2227359132,3901717472,229482743.1,786311223.5,556452688.2,2748551918,3901717472
 01/02  22:00:00,298466186.2,2479361973,0,555800066.9,3811430307,13423272.08,2227359132,3811430307,229174785.7,784974852.5,467995376,2515437929,3811430307
 01/02  23:00:00,149233093.1,0,0,553889562.8,3486101237,8360684.798,2227359132,3486101237,148509212.2,702398775.1,379538063.8,22422462.08,3486101237
 01/02  24:00:00,74616546.55,0,0,551449187.1,3316784353,8360684.798,2227359132,3316784353,144706562.1,696155749.2,291080751.6,22412109,3316784353
 01/03  01:00:00,80771321.23,0,0,549266041.1,3183645885,8289832.597,2227359132,3183645885,145390589.8,694656630.9,153357479.7,9975553.087,3183645885
 01/03  02:00:00,80771321.23,0,0,546826894.9,3181294606,8289832.597,2227359132,3181294606,145478456.6,692305351.4,153357479.7,9975553.087,3181294606
 01/03  03:00:00,80771321.23,0,0,543790231,3175557653,8289832.597,2227359132,3175557653,142778167.3,686568398.3,153357479.7,9975553.087,3175557653
 01/03  04:00:00,80771321.23,0,0,541276751.4,3178196211,8289832.597,2227359132,3178196211,147930205.1,689206956.4,153357479.7,9975553.087,3178196211
 01/03  05:00:00,80771321.23,29125271.05,0,539557165.7,3228578066,8337664.697,2227359132,3228578066,155755157.6,695312323.2,197586135.8,39100824.14,3228578066
 01/03  06:00:00,161542642.5,586256533.5,0,538604555.1,3465749581,9282943.513,2227359132,3465749581,223705370.9,762309925.9,286043448,596232086.6,3465749581
 01/03  07:00:00,149233093.1,2165556894,0,538486767.7,3733963878,12034294.34,2227359132,3733963878,231186414.1,769673181.8,556452688.2,2175532447,3733963878
 01/03  08:00:00,447699279.3,2058207562,0,539157139.4,4017357085,11636783.19,2227359132,4017357085,228694981.5,767852121,543598280.6,2110431660,4017357085
 01/03  09:00:00,1276469692,1563262822,0,540953414.8,5412727161,10693832.11,2882520710,5412727161,240591462.6,781544877.4,442286560.9,1695450640,5412727161
 01/03  10:00:00,1191063218,1453549518,0,542638076.9,5198071608,10489572.28,2882520710,5198071608,242547950.1,785186026.9,309600592.6,1610748744,5198071608
 01/03  11:00:00,1163641229,1336256561,0,543612543.7,4995950020,10290742.42,2882520710,4995950020,243987337.5,787599881.2,132685968.3,1488111705,4995950020
 01/03  12:00:00,1141522415,1251350101,0,544143258.1,4975560854,10151648.46,2882520710,4975560854,245325365.6,789468623.7,132685968.3,1442334327,4975560854
 01/03  13:00:00,1140669368,1196927905,0,544018980.9,4838539255,10057201.17,2751488394,4838539255,240407853.5,784426834.4,132685968.3,1426291602,4838539255
 01/03  14:00:00,1139816321,967815038,0,543432057.9,4976703960,9699148.847,2882520710,4976703960,249338265.6,792770323.5,132685968.3,1189148295,4976703960
 01/03  15:00:00,1148712906,733511648.5,0,542752142.5,4990488319,9348645.952,2882520710,4990488319,255256457.8,798008600.2,132685968.3,877983336.6,4990488319
 01/03  16:00:00,1243148069,690892503.4,0,541865144.4,5090359709,9271436.541,2882520710,5090359709,261656892.9,803522037.3,132685968.3,833799959.7,5090359709
 01/03  17:00:00,1335333612,697894523.1,0,542470559,5417353761,9265390.973,2882520710,5417353761,268295547.3,810766106.4,360256452.5,870488715.7,5417353761
 01/03  18:00:00,746165465.5,1232855026,0,542678492.7,4557476533,10013811.35,2358391447,4557476533,236105826.4,778784319.1,644910000.3,1347389751,4557476533
 01/03  19:00:00,447699279.3,1446774911,0,542264176,4124113162,10297795.39,2227359132,4124113162,232371290.6,774635466.7,644910000.3,1535465876,4124113162
 01/03  20:00:00,447699279.3,1583812831,0,542617165.9,4035645322,10467489.15,2227359132,4035645322,231838078.8,774455244.7,556452688.2,1653831663,4035645322
 01/03  21:00:00,298466186.2,1820386746,0,544140222.4,3887466910,10817838.83,2227359132,3887466910,231019353.8,775159576.2,556452688.2,1892959867,3887466910
 01/03  22:00:00,298466186.2,1929035136,0,546196065.2,3800802030,11010332.29,2227359132,3800802030,230563449.2,776759514.4,467995376,1964907445,3800802030
 01/03  23:00:00,149233093.1,0,0,547241369.6,3480576367,8360684.798,2227359132,3480576367,149632534.8,696873904.3,379538063.8,22412925.64,3480576367
 01/03  24:00:00,74616546.55,0,0,548122495,3313764344,8360684.798,2227359132,3313764344,145013245.9,693135740.9,291080751.6,22410345.37,3313764344
 01/04  01:00:00,80771321.23,0,0,549273240.4,3184000402,8289832.597,2227359132,3184000402,145737907,695011147.4,153357479.7,9975553.087,3184000402
 01/04  02:00:00,80771321.23,0,0,549829942.5,3185160020,8289832.597,2227359132,3185160020,146340823.4,696170765.9,153357479.7,9975553.087,3185160020
 01/04  03:00:00,80771321.23,0,0,550540535,3182836231,8289832.597,2227359132,3182836231,143306441.8,693846976.8,153357479.7,9975553.087,3182836231
 01/04  04:00:00,80771321.23,0,0,551489911.6,3188716745,8289832.597,2227359132,3188716745,148237579.5,699727491.1,153357479.7,9975553.087,3188716745
 01/04  05:00:00,80771321.23,126435480.8,0,552853124.8,3263196007,21429056.65,2227359132,3263196007,163985747.9,716256875,197586135.8,136411033.9,3263196007
 01/04  06:00:00,161542642.5,987547317.5,0,556840565.4,3552550191,87510724.06,2227359132,3552550191,214042190.9,767390176.6,286043448,997522870.6,3552550191
 01/04  07:00:00,149233093.1,4111794590,0,555433373.3,3763883077,14926192.58,2227359132,3763883077,241267109,796700482.3,556452688.2,4121770143,3763883077
 01/04  08:00:00,432558351,3570375040,0,558178538.1,4026077064,15103425.51,2227359132,4026077064,230067848.2,788246386.3,543598280.6,3622755382,4026077064
 01/04  09:00:00,1185944933,2552000245,0,562524082.7,5353703414,13683508.9,2882520710,5353703414,246689620,810056213.1,442286560.9,2685337172,5353703414
 01/04  10:00:00,1140522159,1907678393,0,566638977.6,5197287404,12335628.41,2882520710,5197287404,264967104.4,833096825,309600592.6,2059385557,5197287404
 01/04  11:00:00,1139816321,1436401319,0,569258252.4,5052776776,11202151.32,2882520710,5052776776,296815248.8,867340137.4,132685968.3,1589677205,5052776776
 01/04  12:00:00,1139816321,960870435.9,0,570052564.8,5103093873,10073756.39,2882520710,5103093873,348117258.8,918785629.4,132685968.3,1151010029,5103093873
 01/04  13:00:00,1139816321,997405524.7,0,570307359.8,4958100923,10027700.58,2751488394,4958100923,333325539.4,904871050.7,132685968.3,1226997510,4958100923
 01/04  14:00:00,1139816321,662161459.9,0,570290325,5137570320,9380667.23,2882520710,5137570320,382378006.3,953955165.4,132685968.3,888784751.6,5137570320
 01/04  15:00:00,1157182968,722031756.6,0,570770893.5,5149918250,9447930.989,2882520710,5149918250,377447473.9,948869184.4,132685968.3,866179689.6,5149918250
 01/04  16:00:00,1182872468,937927271.1,0,571614874,5149480189,9776340.812,2882520710,5149480189,350448338.1,922413212.8,132685968.3,1073001371,5149480189
 01/04  17:00:00,1296055756,1341629264,0,573353557.5,5467139385,10454781.52,2882520710,5467139385,324364523.2,898640196.1,360256452.5,1514211639,5467139385
 01/04  18:00:00,746165465.5,2990049591,0,575101977.8,4596815988,14158138.81,2358391447,4596815988,238829277.7,813979447.1,644910000.3,3115777618,4596815988
 01/04  19:00:00,447699279.3,2944543810,0,576075631.7,4163855310,15192754,2227359132,4163855310,233407024.3,809482656,644910000.3,3029310406,4163855310
 01/04  20:00:00,447699279.3,2879080781,0,576947450.2,4076356706,15922684.25,2227359132,4076356706,232763983.1,809711433.3,556452688.2,2944767148,4076356706
 01/04  21:00:00,298466186.2,2905501936,0,577895434.7,3927941123,16668337.15,2227359132,3927941123,231887856.4,809783291.1,556452688.2,2981712414,3927941123
 01/04  22:00:00,298466186.2,2996873301,0,578964302.7,3840890595,17505074.79,2227359132,3840890595,231389035.1,810353337.7,467995376,3036259727,3840890595
 01/04  23:00:00,149233093.1,0,0,579939905.4,3512860827,8360684.798,2227359132,3512860827,149218459.7,729158365.1,379538063.8,22407609.39,3512860827
 01/04  24:00:00,74616546.55,0,0,580249112.4,3346028896,8360684.798,2227359132,3346028896,145151179.9,725400292.2,291080751.6,22368418.31,3346028896
 01/05  01:00:00,80771321.23,0,0,579145065.7,3213923651,8289832.597,2227359132,3213923651,145789331.1,724934396.8,153357479.7,9975553.087,3213923651
 01/05  02:00:00,80771321.23,1316723.527,0,577937544.6,3214670091,8293084.842,2227359132,3214670091,147740039.6,725677584.2,153357479.7,11292276.61,3214670091
 01/05  03:00:00,80771321.23,2757267.828,0,576973018.3,3217351221,8296621.009,2227359132,3217351221,151382159.7,728355178,153357479.7,12732820.91,3217351221
 01/05  04:00:00,80771321.23,2287709.479,0,576212149.5,3217248598,8295457.04,2227359132,3217248598,152041570.1,728253719.6,153357479.7,12263262.57,3217248598
 01/05  05:00:00,80771321.23,196330501.2,0,575918170.2,3331666130,8765559.828,2227359132,3331666130,222054322.4,797972492.7,197586135.8,206306054.2,3331666130
 01/05  06:00:00,161542642.5,730633787.2,0,575771186,3499233261,9903755.857,2227359132,3499233261,219401607.8,795172793.8,286043448,740609340.3,3499233261
 01/05  07:00:00,149233093.1,4392155043,0,577284967.6,3790845829,19819792.71,2227359132,3790845829,241484666.8,818769634.4,556452688.2,4402130596,3790845829
 01/05  08:00:00,429641891.1,3768024327,0,579521177.3,4052586249,19533874.47,2227359132,4052586249,233720404.9,813241582.2,543598280.6,3820783096,4052586249
 01/05  09:00:00,1190636691,2454105541,0,582699292.7,5400607288,15734608.34,2882520710,5400607288,267517936.2,850217228.9,442286560.9,2587455277,5400607288
 01/05  10:00:00,1148992221,1750845357,0,583274274.1,5251069822,12874052.09,2882520710,5251069822,294596484,877870758.1,309600592.6,1896798727,5251069822
 01/05  11:00:00,1139816321,1255267727,0,581495672.6,5096197406,11145807.91,2882520710,5096197406,329321438.3,910817110.9,132685968.3,1414701283,5096197406
 01/05  12:00:00,1139816321,660104053.4,0,579359816.3,5153720646,9629994.898,2882520710,5153720646,390496347.6,969856164,132685968.3,845598068.2,5153720646
 01/05  13:00:00,1139816321,718455763.3,0,577667929.8,4997129804,9645202.291,2751488394,4997129804,366614500.1,944282429.9,132685968.3,948266533.1,4997129804
 01/05  14:00:00,1139816321,526714372.7,0,576752980.8,5170223204,9238653.581,2882520710,5170223204,409997082.1,986750062.9,132685968.3,753564175.3,5170223204
 01/05  15:00:00,1162580565,543495113.6,0,576296823.2,5191068164,9245164.352,2882520710,5191068164,408527444.5,984824267.7,132685968.3,691880706.6,5191068164
 01/05  16:00:00,1182872468,732330704.8,0,576701993.1,5182923690,9548137.682,2882520710,5182923690,379382924.1,956084917.2,132685968.3,865273724.5,5182923690
 01/05  17:00:00,1301174038,1115703179,0,578000975.2,5496475900,10205372.69,2882520710,5496475900,345106862.2,923107837.4,360256452.5,1289143620,5496475900
 01/05  18:00:00,746165465.5,2593945226,0,579546095,4612999828,13399520.95,2358391447,4612999828,251375810.3,830921905.3,644910000.3,2721073154,4612999828
 01/05  19:00:00,447699279.3,3102073095,0,580381717.9,4168997892,15690453.25,2227359132,4168997892,233745820.4,814127538.3,644910000.3,3186849729,4168997892
 01/05  20:00:00,447699279.3,2775575986,0,580506474.4,4080177829,15825050.27,2227359132,4080177829,233123716.5,813630191,556452688.2,2841263832,4080177829
 01/05  21:00:00,298466186.2,2655614540,0,580296099.7,3929951123,15910335.39,2227359132,3929951123,232255192.5,812551292.2,556452688.2,2727583564,3929951123
 01/05  22:00:00,298466186.2,2739001795,0,580239051.9,3841423057,16414902.62,2227359132,3841423057,231736920,811975971.9,467995376,2782434508,3841423057
 01/05  23:00:00,149233093.1,0,0,580557175.8,3514807669,8360684.798,2227359132,3514807669,150548031.3,731105207.1,379538063.8,22406947.66,3514807669
 01/05  24:00:00,74616546.55,0,0,580704058.8,3422975071,8360684.798,2227359132,3422975071,221642408.1,802346466.9,291080751.6,22395944.88,3422975071
 01/06  01:00:00,80771321.23,0,0,581577221.2,3216318760,8289832.597,2227359132,3216318760,145752284.8,727329506,153357479.7,9975553.087,3216318760
 01/06  02:00:00,80771321.23,0,0,583561768,3219226349,8289832.597,2227359132,3219226349,146675326.4,730237094.4,153357479.7,9975553.087,3219226349
 01/06  03:00:00,80771321.23,0,0,585588436.9,3218349603,8289832.597,2227359132,3218349603,143771912.1,729360349,153357479.7,9975553.087,3218349603
 01/06  04:00:00,80771321.23,0,0,586164197.7,3224295585,8289832.597,2227359132,3224295585,149142132.8,735306330.4,153357479.7,9975553.087,3224295585
 01/06  05:00:00,80771321.23,28321905.49,0,586592027.9,3276010836,8357107.776,2227359132,3276010836,156133622.3,742725650.2,197586135.8,38297458.58,3276010836
 01/06  06:00:00,161542642.5,482716045.8,0,591725531.7,3636457244,110061759.5,2227359132,3636457244,240513242.1,827730815.1,286043448,492691598.9,3636457244
 01/06  07:00:00,149233093.1,4269232842,0,589104483.8,3796581167,20271825.63,2227359132,3796581167,234948455.2,824052939,556452688.2,4279208395,3796581167
 01/06  08:00:00,429641891.1,3703349411,0,590514371.5,4062180447,19731447.35,2227359132,4062180447,232123836,822638207.5,543598280.6,3756039813,4062180447
 01/06  09:00:00,1191342530,2122180124,0,589728287.4,5426759894,14713866.34,2882520710,5426759894,285525760.5,876684738.1,442286560.9,2255980955,5426759894
 01/06  10:00:00,1173696568,1156581991,0,585129173.2,5312840725,11154268.62,2882520710,5312840725,331527924.1,916657097.3,309600592.6,1301753265,5312840725
 01/06  11:00:00,1173696568,455068460.8,0,579610502.7,5199252096,9301622.913,2882520710,5199252096,402225236,981835738.6,132685968.3,615483094.4,5199252096
 01/06  12:00:00,1163641229,335760045.1,0,578127094,5241617359,73961582.84,2882520710,5241617359,391469286,966682375,132685968.3,521118022.9,5241617359
 01/06  13:00:00,1160568764,339170320.5,0,576933655.1,5106453752,112904481.1,2751488394,5106453752,352660999.7,924939183.3,132685968.3,569207464.1,5106453752
 01/06  14:00:00,1170624103,270202662.7,0,575019308.9,5279745610,112753697,2882520710,5279745610,386930334.3,957289694.1,132685968.3,497283198.2,5279745610
 01/06  15:00:00,1173696568,234732919,0,574145307.9,5324614043,112679701.7,2882520710,5324614043,429674298.3,999163046,132685968.3,383694479.3,5324614043
 01/06  16:00:00,1190636691,271220396.8,0,574540190.6,5349575006,112734492.4,2882520710,5349575006,437245464.3,1007129806,132685968.3,404243722.4,5349575006
 01/06  17:00:00,1292277450,403580819.2,0,575052065.3,5603146624,86976875.94,2882520710,5603146624,386851581.2,958409825.1,360256452.5,577115808.8,5603146624
 01/06  18:00:00,746165465.5,1371081454,0,573159379.9,4619637887,10820345.91,2358391447,4619637887,266979758.5,840139138.4,644910000.3,1498572168,4619637887
 01/06  19:00:00,447699279.3,2192182122,0,573645391.5,4162475857,12600909.46,2227359132,4162475857,237049655.5,810695047,644910000.3,2276989099,4162475857
 01/06  20:00:00,447699279.3,2345956839,0,573765114.1,4071652632,13259903.26,2227359132,4071652632,233905026.3,807670140.5,556452688.2,2411659501,4071652632
 01/06  21:00:00,298466186.2,2424910506,0,573862762.7,3921936647,13795589.91,2227359132,3921936647,232788799.8,806651562.5,556452688.2,2498038831,3921936647
 01/06  22:00:00,298466186.2,2406900957,0,573977991.1,3833261788,14048378.93,2227359132,3833261788,232203235.4,806181226.6,467995376,2449255353,3833261788
 01/06  23:00:00,149233093.1,0,0,573784395.1,3567531037,8360684.798,2227359132,3567531037,210044179.3,783828574.3,379538063.8,22408225.11,3567531037
 01/06  24:00:00,74616546.55,0,0,573607550.7,3357826154,8360684.798,2227359132,3357826154,163589999.4,737197550.1,291080751.6,22396078.09,3357826154
 01/07  01:00:00,80771321.23,0,0,573371927.4,3147285888,8289832.597,2096326816,3147285888,215957022.4,789328949.7,153357479.7,9975553.087,3147285888
 01/07  02:00:00,80771321.23,0,0,572551539.2,3076613023,8289832.597,2096326816,3076613023,146104545.3,718656084.6,153357479.7,9975553.087,3076613023
 01/07  03:00:00,80771321.23,0,0,572255273.8,3111632208,8289832.597,2096326816,3111632208,181419995.8,753675269.7,153357479.7,9975553.087,3111632208
 01/07  04:00:00,80771321.23,0,0,571154902.6,3109560150,8289832.597,2096326816,3109560150,180448309.1,751603211.8,153357479.7,9975553.087,3109560150
 01/07  05:00:00,80771321.23,31663244.68,0,568738405.9,3126829904,8351865.832,2096326816,3126829904,155843870.3,724582276.1,197586135.8,41638797.77,3126829904
 01/07  06:00:00,80771321.23,472604003.4,0,569565842.8,3343058745,56838330.97,2096326816,3343058745,234301496.7,801731415.9,286043448,482579556.5,3343058745
 01/07  07:00:00,149233093.1,2976133079,0,567024015.6,3765421636,14853768.88,2227359132,3765421636,231287449.4,798311465,556452688.2,2986108632,3765421636
 01/07  08:00:00,149233093.1,2532032779,0,566690208.4,3748891314,13884906.94,2227359132,3748891314,228914204.1,795604412.5,543598280.6,2554979072,3748891314
 01/07  09:00:00,433582506.8,2124340902,0,565488977.3,4062878024,12719458.67,2358391447,4062878024,231197584.5,796686561.9,442286560.9,2178445881,4062878024
 01/07  10:00:00,389090774.5,1743521227,0,563914922.3,3883213090,11671255.71,2358391447,3883213090,231332609,795247531.3,309600592.6,1828727991,3883213090
 01/07  11:00:00,381787042.1,1752816971,0,562314434.3,3697275910,11517174.54,2358391447,3697275910,231368354.8,793682789.1,132685968.3,1829917485,3697275910
 01/07  12:00:00,379938773.5,1808813548,0,562013987.2,3695436892,11590753.29,2358391447,3695436892,231604473.2,793618460.4,132685968.3,1909301177,3695436892
 01/07  13:00:00,192528527.9,1834645130,0,560749810.1,3307195299,11599568.85,2161842974,3307195299,228576961,789326771.1,132685968.3,1918224974,3307195299
 01/07  14:00:00,195104017.2,1834859241,0,558619580.9,3307258926,11516958.78,2161842974,3307258926,228277937.7,786897518.6,132685968.3,1917292585,3307258926
 01/07  15:00:00,197728576.1,1802631876,0,556691142.3,3307582202,11387732.94,2161842974,3307582202,228034319.5,784725461.8,132685968.3,1868081656,3307582202
 01/07  16:00:00,211262183.9,1819762637,0,554809855.1,3318885841,11348865.4,2161842974,3318885841,227724506,782534361.1,132685968.3,1870275484,3318885841
 01/07  17:00:00,223849639.7,1773788099,0,553035286.8,3556875201,11201377.73,2161842974,3556875201,227477982,780513268.7,360256452.5,1838087411,3556875201
 01/07  18:00:00,74616546.55,1512967814,0,550824251.5,3623105211,10764698.2,2096326816,3623105211,226451409.2,777275660.7,644910000.3,1548301165,3623105211
 01/07  19:00:00,74616546.55,0,0,549263140,3543484606,12690568.53,2096326816,3543484606,146466045.4,695535218.4,644910000.3,22583608.33,3543484606
 01/07  20:00:00,80771321.23,0,0,548436480.1,3454087568,8360684.798,2096326816,3454087568,144528089.1,692964569.2,556452688.2,35225420.27,3454087568
 01/07  21:00:00,80771321.23,0,0,547622975.9,3452861682,8360684.798,2096326816,3452861682,144115707.2,691738683,556452688.2,22614142.33,3452861682
 01/07  22:00:00,80771321.23,0,0,546505017.5,3363490280,8360684.798,2096326816,3363490280,144319575.8,690824593.3,467995376,48475239.66,3363490280
 01/07  23:00:00,80771321.23,0,0,545783276.6,3272359861,8360684.798,2096326816,3272359861,142368209.4,688151486,379538063.8,22402433.35,3272359861
 01/07  24:00:00,80771321.23,0,0,545289584.8,3187854979,8360684.798,2096326816,3187854979,146814331.6,692103916.4,291080751.6,22352894.14,3187854979
 01/08  01:00:00,80771321.23,0,0,545247093.4,3046975174,8289832.597,2096326816,3046975174,143771142.4,689018235.8,153357479.7,9975553.087,3046975174
 01/08  02:00:00,80771321.23,0,0,545052711.3,3046562107,8289832.597,2096326816,3046562107,143552457.3,688605168.6,153357479.7,9975553.087,3046562107
 01/08  03:00:00,80771321.23,0,0,544685997.1,3046313885,8289832.597,2096326816,3046313885,143670949.6,688356946.7,153357479.7,9975553.087,3046313885
 01/08  04:00:00,80771321.23,0,0,543995874.4,3044256552,8289832.597,2096326816,3044256552,142303738.5,686299612.9,153357479.7,9975553.087,3044256552
 01/08  05:00:00,80771321.23,0,0,543109420.6,3091525733,8289832.597,2096326816,3091525733,146230717.3,689340137.9,197586135.8,9975553.087,3091525733
 01/08  06:00:00,80771321.23,0,0,542468701.7,3176053298,8289832.597,2096326816,3176053298,142941689.4,685410391,286043448,9975553.087,3176053298
 01/08  07:00:00,80771321.23,0,0,541860364.8,3445859330,8360684.798,2096326816,3445859330,142875965.9,684736330.6,556452688.2,9975553.087,3445859330
 01/08  08:00:00,79979794.48,0,0,541165651.2,3431649271,8360684.798,2096326816,3431649271,143006555.1,684172206.3,543598280.6,9975553.087,3431649271
