Date/Time,InteriorLights:Electricity [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),ElectricityNet:Facility [J](Hourly),Pumps:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),ElectricityPurchased:Facility [J](Hourly),Fans:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),ExteriorLights:Electricity [J](Hourly),Gas:Facility [J](Hourly),Electricity:Facility [J](Hourly) 
 01/16  05:00:00,80771321.23,56037860.85,0,555548468.7,3242743406,8352634.62,2227359132,3242743406,153914224.7,709462693.4,197586135.8,66013413.93,3242743406
 01/16  06:00:00,161542642.5,529028666.6,0,557014260.8,3536378129,60877754.57,2227359132,3536378129,224329402.4,779020669.5,286043448,539004219.7,3536378129
 01/16  07:00:00,149233093.1,3102851824,0,553979305.9,3750735707,12853695.27,2227359132,3750735707,231646303.6,785625609.5,556452688.2,3112827377,3750735707
 01/16  08:00:00,444875924.4,2553828182,0,554035271.4,3978423757,12249361.18,2227359132,3978423757,227750158.5,781785429.9,492942420.7,2606262219,3978423757
 01/16  09:00:00,1231046909,1449339010,0,555654336.2,5403275215,10461955.25,2882520710,5403275215,262093254.4,817747590.6,442286560.9,1581833536,5403275215
 01/16  10:00:00,1157182968,981870571.7,0,557456979.1,5212059272,9700259.402,2882520710,5212059272,276386274.1,833843253.2,309600592.6,1143429177,5212059272
 01/16  11:00:00,1139816321,712354238.8,0,557051504.2,5025946346,9291422.981,2882520710,5025946346,285368930.9,842420435.2,132685968.3,877261435.2,5025946346
 01/16  12:00:00,1139816321,528914908.5,0,556164039.7,5033286866,9030436.537,2882520710,5033286866,293857901.8,850021941.5,132685968.3,714706134.5,5033286866
 01/16  13:00:00,1139816321,566968302.3,0,554973512,4878299659,9073960.154,2751488394,4878299659,271050014.8,826023526.7,132685968.3,793304173.8,4878299659
 01/16  14:00:00,1139816321,241074166.8,0,558329998.4,5155107597,112568690.8,2882520710,5155107597,309974419.8,863654234.3,132685968.3,462193272.6,5155107597
 01/16  15:00:00,1139816321,211282166.3,0,557400380.5,5180020819,112531474.7,2882520710,5180020819,335854476.3,888603755.2,132685968.3,374367436.3,5180020819
 01/16  16:00:00,1182166629,190391960.9,0,556742699.3,5217156682,112505348.9,2882520710,5217156682,331323837.8,883408485.3,132685968.3,324084716,5217156682
 01/16  17:00:00,1292277453,260127815.7,0,557496465.8,5505721026,112590485.8,2882520710,5505721026,332023829.8,884866786.5,309600592.6,434949139.3,5505721026
 01/16  18:00:00,746165465.5,1126527430,0,555098824.4,4581230947,9836613.185,2358391447,4581230947,247617107.4,802715931.8,644910000.3,1253716146,4581230947
 01/16  19:00:00,447699279.3,1687117450,0,556572785,4138474733,10723649.23,2227359132,4138474733,231998398.1,788571183.1,644910000.3,1772100080,4138474733
 01/16  20:00:00,447699279.3,1858055417,0,557777845.5,4051034100,11099197.04,2227359132,4051034100,231434469,789212314.5,556452688.2,1923855798,4051034100
 01/16  21:00:00,298466186.2,1893827481,0,558368616.2,3901794927,11258233.37,2227359132,3901794927,230678582,789047198.2,556452688.2,1964170300,3901794927
 01/16  22:00:00,298466186.2,2050829045,0,558695273.1,3813620531,11635515.03,2227359132,3813620531,230257560.5,788952833.5,467995376,2095994824,3813620531
 01/16  23:00:00,149233093.1,0,0,559023963.6,3510364016,8360684.798,2227359132,3510364016,167637589.5,726661553.1,379538063.8,22405971.7,3510364016
 01/16  24:00:00,74616546.55,0,0,558410461.9,3384815509,13556545.28,2227359132,3384815509,200580583.4,758758333.2,291080751.6,22372130.94,3384815509
 01/17  01:00:00,80771321.23,0,0,555182742,3189291756,8289832.597,2227359132,3189291756,145119760.2,700302502.2,153357479.7,9975553.087,3189291756
 01/17  02:00:00,80771321.23,0,0,553422359.1,3276486641,26475344.26,2227359132,3276486641,215889515.7,768499293.6,153357479.7,9975553.087,3276486641
 01/17  03:00:00,80771321.23,0,0,552256781.8,3184535847,8289832.597,2227359132,3184535847,143289811.2,695546593.1,153357479.7,9975553.087,3184535847
 01/17  04:00:00,80771321.23,0,0,553633132,3190757263,8289832.597,2227359132,3190757263,148134877,701768009,153357479.7,9975553.087,3190757263
 01/17  05:00:00,80771321.23,54174507.64,0,555434365.2,3244389455,8363717.91,2227359132,3244389455,155663294.3,711097659.5,197586135.8,64150060.73,3244389455
 01/17  06:00:00,161542642.5,833146996.8,0,562404760.8,3607822093,113408877.8,2227359132,3607822093,237851743.7,795605862.6,286043448,843122549.8,3607822093
 01/17  07:00:00,149233093.1,3483572763,0,560496357.7,3757739641,14413974.77,2227359132,3757739641,230572906.5,791069264.2,556452688.2,3493548316,3757739641
 01/17  08:00:00,432465246,3170466847,0,563556777.7,3979278992,14638974.46,2227359132,3979278992,229104952.8,792661730.5,492942420.7,3223158875,3979278992
 01/17  09:00:00,1182166629,1667987702,0,567420258.2,5393129420,11625717.31,2882520710,5393129420,287898055.7,855318313.9,442286560.9,1802100477,5393129420
 01/17  10:00:00,1140522159,1308129868,0,569249674.2,5248813868,10756033.76,2882520710,5248813868,316953209.4,886202883.7,309600592.6,1464794721,5248813868
 01/17  11:00:00,1139816321,887545116.1,0,570207280.6,5127249074,9882317.371,2882520710,5127249074,372924988.9,943132269.4,132685968.3,1043314691,5127249074
 01/17  12:00:00,1139816321,854574476.9,0,570664058.6,5125687780,9786000.549,2882520710,5125687780,371003233.7,941667292.3,132685968.3,1048910183,5125687780
 01/17  13:00:00,1139816321,1463772129,0,570864228.7,4924489983,10886811.7,2751488394,4924489983,299536771.1,870400999.8,132685968.3,1695227014,4924489983
 01/17  14:00:00,1139816321,1159863789,0,571698296.4,5103485713,10295154.88,2882520710,5103485713,347161112.1,918956070.9,132685968.3,1386859318,5103485713
 01/17  15:00:00,1145213918,1220407627,0,572976238.4,5119708217,10399651.21,2882520710,5119708217,355513777.3,929676481.5,132685968.3,1364846155,5119708217
 01/17  16:00:00,1199812592,1417557378,0,574623455.6,5162899641,10768795.46,2882520710,5162899641,342094094.1,917900086.5,132685968.3,1564680450,5162899641
 01/17  17:00:00,1292983291,1425118113,0,576084906,5437188664,10789274.12,2882520710,5437188664,345307859,922083307.2,309600592.6,1601431455,5437188664
 01/17  18:00:00,746165465.5,2575799506,0,576705770.6,4616024005,13340686.54,2358391447,4616024005,256965844.1,834004915.9,644910000.3,2687914776,4616024005
 01/17  19:00:00,447699279.3,3361367546,0,576922527,4165245093,16349606.79,2227359132,4165245093,232793058.6,809715585.6,644910000.3,3461740104,4165245093
 01/17  20:00:00,447699279.3,3030997830,0,577482775,4077241679,16795799.01,2227359132,4077241679,232240516.5,809723291.5,556452688.2,3096779949,4077241679
 01/17  21:00:00,298466186.2,3004788472,0,578110807.1,3928413948,17390106.81,2227359132,3928413948,231423539,809534346.1,556452688.2,3071087813,3928413948
 01/17  22:00:00,298466186.2,3122691214,0,579301449,3841698052,18430572.4,2227359132,3841698052,230933847.5,810235296.4,467995376,3158825541,3841698052
 01/17  23:00:00,149233093.1,0,0,580866959.8,3553246658,8360684.798,2227359132,3553246658,188677236,769544195.8,379538063.8,22578097.14,3553246658
 01/17  24:00:00,74616546.55,0,0,581693867.8,3379991616,8360684.798,2227359132,3379991616,177669144.4,759363012.2,291080751.6,22415602.79,3379991616
 01/18  01:00:00,80771321.23,2770449.267,0,581344679.4,3279486362,8297005.221,2227359132,3279486362,209145255.5,790489935,153357479.7,12746002.35,3279486362
 01/18  02:00:00,80771321.23,4698476.342,0,580979990.2,3239234632,8301955.193,2227359132,3239234632,169253265.3,750233255.5,153357479.7,14674029.43,3239234632
 01/18  03:00:00,80771321.23,5720564.138,0,581072296,3220980399,8304529.219,2227359132,3220980399,150904152.4,731976448.3,153357479.7,15696117.22,3220980399
 01/18  04:00:00,80771321.23,14214671.62,0,581517470,3228555882,8326117.549,2227359132,3228555882,158012872.6,739530342.6,153357479.7,24190224.71,3228555882
 01/18  05:00:00,80771321.23,363553027.9,0,581903137.8,3343396047,9170193.806,2227359132,3343396047,227394637.5,809297775.2,197586135.8,373528581,3343396047
 01/18  06:00:00,161542642.5,995749657.6,0,583003488.1,3513153742,10391960.21,2227359132,3513153742,225601582.4,808605070.5,286043448,1005725211,3513153742
 01/18  07:00:00,149233093.1,5077080603,0,585798730.3,3799606328,21166938.73,2227359132,3799606328,240384257.5,826182987.8,556452688.2,5087056156,3799606328
 01/18  08:00:00,426960710.8,4211283472,0,589016144.4,4011430777,20620110.03,2227359132,4011430777,235320770.8,824336915.2,492942420.7,4263846935,4011430777
 01/18  09:00:00,1191342530,3037730199,0,592762716.7,5418744101,17614367.47,2882520710,5418744101,272991745.2,865768443.9,442286560.9,3170165452,5418744101
 01/18  10:00:00,1173696568,2265439076,0,593791651.1,5306183970,14651689.42,2882520710,5306183970,312177777.7,906502921,309600592.6,2427003202,5306183970
 01/18  11:00:00,1154537027,1723170669,0,593030674.8,5161441969,12471323.71,2882520710,5161441969,366691159.3,960015451.2,132685968.3,1888310312,5161441969
 01/18  12:00:00,1139816321,1339353569,0,591975351.3,5178471137,11183735.31,2882520710,5178471137,400862533,993052913.9,132685968.3,1525400495,5178471137
 01/18  13:00:00,1139816321,1308770040,0,590449750.6,5004980508,10859270,2751488394,5004980508,360450731.3,950919066.1,132685968.3,1535665776,5004980508
 01/18  14:00:00,1145640441,987900852,0,588798706.4,5180373838,10077073.61,2882520710,5180373838,401439449.3,990238155.7,132685968.3,1213511642,5180373838
 01/18  15:00:00,1173696568,1047240783,0,587776662.3,5233120909,10145247.24,2882520710,5233120909,427084264.8,1014860927,132685968.3,1206248045,5233120909
 01/18  16:00:00,1182166629,1227054089,0,587881403.3,5218109294,10465514.84,2882520710,5218109294,403177579.7,991058983,132685968.3,1360885863,5218109294
 01/18  17:00:00,1275337324,1535327087,0,588643870.3,5451807732,11084161.52,2882520710,5451807732,365409585.3,954053455.6,309600592.6,1710391598,5451807732
 01/18  18:00:00,746165465.5,3165179993,0,589611382.5,4630110467,15277323.3,2358391447,4630110467,256543358.8,846154741.3,644910000.3,3293280678,4630110467
 01/18  19:00:00,447699279.3,3537139953,0,590356542.6,4181696009,18481796.19,2227359132,4181696009,233677769.7,824034312.3,644910000.3,3622288560,4181696009
 01/18  20:00:00,447699279.3,3132446066,0,591279749.7,4093629044,18713712.21,2227359132,4093629044,232912993.9,824192743.5,556452688.2,3198303898,4093629044
 01/18  21:00:00,298466186.2,3128358199,0,592580394.3,3945060958,18978699.21,2227359132,3945060958,232012369.5,824592763.8,556452688.2,3208841781,3945060958
 01/18  22:00:00,298466186.2,3241987423,0,594190109.5,3857963011,19270178.68,2227359132,3857963011,231470540.1,825660649.6,467995376,3277541025,3857963011
 01/18  23:00:00,149233093.1,0,0,595669615.6,3528755150,8360684.798,2227359132,3528755150,149383072.4,745052688,379538063.8,22422977.85,3528755150
 01/18  24:00:00,74616546.55,0,0,595723931.4,3438382872,8360684.798,2227359132,3438382872,222030337.3,817754268.7,291080751.6,22414955.25,3438382872
 01/19  01:00:00,80771321.23,0,0,597406658.2,3231614587,8289832.597,2227359132,3231614587,145218674.8,742625333,153357479.7,9975553.087,3231614587
 01/19  02:00:00,80771321.23,0,0,598968417,3234321814,8289832.597,2227359132,3234321814,146364143,745332560,153357479.7,9975553.087,3234321814
 01/19  03:00:00,80771321.23,2339413.654,0,599171420.4,3236403871,8295894.183,2227359132,3236403871,148237135.1,747408555.5,153357479.7,12314966.74,3236403871
 01/19  04:00:00,80771321.23,4256679.199,0,598396812.9,3243623017,8300835.34,2227359132,3243623017,156225946.7,754622759.6,153357479.7,14232232.29,3243623017
 01/19  05:00:00,80771321.23,168044650,0,598569369.5,3363604196,8716673.537,2227359132,3363604196,231390074.9,829959444.4,197586135.8,178020203,3363604196
 01/19  06:00:00,161542642.5,714054670.1,0,598327109.2,3523761782,9925643.609,2227359132,3523761782,221352318.3,819679427.5,286043448,724030223.2,3523761782
 01/19  07:00:00,149233093.1,4844466165,0,599659237.2,3812045934,21340189,2227359132,3812045934,238790106.3,838449343.5,556452688.2,4854441718,3812045934
 01/19  08:00:00,427935796.1,4253851788,0,602031806.3,4022891679,20913499.06,2227359132,4022891679,232497536,834529342.3,492942420.7,4306252449,4022891679
 01/19  09:00:00,1207576815,2849942372,0,602063626,5445837735,17033305.89,2882520710,5445837735,274663719.1,877208854.4,442286560.9,2983583616,5445837735
 01/19  10:00:00,1174123091,1677860603,0,597493870.3,5330715232,12709835.52,2882520710,5330715232,335055643.6,932549513.8,309600592.6,1839681971,5330715232
 01/19  11:00:00,1170344788,1032712204,0,592521198.5,5203465615,10631856.22,2882520710,5203465615,395549605.1,988070803.6,132685968.3,1192452959,5203465615
 01/19  12:00:00,1139816321,684401566,0,590990324.9,5212377470,61681845.77,2882520710,5212377470,385470811.5,974138819.5,132685968.3,876828282.8,5212377470
 01/19  13:00:00,1139816321,625562368.7,0,588862622.2,5067422845,87486953.86,2751488394,5067422845,347871097,933250737.7,132685968.3,852540216.4,5067422845
 01/19  14:00:00,1145640441,478395472.5,0,587239266.3,5264185154,113144792.1,2882520710,5264185154,383742487.2,966323765.3,132685968.3,700110413.1,5264185154
 01/19  15:00:00,1173696568,419056570.2,0,584662890.9,5329386838,113013925.8,2882520710,5329386838,423595286.3,1003594274,132685968.3,580806565.5,5329386838
 01/19  16:00:00,1187564227,432532282.7,0,584169039.1,5350235893,113023405.1,2882520710,5350235893,431061054.8,1010580226,132685968.3,566351997.5,5350235893
 01/19  17:00:00,1275337324,721815034.7,0,580502334.3,5462772523,9625219.855,2882520710,5462772523,385974853.7,966477188,309600592.6,896976223.5,5462772523
 01/19  18:00:00,746165465.5,2233474754,0,582599009.7,4626421474,12837117.79,2358391447,4626421474,262306944.4,844905954.1,644910000.3,2360282997,4626421474
 01/19  19:00:00,447699279.3,3412297821,0,583990699.7,4174568250,17043581.9,2227359132,4174568250,234354068,818344767.7,644910000.3,3497332874,4174568250
 01/19  20:00:00,447699279.3,2919867653,0,584681826.1,4086053534,17328533.86,2227359132,4086053534,233320585.7,818002411.8,556452688.2,2985694133,4086053534
 01/19  21:00:00,298466186.2,2802631897,0,584471009.6,3935905129,17562003.66,2227359132,3935905129,232382621.2,816853630.8,556452688.2,2873718861,3935905129
 01/19  22:00:00,298466186.2,2912131834,0,584882029,3848173623,18421369.16,2227359132,3848173623,231838041.7,816720070.7,467995376,2956632510,3848173623
 01/19  23:00:00,149233093.1,0,0,585360088.9,3574502393,8360684.798,2227359132,3574502393,205439841.6,790799930.4,379538063.8,22407120.84,3574502393
 01/19  24:00:00,74616546.55,0,0,584402003.3,3368668782,8360684.798,2227359132,3368668782,163638175.5,748040178.8,291080751.6,22403307.14,3368668782
 01/20  01:00:00,80771321.23,0,0,582294439.1,3279929794,8289832.597,2227359132,3279929794,208646100.7,790940539.8,153357479.7,9975553.087,3279929794
 01/20  02:00:00,80771321.23,0,0,579447655.4,3230839628,8289832.597,2227359132,3230839628,162402718.1,741850373.5,153357479.7,9975553.087,3230839628
 01/20  03:00:00,80771321.23,0,0,576955950,3231674513,8289832.597,2227359132,3231674513,165729309.1,742685259.1,153357479.7,9975553.087,3231674513
 01/20  04:00:00,80771321.23,0,0,574397529.1,3265781331,8289832.597,2227359132,3265781331,202394547.5,776792076.6,153357479.7,9975553.087,3265781331
 01/20  05:00:00,80771321.23,22101882.46,0,573371506.6,3263135726,8350735.083,2227359132,3263135726,156485406.5,729856913.1,197586135.8,32077435.55,3263135726
 01/20  06:00:00,161542642.5,347360750.6,0,573335929,3510375901,9184098.813,2227359132,3510375901,233699161.7,807035090.7,286043448,357336303.7,3510375901
 01/20  07:00:00,149233093.1,2602099142,0,572095464.4,3771631477,15008436.14,2227359132,3771631477,232271174.4,804366638.7,556452688.2,2612074695,3771631477
 01/20  08:00:00,446675124.5,2519202014,0,571857722.6,4002838763,14373646.99,2227359132,4002838763,230419228,802276950.5,492942420.7,2571809092,4002838763
 01/20  09:00:00,1276043168,1425684993,0,572446071.9,5493775363,11317177.43,2882520710,5493775363,289950186.7,862396258.6,442286560.9,1559643319,5493775363
 01/20  10:00:00,1185944933,1263828869,0,572328080,5286800847,10681822.69,2882520710,5286800847,306513220.3,878841300.3,309600592.6,1423605028,5286800847
 01/20  11:00:00,1161874726,1250010231,0,572019661.6,5091966415,10508749.48,2882520710,5091966415,313145110.2,885164771.8,132685968.3,1406573714,5091966415
 01/20  12:00:00,1139816321,1108066552,0,571380974.5,5075213141,10169066.11,2882520710,5075213141,319428612.4,890809587,132685968.3,1303003649,5075213141
 01/20  13:00:00,1139816321,1366143281,0,570676932.7,4916253583,10592462.68,2751488394,4916253583,291782015.2,862458947.9,132685968.3,1597898362,4916253583
 01/20  14:00:00,1139816321,1070796066,0,570409941.2,5084693052,10047178.61,2882520710,5084693052,330001445,900411386.1,132685968.3,1292630314,5084693052
 01/20  15:00:00,1139816321,989444345,0,569830566.8,5086898008,9890390.988,2882520710,5086898008,332942563.1,902773129.9,132685968.3,1144827226,5086898008
 01/20  16:00:00,1169431332,939772049.9,0,569227018.5,5119227078,9788343.07,2882520710,5119227078,336362216.9,905589235.4,132685968.3,1079700292,5119227078
 01/20  17:00:00,1309217582,990254658.5,0,569124415.1,5440291253,9855711.078,2882520710,5440291253,340760752.7,909885167.8,309600592.6,1165498669,5440291253
 01/20  18:00:00,746165465.5,2298572983,0,569825148.9,4605540777,12281532.87,2358391447,4605540777,254755693.4,824580842.3,644910000.3,2414300081,4605540777
 01/20  19:00:00,447699279.3,3050610902,0,570825642.7,4157314312,14433657.48,2227359132,4157314312,232875111.5,803700754.2,644910000.3,3146311917,4157314312
 01/20  20:00:00,447699279.3,2935572477,0,571645380.3,4069654231,15060973.99,2227359132,4069654231,232225288.3,803870668.6,556452688.2,3001379973,4069654231
 01/20  21:00:00,298466186.2,2941141943,0,572564671.4,3921173578,15797229.51,2227359132,3921173578,231322182.4,803886853.8,556452688.2,3007510243,3921173578
 01/20  22:00:00,298466186.2,2622591053,0,572973578.2,3832171183,15238843.88,2227359132,3832171183,230926578.5,803900156.7,467995376,2671578858,3832171183
 01/20  23:00:00,149233093.1,0,0,572079285.3,3527036156,8360684.798,2227359132,3527036156,171254408.8,743333694.1,379538063.8,22400194.07,3527036156
 01/20  24:00:00,74616546.55,0,0,571054862.9,3393610389,8360684.798,2227359132,3393610389,201926922.3,772981785.2,291080751.6,22384464.94,3393610389
 01/21  01:00:00,80771321.23,0,0,568969234.5,3071957408,8289832.597,2096326816,3071957408,145031235.4,714000469.9,153357479.7,9975553.087,3071957408
 01/21  02:00:00,80771321.23,0,0,567101620.7,3070952897,8289832.597,2096326816,3070952897,145894337.3,712995958,153357479.7,9975553.087,3070952897
 01/21  03:00:00,80771321.23,0,0,565747657.4,3066752864,8289832.597,2096326816,3066752864,143048268.1,708795925.4,153357479.7,9975553.087,3066752864
 01/21  04:00:00,80771321.23,0,0,564642105.9,3070518159,8289832.597,2096326816,3070518159,147919114.4,712561220.3,153357479.7,9975553.087,3070518159
 01/21  05:00:00,80771321.23,18439416.41,0,563363723.4,3121140379,8328511.832,2096326816,3121140379,155552381.2,718916104.7,197586135.8,28414969.5,3121140379
 01/21  06:00:00,80771321.23,310914891,0,562168338.5,3279583389,8925619.145,2096326816,3279583389,226136357.2,788304695.8,286043448,320890444.1,3279583389
 01/21  07:00:00,149233093.1,2736062668,0,561777331.2,3759036419,14542916.91,2227359132,3759036419,230459769.3,792237100.4,556452688.2,2746038221,3759036419
 01/21  08:00:00,146668086.9,2662991644,0,561762948.8,3690283767,14276607.9,2227359132,3690283767,228063082,789826030.7,492942420.7,2685949300,3690283767
 01/21  09:00:00,399702252,2342645869,0,561890469.4,4025249353,13443334.84,2358391447,4025249353,230323799.8,792214269.2,442286560.9,2400555087,4025249353
 01/21  10:00:00,380174053,2199459078,0,561681600.2,3872578524,13018870.21,2358391447,3872578524,230500471.5,792182071.7,309600592.6,2288591617,3872578524
 01/21  11:00:00,379938773.5,2020008161,0,561326211.9,3694768047,12530306.88,2358391447,3694768047,230683850.6,792010062.5,132685968.3,2095801538,3694768047
 01/21  12:00:00,379938773.5,1917840009,0,560542601.8,3693874574,12202497,2358391447,3693874574,230901797.4,791444399.2,132685968.3,2012599442,3693874574
 01/21  13:00:00,189969386.8,1976418639,0,559695902,3303944723,12280494.69,2161842974,3303944723,228258508.6,787954410.6,132685968.3,2060290643,3303944723
 01/21  14:00:00,189969386.8,1891380135,0,558681265.1,3302692526,12044896.1,2161842974,3302692526,228256547.2,786937812.3,132685968.3,1974060255,3302692526
 01/21  15:00:00,189969386.8,1991246630,0,557854611.8,3301783630,12207295.84,2161842974,3301783630,228011904,785866515.8,132685968.3,2056872786,3301783630
 01/21  16:00:00,192792740.7,2018863858,0,557457019,3303910043,12224883.66,2161842974,3303910043,227694968.4,785151987.5,132685968.3,2082979630,3303910043
 01/21  17:00:00,210362583.9,2058575180,0,556564500.9,3497106786,12219278.66,2161842974,3497106786,227305367,783869867.9,309600592.6,2109439994,3497106786
 01/21  18:00:00,74616546.55,1875724561,0,555216518.2,3628473692,11934283.86,2096326816,3628473692,226258038.5,781474556.6,644910000.3,1911512271,3628473692
 01/21  19:00:00,74616546.55,0,0,553165976.4,3542297444,8360684.798,2096326816,3542297444,145705930.7,698871907.1,644910000.3,35243070.93,3542297444
 01/21  20:00:00,80771321.23,0,0,551974103.4,3456534011,8360684.798,2096326816,3456534011,143436908.4,695411011.8,556452688.2,22631096.92,3456534011
 01/21  21:00:00,80771321.23,0,0,551685188,3455946505,8360684.798,2096326816,3455946505,143138318.2,694823506.1,556452688.2,35245769.63,3455946505
 01/21  22:00:00,80771321.23,0,0,551796239.2,3369256568,8360684.798,2096326816,3369256568,144794642.1,696590881.2,467995376,35689222.85,3369256568
 01/21  23:00:00,80771321.23,4263695.252,0,551942027.1,3280682320,8367802.463,2096326816,3280682320,144524800.9,696466828,379538063.8,26841480.51,3280682320
 01/21  24:00:00,80771321.23,10185595.11,0,552427683.5,3201558895,8377617.983,2096326816,3201558895,153363215.5,705790899,291080751.6,32595484.24,3201558895
 01/22  01:00:00,80771321.23,15452107.51,0,552332285.3,3063412136,8315451.983,2096326816,3063412136,153097293,705429578.4,153357479.7,25427660.6,3063412136
 01/22  02:00:00,80771321.23,10354542.97,0,551579257.3,3062442295,8306930.955,2096326816,3062442295,152889000.4,704468257.7,153357479.7,20330096.06,3062442295
 01/22  03:00:00,80771321.23,13887313.94,0,550835375,3059083200,8312707.131,2096326816,3059083200,150268012.4,701103387.4,153357479.7,23862867.03,3059083200
 01/22  04:00:00,80771321.23,20081461.4,0,550134518.9,3058125585,8322830.421,2096326816,3058125585,150001129.5,700135648.4,153357479.7,30057014.48,3058125585
 01/22  05:00:00,80771321.23,16820921.23,0,549881912.7,3105092003,8317294.944,2096326816,3105092003,152997033.7,702878946.4,197586135.8,26796474.32,3105092003
 01/22  06:00:00,80771321.23,22798713.59,0,550063725.6,3196408030,8326899.161,2096326816,3196408030,155664331.3,705728056.9,286043448,32774266.68,3196408030
 01/22  07:00:00,80771321.23,24754933.04,0,549882939.7,3461109526,8400792.107,2096326816,3461109526,150063480.2,699946420,556452688.2,34730486.12,3461109526
 01/22  08:00:00,77328739.31,27388450.97,0,549319422.4,3393860222,8405089.199,2096326816,3393860222,150326245.6,699645668,492942420.7,37364004.06,3393860222
 01/22  09:00:00,71093227.82,10979825.65,0,548693802.3,3336036318,8378291.881,2096326816,3336036318,150046130.3,698739932.6,442286560.9,20955378.74,3336036318
 01/22  10:00:00,68588809.45,7022986.661,0,547664643.7,3203344485,8371911.221,2096326816,3203344485,153580223.1,701244866.8,309600592.6,29337660.74,3203344485
 01/22  11:00:00,68546361.68,10764568.73,0,546670804.1,3025503482,8377883.093,2096326816,3025503482,153684159.4,700354963.5,132685968.3,20740121.82,3025503482
 01/22  12:00:00,68546361.68,6717806.163,0,546297694.6,3023076088,8371407.981,2096326816,3023076088,151636350.6,697934045.2,132685968.3,41701957.6,3023076088
 01/22  13:00:00,68546361.68,6409059.829,0,546654791.9,3024709494,8370897.33,2096326816,3024709494,152913170.1,699567962,132685968.3,28928836.99,3024709494
 01/22  14:00:00,68546361.68,9101663.075,0,547913973.1,3026675434,8375191.212,2096326816,3026675434,153615634.7,701529607.8,132685968.3,44831192.25,3026675434
 01/22  15:00:00,68546361.68,6915565.645,0,551060813.2,3034795474,8371665.517,2096326816,3034795474,158592360.5,709653173.7,132685968.3,42061164.17,3034795474
 01/22  16:00:00,70159376.9,14751096.84,0,557748096.6,3041252612,8384097.71,2096326816,3041252612,156736767.7,714484864.3,132685968.3,24726649.93,3041252612
 01/22  17:00:00,74765075.01,24146691.33,0,563894864.3,3224527908,8399038.322,2096326816,3224527908,152330033,716224897.3,309600592.6,46470997.13,3224527908
 01/22  18:00:00,80771321.23,31840165.09,0,563511059.1,3564280568,8411479.499,2096326816,3564280568,151138402.8,714649461.9,644910000.3,54167157.92,3564280568
 01/22  19:00:00,80771321.23,34400478.62,0,559979464.3,3560312685,8415455.866,2096326816,3560312685,150698137.9,710677602.2,644910000.3,44376031.71,3560312685
 01/22  20:00:00,80771321.23,26736473.87,0,557441924.2,3471711763,8402675.841,2096326816,3471711763,153104848.5,710546772.7,556452688.2,49057082.78,3471711763
 01/22  21:00:00,80771321.23,100471973.6,0,557403265,3547319340,47488356.05,2096326816,3547319340,189665404.3,745324904.3,556452688.2,122783309.4,3547319340
 01/22  22:00:00,80771321.23,102631253.6,0,557693352,3507324959,86457779.27,2096326816,3507324959,198868825.2,753068523.1,467995376,125256171.9,3507324959
 01/22  23:00:00,80771321.23,95618848.86,0,556862414.4,3417970163,86444184.8,2096326816,3417970163,198815874,752186505.5,379538063.8,118019486.1,3417970163
 01/22  24:00:00,80771321.23,100792153.8,0,556597796.6,3334652875,91645865.75,2096326816,3334652875,199018834.3,751889591.3,291080751.6,123100057.2,3334652875
 01/23  01:00:00,80771321.23,174794823.9,0,556932450.8,3367551824,112465278.1,2227359132,3367551824,217454673.8,769737794.8,153357479.7,184770377,3367551824
 01/23  02:00:00,80771321.23,207117307.6,0,555703020.5,3329314426,90858923.49,2227359132,3329314426,202053060.9,754066442.2,153357479.7,217092860.7,3329314426
 01/23  03:00:00,80771321.23,103564359.2,0,556040966.8,3321922052,86373320,2227359132,3321922052,198808343.3,751356970.3,153357479.7,113539912.3,3321922052
 01/23  04:00:00,80771321.23,136126964.7,0,556956634,3323230393,86417942.13,2227359132,3323230393,199156394.8,752623571.7,153357479.7,146102517.7,3323230393
 01/23  05:00:00,80771321.23,633520109.5,0,558395717.7,3377677877,87168127.13,2227359132,3377677877,207185954.3,762093768.5,197586135.8,643495662.6,3377677877
 01/23  06:00:00,161542642.5,2013514372,0,563288399.7,3626069290,115187277.4,2227359132,3626069290,253436902.3,812079631.2,286043448,2023489925,3626069290
 01/23  07:00:00,149233093.1,6876030819,0,563090738.6,3798829756,22066166.95,2227359132,3798829756,261416448.8,824507187.4,556452688.2,6886006372,3798829756
 01/23  08:00:00,426960710.8,4943916861,0,567411039.2,3997164027,21536769.35,2227359132,3997164027,241742466.5,809153505.7,492942420.7,4996795716,3997164027
 01/23  09:00:00,1187564227,3659778186,0,572563943.9,5362671851,19388610.28,2882520710,5362671851,239136310.8,811700254.7,442286560.9,3794167829,5362671851
 01/23  10:00:00,1156756444,3091791331,0,574724916.1,5201234396,18573681.81,2882520710,5201234396,239846562.5,814571478.6,309600592.6,3248221323,5201234396
 01/23  11:00:00,1140242844,2848509548,0,575089962.3,5005824212,18157518.71,2882520710,5005824212,237915720,813005682.3,132685968.3,3005478684,5005824212
 01/23  12:00:00,1144934603,2676592003,0,574660903.9,5009344918,17415000.3,2882520710,5009344918,237916244.2,812577148.1,132685968.3,2871859825,5009344918
