Date/Time,ElectricityNet:Facility [J](Hourly),Heating:Electricity [J](Hourly),Heating:Gas [J](Hourly),Fans:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),WaterSystems:Electricity [J](Hourly),ElectricityPurchased:Facility [J](Hourly),ExteriorLights:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),Gas:Facility [J](Hourly),Gas:HVAC [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Cooling:Electricity [J](Hourly) 
 11/19  22:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 11/19  23:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 11/19  24:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 11/20  01:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 11/20  02:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 11/20  03:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 11/20  04:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 11/20  05:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 11/20  06:00:00,14653150.36,0,0,0,4100129.495,2055596.969,14653150.36,2258096.4,0,0,0,0,6239327.492,14653150.36,2055596.969,0
 11/20  07:00:00,31781431.18,11019523.67,0,5557023.551,4100129.495,2055596.969,31781431.18,2809830,0,16576547.22,0,0,6239327.492,31781431.18,2055596.969,0
 11/20  08:00:00,29709822.28,8370681.271,0,5557023.551,7487192.991,2055596.969,29709822.28,0,2.18E-05,13927704.82,0,0,6239327.492,29709822.28,2055596.969,0
 11/20  09:00:00,40056469.95,4183559.394,0,5557023.551,15781635.05,2055596.969,40056469.95,0,2.18E-05,9740582.945,0,0,12478654.98,40056469.95,2055596.969,0
 11/20  10:00:00,38411777.71,3065922.364,0,5557023.551,15254579.84,2055596.969,38411777.71,0,2.18E-05,8622945.915,0,0,12478654.98,38411777.71,2055596.969,0
 11/20  11:00:00,37349617.58,2266112.167,0,5557023.551,14992229.91,2055596.969,37349617.58,0,2.18E-05,7823135.719,0,0,12478654.98,37349617.58,2055596.969,0
 11/20  12:00:00,36531050.34,1618563.2,0,5557023.551,14821211.64,2055596.969,36531050.34,0,2.18E-05,7175586.752,0,0,12478654.98,36531050.34,2055596.969,0
 11/20  13:00:00,34638811.33,1971922.173,0,5557023.551,13324332.95,2055596.969,34638811.33,0,2.18E-05,7528945.724,0,0,11729935.69,34638811.33,2055596.969,0
 11/20  14:00:00,35520719.76,413792.5984,0,5557023.551,15015651.66,2055596.969,35520719.76,0,2.18E-05,5970816.15,0,0,12478654.98,35520719.76,2055596.969,0
 11/20  15:00:00,35399589.62,17423.98275,0,5557023.551,15290890.14,2055596.969,35399589.62,0,2.18E-05,5574447.534,0,0,12478654.98,35399589.62,2055596.969,0
 11/20  16:00:00,35621093.82,0,0,5557023.551,15529818.32,2055596.969,35621093.82,0,2.18E-05,5557023.551,0,0,12478654.98,35621093.82,2055596.969,0
 11/20  17:00:00,37259192.49,0,0,5557023.551,16043984.98,2055596.969,37259192.49,1123932,2.18E-05,5557023.551,0,0,12478654.98,37259192.49,2055596.969,0
 11/20  18:00:00,28594513.12,496512.6247,0,5557023.551,10874256.49,2055596.969,28594513.12,3371796,2.18E-05,6053536.176,0,0,6239327.492,28594513.12,2055596.969,0
 11/20  19:00:00,22382510.67,1415170.166,0,5557023.551,7487192.991,2055596.969,22382510.67,3371796,2.18E-05,6972193.717,0,0,2495730.997,22382510.67,2055596.969,0
 11/20  20:00:00,15410316.96,0,0,0,7487192.991,2055596.969,15410316.96,3371796,2.18E-05,0,0,0,2495730.997,15410316.96,2055596.969,0
 11/20  21:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
 11/20  22:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
 11/20  23:00:00,12023253.46,0,0,0,4100129.495,2055596.969,12023253.46,3371796,0,0,0,0,2495730.997,12023253.46,2055596.969,0
 11/20  24:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 11/21  01:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 11/21  02:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 11/21  03:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 11/21  04:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 11/21  05:00:00,13761817.86,0,0,0,3208796.996,2055596.969,13761817.86,2258096.4,0,0,0,0,6239327.492,13761817.86,2055596.969,0
 11/21  06:00:00,14653150.36,0,0,0,4100129.495,2055596.969,14653150.36,2258096.4,0,0,0,0,6239327.492,14653150.36,2055596.969,0
 11/21  07:00:00,26632385.53,5308512.027,0,5557023.551,4100129.495,2055596.969,26632385.53,3371796,0,10865535.58,0,0,6239327.492,26632385.53,2055596.969,0
 11/21  08:00:00,24895151.17,3566940.315,0,5557023.551,7476262.841,2055596.969,24895151.17,0,2.18E-05,9123963.867,0,0,6239327.492,24895151.17,2055596.969,0
 11/21  09:00:00,36043171.81,409189.4433,0,5557023.551,15542706.86,2055596.969,36043171.81,0,2.18E-05,5966212.995,0,0,12478654.98,36043171.81,2055596.969,0
 11/21  10:00:00,34863547.29,31858.60632,0,5557023.551,14740413.18,2055596.969,34863547.29,0,2.18E-05,5588882.158,0,0,12478654.98,34863547.29,2055596.969,0
 11/21  11:00:00,34460407.87,0,0,5557023.551,14369132.36,2055596.969,34460407.87,0,2.18E-05,5557023.551,0,0,12478654.98,34460407.87,2055596.969,0
 11/21  12:00:00,34447519.32,0,0,5557023.551,14356243.82,2055596.969,34447519.32,0,2.18E-05,5557023.551,0,0,12478654.98,34447519.32,2055596.969,0
 11/21  13:00:00,31835148.23,6325.01507,0,5557023.551,12486267.01,2055596.969,31835148.23,0,2.18E-05,5563348.566,0,0,11729935.69,31835148.23,2055596.969,0
 11/21  14:00:00,34319877.36,0,0,5557023.551,14228601.86,2055596.969,34319877.36,0,2.18E-05,5557023.551,0,0,12478654.98,34319877.36,2055596.969,0
 11/21  15:00:00,34104370.93,0,0,5557023.551,14013095.43,2055596.969,34104370.93,0,2.18E-05,5557023.551,0,0,12478654.98,34104370.93,2055596.969,0
 11/21  16:00:00,34714579.93,0,0,5557023.551,14623304.43,2055596.969,34714579.93,0,2.18E-05,5557023.551,0,0,12478654.98,34714579.93,2055596.969,0
 11/21  17:00:00,37103418.1,0,0,5557023.551,15888210.59,2055596.969,37103418.1,1123932,2.18E-05,5557023.551,0,0,12478654.98,37103418.1,2055596.969,0
 11/21  18:00:00,28552804.52,454804.0231,0,5557023.551,10874256.49,2055596.969,28552804.52,3371796,2.18E-05,6011827.574,0,0,6239327.492,28552804.52,2055596.969,0
 11/21  19:00:00,23170816.41,2203475.904,0,5557023.551,7487192.991,2055596.969,23170816.41,3371796,2.18E-05,7760499.455,0,0,2495730.997,23170816.41,2055596.969,0
 11/21  20:00:00,15410316.96,0,0,0,7487192.991,2055596.969,15410316.96,3371796,2.18E-05,0,0,0,2495730.997,15410316.96,2055596.969,0
 11/21  21:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
 11/21  22:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
 11/21  23:00:00,12323253.46,300000,0,0,4100129.495,2055596.969,12323253.46,3371796,0,300000,0,0,2495730.997,12323253.46,2055596.969,0
 11/21  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 11/22  01:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 11/22  02:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 11/22  03:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 11/22  04:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 11/22  05:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 11/22  06:00:00,15553150.36,900000,0,0,4100129.495,2055596.969,15553150.36,2258096.4,0,900000,0,0,6239327.492,15553150.36,2055596.969,0
 11/22  07:00:00,35028406.57,13704533.06,2866221.105,5557023.551,4100129.495,2055596.969,35028406.57,3371796,0,19261556.61,2866221.105,2866221.105,6239327.492,35028406.57,2055596.969,0
 11/22  08:00:00,29060178.8,7964798.576,0,5557023.551,7243432.212,2055596.969,29060178.8,0,2.18E-05,13521822.13,0,0,6239327.492,29060178.8,2055596.969,0
 11/22  09:00:00,36634191.79,2408001.426,0,5557023.551,14134914.86,2055596.969,36634191.79,0,2.18E-05,7965024.978,0,0,12478654.98,36634191.79,2055596.969,0
 11/22  10:00:00,34627176.08,764088.6745,0,5557023.551,13771811.9,2055596.969,34627176.08,0,2.18E-05,6321112.226,0,0,12478654.98,34627176.08,2055596.969,0
 11/22  11:00:00,34383297.1,545986.7795,0,5557023.551,13746034.81,2055596.969,34383297.1,0,2.18E-05,6103010.331,0,0,12478654.98,34383297.1,2055596.969,0
 11/22  12:00:00,34176370.59,281683.5598,0,5557023.551,13803411.52,2055596.969,34176370.59,0,2.18E-05,5838707.111,0,0,12478654.98,34176370.59,2055596.969,0
 11/22  13:00:00,31880375.63,379486.1815,0,5557023.551,12158333.25,2055596.969,31880375.63,0,2.18E-05,5936509.733,0,0,11729935.69,31880375.63,2055596.969,0
 11/22  14:00:00,33803846.38,13379.55897,0,5557023.551,13699191.31,2055596.969,33803846.38,0,2.18E-05,5570403.11,0,0,12478654.98,33803846.38,2055596.969,0
 11/22  15:00:00,34021217.14,0,0,5557023.551,13929941.63,2055596.969,34021217.14,0,2.18E-05,5557023.551,0,0,12478654.98,34021217.14,2055596.969,0
 11/22  16:00:00,34631426.14,0,0,5557023.551,14540150.63,2055596.969,34631426.14,0,2.18E-05,5557023.551,0,0,12478654.98,34631426.14,2055596.969,0
 11/22  17:00:00,37234174.52,71024.3766,0,5557023.551,15947942.64,2055596.969,37234174.52,1123932,2.18E-05,5628047.928,0,0,12478654.98,37234174.52,2055596.969,0
 11/22  18:00:00,29704786.93,1606786.434,0,5557023.551,10874256.49,2055596.969,29704786.93,3371796,2.18E-05,7163809.986,0,0,6239327.492,29704786.93,2055596.969,0
 11/22  19:00:00,25391048.45,4423707.942,0,5557023.551,7487192.991,2055596.969,25391048.45,3371796,2.18E-05,9980731.493,0,0,2495730.997,25391048.45,2055596.969,0
 11/22  20:00:00,16310316.96,900000,0,0,7487192.991,2055596.969,16310316.96,3371796,2.18E-05,900000,0,0,2495730.997,16310316.96,2055596.969,0
 11/22  21:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 11/22  22:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 11/22  23:00:00,12923253.46,900000,0,0,4100129.495,2055596.969,12923253.46,3371796,0,900000,0,0,2495730.997,12923253.46,2055596.969,0
 11/22  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 11/23  01:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 11/23  02:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 11/23  03:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 11/23  04:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 11/23  05:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 11/23  06:00:00,15553150.36,900000,0,0,4100129.495,2055596.969,15553150.36,2258096.4,0,900000,0,0,6239327.492,15553150.36,2055596.969,0
 11/23  07:00:00,39167275.73,17843402.22,4234229.469,5557023.551,4100129.495,2055596.969,39167275.73,3371796,0,23400425.77,4234229.469,4234229.469,6239327.492,39167275.73,2055596.969,0
 11/23  08:00:00,36942402.9,15791272.77,0,5557023.551,7299182.121,2055596.969,36942402.9,0,2.18E-05,21348296.32,0,0,6239327.492,36942402.9,2055596.969,0
 11/23  09:00:00,39092406.11,4783061.949,0,5557023.551,14218068.65,2055596.969,39092406.11,0,2.18E-05,10340085.5,0,0,12478654.98,39092406.11,2055596.969,0
 11/23  10:00:00,34955963.43,1116297.775,0,5557023.551,13748390.15,2055596.969,34955963.43,0,2.18E-05,6673321.326,0,0,12478654.98,34955963.43,2055596.969,0
 11/23  11:00:00,34473135.46,518716.3874,0,5557023.551,13863143.57,2055596.969,34473135.46,0,2.18E-05,6075739.939,0,0,12478654.98,34473135.46,2055596.969,0
 11/23  12:00:00,34313217.56,218267.9875,0,5557023.551,14003674.07,2055596.969,34313217.56,0,2.18E-05,5775291.539,0,0,12478654.98,34313217.56,2055596.969,0
 11/23  13:00:00,31992898.87,223451.7193,0,5557023.551,12426890.95,2055596.969,31992898.87,0,2.18E-05,5780475.271,0,0,11729935.69,31992898.87,2055596.969,0
 11/23  14:00:00,33816034.09,0,0,5557023.551,13722613.06,2055596.969,33816034.09,0,2.18E-05,5559169.076,0,0,12478654.98,33816034.09,2055596.969,2145.524691
 11/23  15:00:00,33984906.84,0,0,5557023.551,13893631.33,2055596.969,33984906.84,0,2.18E-05,5557023.551,0,0,12478654.98,33984906.84,2055596.969,0
 11/23  16:00:00,34608004.39,0,0,5557023.551,14516728.88,2055596.969,34608004.39,0,2.18E-05,5557023.551,0,0,12478654.98,34608004.39,2055596.969,0
 11/23  17:00:00,37163150.14,0,0,5557023.551,15947942.64,2055596.969,37163150.14,1123932,2.18E-05,5557023.551,0,0,12478654.98,37163150.14,2055596.969,0
 11/23  18:00:00,28782720.14,684719.6417,0,5557023.551,10874256.49,2055596.969,28782720.14,3371796,2.18E-05,6241743.193,0,0,6239327.492,28782720.14,2055596.969,0
 11/23  19:00:00,23303496.85,2336156.342,0,5557023.551,7487192.991,2055596.969,23303496.85,3371796,2.18E-05,7893179.893,0,0,2495730.997,23303496.85,2055596.969,0
 11/23  20:00:00,15410316.96,0,0,0,7487192.991,2055596.969,15410316.96,3371796,2.18E-05,0,0,0,2495730.997,15410316.96,2055596.969,0
 11/23  21:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
 11/23  22:00:00,13627651.96,0,0,0,5704527.993,2055596.969,13627651.96,3371796,2.18E-05,0,0,0,2495730.997,13627651.96,2055596.969,0
 11/23  23:00:00,12023253.46,0,0,0,4100129.495,2055596.969,12023253.46,3371796,0,0,0,0,2495730.997,12023253.46,2055596.969,0
 11/23  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 11/24  01:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 11/24  02:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 11/24  03:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 11/24  04:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 11/24  05:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 11/24  06:00:00,15553150.36,900000,0,0,4100129.495,2055596.969,15553150.36,2258096.4,0,900000,0,0,6239327.492,15553150.36,2055596.969,0
 11/24  07:00:00,35198407.86,13874534.36,3051230.272,5557023.551,4100129.495,2055596.969,35198407.86,3371796,0,19431557.91,3051230.272,3051230.272,6239327.492,35198407.86,2055596.969,0
 11/24  08:00:00,31433407.54,10299222.21,0,5557023.551,7282237.317,2055596.969,31433407.54,0,2.18E-05,15856245.76,0,0,6239327.492,31433407.54,2055596.969,0
 11/24  09:00:00,37365639.98,2947364.936,0,5557023.551,14326999.54,2055596.969,37365639.98,0,2.18E-05,8504388.487,0,0,12478654.98,37365639.98,2055596.969,0
 11/24  10:00:00,36007875.84,2048746.089,0,5557023.551,13867854.24,2055596.969,36007875.84,0,2.18E-05,7605769.641,0,0,12478654.98,36007875.84,2055596.969,0
 11/24  11:00:00,34837035.25,788929.1783,0,5557023.551,13956830.57,2055596.969,34837035.25,0,2.18E-05,6345952.73,0,0,12478654.98,34837035.25,2055596.969,0
 11/24  12:00:00,34841149.34,511982.2654,0,5557023.551,14237891.57,2055596.969,34841149.34,0,2.18E-05,6069005.817,0,0,12478654.98,34841149.34,2055596.969,0
 11/24  13:00:00,32527527.88,612345.3885,0,5557023.551,12572626.28,2055596.969,32527527.88,0,2.18E-05,6169368.94,0,0,11729935.69,32527527.88,2055596.969,0
 11/24  14:00:00,34084539.19,176963.6183,0,5557023.551,13816300.06,2055596.969,34084539.19,0,2.18E-05,5733987.17,0,0,12478654.98,34084539.19,2055596.969,0
 11/24  15:00:00,34119133.3,27650.91336,0,5557023.551,14000206.88,2055596.969,34119133.3,0,2.18E-05,5584674.465,0,0,12478654.98,34119133.3,2055596.969,0
 11/24  16:00:00,34537739.14,0,0,5557023.551,14446463.63,2055596.969,34537739.14,0,2.18E-05,5557023.551,0,0,12478654.98,34537739.14,2055596.969,0
 11/24  17:00:00,37030797.51,0,0,5557023.551,15815590,2055596.969,37030797.51,1123932,2.18E-05,5557023.551,0,0,12478654.98,37030797.51,2055596.969,0
 11/24  18:00:00,28945614.15,847613.6545,0,5557023.551,10874256.49,2055596.969,28945614.15,3371796,2.18E-05,6404637.206,0,0,6239327.492,28945614.15,2055596.969,0
 11/24  19:00:00,24081391.59,3114051.078,0,5557023.551,7487192.991,2055596.969,24081391.59,3371796,2.18E-05,8671074.63,0,0,2495730.997,24081391.59,2055596.969,0
 11/24  20:00:00,16310316.96,900000,0,0,7487192.991,2055596.969,16310316.96,3371796,2.18E-05,900000,0,0,2495730.997,16310316.96,2055596.969,0
 11/24  21:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 11/24  22:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 11/24  23:00:00,12923253.46,900000,0,0,4100129.495,2055596.969,12923253.46,3371796,0,900000,0,0,2495730.997,12923253.46,2055596.969,0
 11/24  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 11/25  01:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 11/25  02:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 11/25  03:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 11/25  04:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 11/25  05:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 11/25  06:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 11/25  07:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 11/25  08:00:00,8584233.225,900000,0,0,3132905.259,2055596.969,8584233.225,0,0,900000,0,0,2495730.997,8584233.225,2055596.969,0
 11/25  09:00:00,8306888.106,900000,0,0,2855560.14,2055596.969,8306888.106,0,0,900000,0,0,2495730.997,8306888.106,2055596.969,0
 11/25  10:00:00,7334738.583,0,0,0,2783410.617,2055596.969,7334738.583,0,0,0,0,0,2495730.997,7334738.583,2055596.969,0
 11/25  11:00:00,7330054.233,0,0,0,2778726.267,2055596.969,7330054.233,0,0,0,0,0,2495730.997,7330054.233,2055596.969,0
 11/25  12:00:00,7319272.329,0,0,0,2767944.363,2055596.969,7319272.329,0,0,0,0,0,2495730.997,7319272.329,2055596.969,0
 11/25  13:00:00,7336845.224,0,0,0,2785517.258,2055596.969,7336845.224,0,0,0,0,0,2495730.997,7336845.224,2055596.969,0
 11/25  14:00:00,7344107.283,0,0,0,2792779.317,2055596.969,7344107.283,0,0,0,0,0,2495730.997,7344107.283,2055596.969,0
 11/25  15:00:00,7401732.688,0,0,0,2850404.722,2055596.969,7401732.688,0,0,0,0,0,2495730.997,7401732.688,2055596.969,0
 11/25  16:00:00,7542511.889,0,0,0,2991183.923,2055596.969,7542511.889,0,0,0,0,0,2495730.997,7542511.889,2055596.969,0
 11/25  17:00:00,8876794.903,0,0,0,3201534.937,2055596.969,8876794.903,1123932,0,0,0,0,2495730.997,8876794.903,2055596.969,0
 11/25  18:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 11/25  19:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 11/25  20:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 11/25  21:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 11/25  22:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 11/25  23:00:00,11731920.96,600000,0,0,3208796.996,2055596.969,11731920.96,3371796,0,600000,0,0,2495730.997,11731920.96,2055596.969,0
 11/25  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 11/26  01:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 11/26  02:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 11/26  03:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 11/26  04:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 11/26  05:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 11/26  06:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 11/26  07:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 11/26  08:00:00,8584233.225,900000,0,0,3132905.259,2055596.969,8584233.225,0,0,900000,0,0,2495730.997,8584233.225,2055596.969,0
 11/26  09:00:00,8294941.697,900000,0,0,2843613.731,2055596.969,8294941.697,0,0,900000,0,0,2495730.997,8294941.697,2055596.969,0
 11/26  10:00:00,7301005.997,0,0,0,2749678.031,2055596.969,7301005.997,0,0,0,0,0,2495730.997,7301005.997,2055596.969,0
 11/26  11:00:00,7314587.979,0,0,0,2763260.013,2055596.969,7314587.979,0,0,0,0,0,2495730.997,7314587.979,2055596.969,0
 11/26  12:00:00,7342694.08,0,0,0,2791366.113,2055596.969,7342694.08,0,0,0,0,0,2495730.997,7342694.08,2055596.969,0
 11/26  13:00:00,7295850.579,0,0,0,2744522.613,2055596.969,7295850.579,0,0,0,0,0,2495730.997,7295850.579,2055596.969,0
 11/26  14:00:00,7319743.397,0,0,0,2768415.431,2055596.969,7319743.397,0,0,0,0,0,2495730.997,7319743.397,2055596.969,0
 11/26  15:00:00,7377839.87,0,0,0,2826511.904,2055596.969,7377839.87,0,0,0,0,0,2495730.997,7377839.87,2055596.969,0
 11/26  16:00:00,7618874.694,0,0,0,3067546.727,2055596.969,7618874.694,0,0,0,0,0,2495730.997,7618874.694,2055596.969,0
 11/26  17:00:00,8884056.962,0,0,0,3208796.996,2055596.969,8884056.962,1123932,0,0,0,0,2495730.997,8884056.962,2055596.969,0
 11/26  18:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 11/26  19:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 11/26  20:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 11/26  21:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 11/26  22:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 11/26  23:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
 11/26  24:00:00,11131920.96,0,0,0,3208796.996,2055596.969,11131920.96,3371796,0,0,0,0,2495730.997,11131920.96,2055596.969,0
