Date/Time,ElectricityNet:Facility [J](Hourly),Heating:Electricity [J](Hourly),Heating:Gas [J](Hourly),Fans:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),WaterSystems:Electricity [J](Hourly),ElectricityPurchased:Facility [J](Hourly),ExteriorLights:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),Gas:Facility [J](Hourly),Gas:HVAC [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Cooling:Electricity [J](Hourly) 
 01/01  01:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/01  02:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/01  03:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/01  04:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/01  05:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/01  06:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/01  07:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/01  08:00:00,10302921.68,900000,0,0,3165695.71,2055596.969,10302921.68,1685898,0,900000,0,0,2495730.997,10302921.68,2055596.969,0
 01/01  09:00:00,8349989.393,900000,0,0,2898661.426,2055596.969,8349989.393,0,0,900000,0,0,2495730.997,8349989.393,2055596.969,0
 01/01  10:00:00,8215530.115,900000,0,0,2764202.149,2055596.969,8215530.115,0,0,900000,0,0,2495730.997,8215530.115,2055596.969,0
 01/01  11:00:00,8209903.629,900000,0,0,2758575.663,2055596.969,8209903.629,0,0,900000,0,0,2495730.997,8209903.629,2055596.969,0
 01/01  12:00:00,8280168.88,900000,0,0,2828840.914,2055596.969,8280168.88,0,0,900000,0,0,2495730.997,8280168.88,2055596.969,0
 01/01  13:00:00,8148906.281,750000,0,0,2847578.314,2055596.969,8148906.281,0,0,750000,0,0,2495730.997,8148906.281,2055596.969,0
 01/01  14:00:00,7338009.73,0,0,0,2786681.763,2055596.969,7338009.73,0,0,0,0,0,2495730.997,7338009.73,2055596.969,0
 01/01  15:00:00,7317636.756,0,0,0,2766308.79,2055596.969,7317636.756,0,0,0,0,0,2495730.997,7317636.756,2055596.969,0
 01/01  16:00:00,7459358.093,0,0,0,2908030.126,2055596.969,7459358.093,0,0,0,0,0,2495730.997,7459358.093,2055596.969,0
 01/01  17:00:00,9746111.094,900000,0,0,3170851.128,2055596.969,9746111.094,1123932,0,900000,0,0,2495730.997,9746111.094,2055596.969,0
 01/01  18:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/01  19:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/01  20:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/01  21:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/01  22:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/01  23:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/01  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/02  01:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/02  02:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/02  03:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/02  04:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/02  05:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/02  06:00:00,15553150.36,900000,0,0,4100129.495,2055596.969,15553150.36,2258096.4,0,900000,0,0,6239327.492,15553150.36,2055596.969,0
 01/02  07:00:00,44671092.88,23347219.37,51376680.99,5557023.551,4100129.495,2055596.969,44671092.88,3371796,0,28904242.92,51376680.99,51376680.99,6239327.492,44671092.88,2055596.969,0
 01/02  08:00:00,45857557.08,22933087.75,24911411.54,5557023.551,7386623.322,2055596.969,45857557.08,1685898,2.18E-05,28490111.3,24911411.54,24911411.54,6239327.492,45857557.08,2055596.969,0
 01/02  09:00:00,54962611.92,20294875.49,3851894.142,5557023.551,14576460.93,2055596.969,54962611.92,0,2.18E-05,25851899.04,3851894.142,3851894.142,12478654.98,54962611.92,2055596.969,0
 01/02  10:00:00,50944909.83,16913159.49,874950.2777,5557023.551,13940474.84,2055596.969,50944909.83,0,2.18E-05,22470183.04,874950.2777,874950.2777,12478654.98,50944909.83,2055596.969,0
 01/02  11:00:00,51033511.49,16357597.19,0,5557023.551,14584638.79,2055596.969,51033511.49,0,2.18E-05,21914620.74,0,0,12478654.98,51033511.49,2055596.969,0
 01/02  12:00:00,50353389.66,15581433.02,0,5557023.551,14680681.13,2055596.969,50353389.66,0,2.18E-05,21138456.57,0,0,12478654.98,50353389.66,2055596.969,0
 01/02  13:00:00,47592212,15454180.72,0,5557023.551,12795475.07,2055596.969,47592212,0,2.18E-05,21011204.28,0,0,11729935.69,47592212,2055596.969,0
 01/02  14:00:00,46706404.8,12254174.8,0,5557023.551,14360954.5,2055596.969,46706404.8,0,2.18E-05,17811198.35,0,0,12478654.98,46706404.8,2055596.969,0
 01/02  15:00:00,46018554.86,11233709.68,0,5557023.551,14693569.68,2055596.969,46018554.86,0,2.18E-05,16790733.23,0,0,12478654.98,46018554.86,2055596.969,0
 01/02  16:00:00,46768052.59,11050916.43,0,5557023.551,15625860.66,2055596.969,46768052.59,0,2.18E-05,16607939.98,0,0,12478654.98,46768052.59,2055596.969,0
 01/02  17:00:00,47833992.7,10574800.22,0,5557023.551,16043984.98,2055596.969,47833992.7,1123932,2.18E-05,16131823.77,0,0,12478654.98,47833992.7,2055596.969,0
 01/02  18:00:00,42412609.28,14314608.78,0,5557023.551,10874256.49,2055596.969,42412609.28,3371796,2.18E-05,19871632.33,0,0,6239327.492,42412609.28,2055596.969,0
 01/02  19:00:00,37740401.74,16773061.23,0,5557023.551,7487192.991,2055596.969,37740401.74,3371796,2.18E-05,22330084.78,0,0,2495730.997,37740401.74,2055596.969,0
 01/02  20:00:00,16310316.96,900000,0,0,7487192.991,2055596.969,16310316.96,3371796,2.18E-05,900000,0,0,2495730.997,16310316.96,2055596.969,0
 01/02  21:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/02  22:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/02  23:00:00,12923253.46,900000,0,0,4100129.495,2055596.969,12923253.46,3371796,0,900000,0,0,2495730.997,12923253.46,2055596.969,0
 01/02  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/03  01:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/03  02:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/03  03:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/03  04:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/03  05:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/03  06:00:00,15553150.36,900000,0,0,4100129.495,2055596.969,15553150.36,2258096.4,0,900000,0,0,6239327.492,15553150.36,2055596.969,0
 01/03  07:00:00,37934707.43,16610833.92,6651275.649,5557023.551,4100129.495,2055596.969,37934707.43,3371796,0,22167857.47,6651275.649,6651275.649,6239327.492,37934707.43,2055596.969,0
 01/03  08:00:00,37128566.23,14103527.22,0,5557023.551,7487192.991,2055596.969,37128566.23,1685898,2.18E-05,19660550.78,0,0,6239327.492,37128566.23,2055596.969,0
 01/03  09:00:00,45447945.6,9336106.861,0,5557023.551,16020563.23,2055596.969,45447945.6,0,2.18E-05,14893130.41,0,0,12478654.98,45447945.6,2055596.969,0
 01/03  10:00:00,43861711.73,8167997.318,0,5557023.551,15602438.91,2055596.969,43861711.73,0,2.18E-05,13725020.87,0,0,12478654.98,43861711.73,2055596.969,0
 01/03  11:00:00,42394991.92,7194377.759,0,5557023.551,15109338.66,2055596.969,42394991.92,0,2.18E-05,12751401.31,0,0,12478654.98,42394991.92,2055596.969,0
 01/03  12:00:00,40837223.19,5818160.502,0,5557023.551,14927787.18,2055596.969,40837223.19,0,2.18E-05,11375184.05,0,0,12478654.98,40837223.19,2055596.969,0
 01/03  13:00:00,38823933.48,6316329.783,0,5557023.551,13165047.49,2055596.969,38823933.48,0,2.18E-05,11873353.33,0,0,11729935.69,38823933.48,2055596.969,0
 01/03  14:00:00,38698995.14,4223343.39,0,5557023.551,14384376.25,2055596.969,38698995.14,0,2.18E-05,9780366.941,0,0,12478654.98,38698995.14,2055596.969,0
 01/03  15:00:00,38405109.2,3477378.173,0,5557023.551,14836455.52,2055596.969,38405109.2,0,2.18E-05,9034401.724,0,0,12478654.98,38405109.2,2055596.969,0
 01/03  16:00:00,39355815.41,3340019.016,0,5557023.551,15924520.89,2055596.969,39355815.41,0,2.18E-05,8897042.567,0,0,12478654.98,39355815.41,2055596.969,0
 01/03  17:00:00,39953995.06,3256768.572,0,5557023.551,16043984.98,2055596.969,39953995.06,561966,2.18E-05,8813792.123,0,0,12478654.98,39953995.06,2055596.969,0
 01/03  18:00:00,34257418.29,6159417.791,0,5557023.551,10874256.49,2055596.969,34257418.29,3371796,2.18E-05,11716441.34,0,0,6239327.492,34257418.29,2055596.969,0
 01/03  19:00:00,28801191.36,7833850.848,0,5557023.551,7487192.991,2055596.969,28801191.36,3371796,2.18E-05,13390874.4,0,0,2495730.997,28801191.36,2055596.969,0
 01/03  20:00:00,15410316.96,0,0,0,7487192.991,2055596.969,15410316.96,3371796,2.18E-05,0,0,0,2495730.997,15410316.96,2055596.969,0
 01/03  21:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/03  22:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/03  23:00:00,12923253.46,900000,0,0,4100129.495,2055596.969,12923253.46,3371796,0,900000,0,0,2495730.997,12923253.46,2055596.969,0
 01/03  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/04  01:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/04  02:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/04  03:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/04  04:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/04  05:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/04  06:00:00,15553150.36,900000,0,0,4100129.495,2055596.969,15553150.36,2258096.4,0,900000,0,0,6239327.492,15553150.36,2055596.969,0
 01/04  07:00:00,40894221.49,19570347.99,21348389.9,5557023.551,4100129.495,2055596.969,40894221.49,3371796,0,25127371.54,21348389.9,21348389.9,6239327.492,40894221.49,2055596.969,0
 01/04  08:00:00,41694570.9,18742226.61,2144427.507,5557023.551,7414498.277,2055596.969,41694570.9,1685898,2.18E-05,24299250.16,2144427.507,2144427.507,6239327.492,41694570.9,2055596.969,0
 01/04  09:00:00,47719300.4,13017609.01,0,5557023.551,14610415.88,2055596.969,47719300.4,0,2.18E-05,18574632.56,0,0,12478654.98,47719300.4,2055596.969,0
 01/04  10:00:00,44573316.44,10624719.89,0,5557023.551,13857321.04,2055596.969,44573316.44,0,2.18E-05,16181743.45,0,0,12478654.98,44573316.44,2055596.969,0
 01/04  11:00:00,42708678.1,8847946.032,0,5557023.551,13769456.56,2055596.969,42708678.1,0,2.18E-05,14404969.58,0,0,12478654.98,42708678.1,2055596.969,0
 01/04  12:00:00,41859480.82,7717687.743,0,5557023.551,14050517.57,2055596.969,41859480.82,0,2.18E-05,13274711.29,0,0,12478654.98,41859480.82,2055596.969,0
 01/04  13:00:00,40048132.4,8132949.911,0,5557023.551,12572626.28,2055596.969,40048132.4,0,2.18E-05,13689973.46,0,0,11729935.69,40048132.4,2055596.969,0
 01/04  14:00:00,40140080.49,6209083.169,0,5557023.551,13839721.82,2055596.969,40140080.49,0,2.18E-05,11766106.72,0,0,12478654.98,40140080.49,2055596.969,0
 01/04  15:00:00,39279931.81,5440266.146,0,5557023.551,13748390.15,2055596.969,39279931.81,0,2.18E-05,10997289.7,0,0,12478654.98,39279931.81,2055596.969,0
 01/04  16:00:00,39548074.96,5059534.664,0,5557023.551,14397264.79,2055596.969,39548074.96,0,2.18E-05,10616558.22,0,0,12478654.98,39548074.96,2055596.969,0
 01/04  17:00:00,42864217.9,6380142.51,0,5557023.551,15830833.89,2055596.969,42864217.9,561966,2.18E-05,11937166.06,0,0,12478654.98,42864217.9,2055596.969,0
 01/04  18:00:00,39615391.66,11517391.16,0,5557023.551,10874256.49,2055596.969,39615391.66,3371796,2.18E-05,17074414.72,0,0,6239327.492,39615391.66,2055596.969,0
 01/04  19:00:00,35287643.88,14320303.37,0,5557023.551,7487192.991,2055596.969,35287643.88,3371796,2.18E-05,19877326.92,0,0,2495730.997,35287643.88,2055596.969,0
 01/04  20:00:00,16310316.96,900000,0,0,7487192.991,2055596.969,16310316.96,3371796,2.18E-05,900000,0,0,2495730.997,16310316.96,2055596.969,0
 01/04  21:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/04  22:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/04  23:00:00,12923253.46,900000,0,0,4100129.495,2055596.969,12923253.46,3371796,0,900000,0,0,2495730.997,12923253.46,2055596.969,0
 01/04  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/05  01:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/05  02:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/05  03:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/05  04:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/05  05:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/05  06:00:00,15553150.36,900000,0,0,4100129.495,2055596.969,15553150.36,2258096.4,0,900000,0,0,6239327.492,15553150.36,2055596.969,0
 01/05  07:00:00,41060429.72,19736556.21,52254810.42,5557023.551,4100129.495,2055596.969,41060429.72,3371796,0,25293579.76,52254810.42,52254810.42,6239327.492,41060429.72,2055596.969,0
 01/05  08:00:00,42875185,19961645.81,24950828.82,5557023.551,7375693.172,2055596.969,42875185,1685898,2.18E-05,25518669.36,24950828.82,24950828.82,6239327.492,42875185,2055596.969,0
 01/05  09:00:00,52571432.13,18046581.54,4124215.801,5557023.551,14433575.09,2055596.969,52571432.13,0,2.18E-05,23603605.09,4124215.801,4124215.801,12478654.98,52571432.13,2055596.969,0
 01/05  10:00:00,48869526.73,14957240.48,1094025.241,5557023.551,13821010.74,2055596.969,48869526.73,0,2.18E-05,20514264.03,1094025.241,1094025.241,12478654.98,48869526.73,2055596.969,0
 01/05  11:00:00,46056694.06,12195961.99,0,5557023.551,13769456.56,2055596.969,46056694.06,0,2.18E-05,17752985.54,0,0,12478654.98,46056694.06,2055596.969,0
 01/05  12:00:00,43721578.32,9579785.247,0,5557023.551,14050517.57,2055596.969,43721578.32,0,2.18E-05,15136808.8,0,0,12478654.98,43721578.32,2055596.969,0
 01/05  13:00:00,41944093.06,9987271.903,0,5557023.551,12614264.95,2055596.969,41944093.06,0,2.18E-05,15544295.45,0,0,11729935.69,41944093.06,2055596.969,0
 01/05  14:00:00,41560389.54,7605970.472,0,5557023.551,13863143.57,2055596.969,41560389.54,0,2.18E-05,13162994.02,0,0,12478654.98,41560389.54,2055596.969,0
 01/05  15:00:00,40610529.85,6770864.186,0,5557023.551,13748390.15,2055596.969,40610529.85,0,2.18E-05,12327887.74,0,0,12478654.98,40610529.85,2055596.969,0
 01/05  16:00:00,41062764.34,6574224.046,0,5557023.551,14397264.79,2055596.969,41062764.34,0,2.18E-05,12131247.6,0,0,12478654.98,41062764.34,2055596.969,0
 01/05  17:00:00,44217213.17,7709716.024,0,5557023.551,15854255.64,2055596.969,44217213.17,561966,2.18E-05,13266739.58,0,0,12478654.98,44217213.17,2055596.969,0
 01/05  18:00:00,41292663.94,13194663.44,91173.3675,5557023.551,10874256.49,2055596.969,41292663.94,3371796,2.18E-05,18751686.99,91173.3675,91173.3675,6239327.492,41292663.94,2055596.969,0
 01/05  19:00:00,37014639.23,16047298.73,9846.909727,5557023.551,7487192.991,2055596.969,37014639.23,3371796,2.18E-05,21604322.28,9846.909727,9846.909727,2495730.997,37014639.23,2055596.969,0
 01/05  20:00:00,16310316.96,900000,0,0,7487192.991,2055596.969,16310316.96,3371796,2.18E-05,900000,0,0,2495730.997,16310316.96,2055596.969,0
 01/05  21:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/05  22:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/05  23:00:00,12923253.46,900000,0,0,4100129.495,2055596.969,12923253.46,3371796,0,900000,0,0,2495730.997,12923253.46,2055596.969,0
 01/05  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/06  01:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/06  02:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/06  03:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/06  04:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/06  05:00:00,14661817.86,900000,0,0,3208796.996,2055596.969,14661817.86,2258096.4,0,900000,0,0,6239327.492,14661817.86,2055596.969,0
 01/06  06:00:00,15553150.36,900000,0,0,4100129.495,2055596.969,15553150.36,2258096.4,0,900000,0,0,6239327.492,15553150.36,2055596.969,0
 01/06  07:00:00,41062613.48,19738739.98,57797332.77,5557023.551,4100129.495,2055596.969,41062613.48,3371796,0,25295763.53,57797332.77,57797332.77,6239327.492,41062613.48,2055596.969,0
 01/06  08:00:00,43066920.65,20170326.27,35993523.37,5557023.551,7358748.368,2055596.969,43066920.65,1685898,2.18E-05,25727349.82,35993523.37,35993523.37,6239327.492,43066920.65,2055596.969,0
 01/06  09:00:00,54380180.19,19951371.93,6375028.459,5557023.551,14337532.74,2055596.969,54380180.19,0,2.18E-05,25508395.49,6375028.459,6375028.459,12478654.98,54380180.19,2055596.969,0
 01/06  10:00:00,49518512.12,15642536.16,789823.2403,5557023.551,13784700.45,2055596.969,49518512.12,0,2.18E-05,21199559.72,789823.2403,789823.2403,12478654.98,49518512.12,2055596.969,0
 01/06  11:00:00,44459908.47,10575754.65,0,5557023.551,13792878.31,2055596.969,44459908.47,0,2.18E-05,16132778.2,0,0,12478654.98,44459908.47,2055596.969,0
 01/06  12:00:00,42263101.31,8027621.23,0,5557023.551,14144204.57,2055596.969,42263101.31,0,2.18E-05,13584644.78,0,0,12478654.98,42263101.31,2055596.969,0
 01/06  13:00:00,39690847.03,7692387.204,0,5557023.551,12655903.62,2055596.969,39690847.03,0,2.18E-05,13249410.76,0,0,11729935.69,39690847.03,2055596.969,0
 01/06  14:00:00,39314918.83,5266812.754,0,5557023.551,13956830.57,2055596.969,39314918.83,0,2.18E-05,10823836.31,0,0,12478654.98,39314918.83,2055596.969,0
 01/06  15:00:00,38328989.83,4286706.28,0,5557023.551,13951008.04,2055596.969,38328989.83,0,2.18E-05,9843729.831,0,0,12478654.98,38328989.83,2055596.969,0
 01/06  16:00:00,38459337.53,3911065.189,0,5557023.551,14456996.84,2055596.969,38459337.53,0,2.18E-05,9468088.741,0,0,12478654.98,38459337.53,2055596.969,0
 01/06  17:00:00,41270558.15,4786482.756,0,5557023.551,15830833.89,2055596.969,41270558.15,561966,2.18E-05,10343506.31,0,0,12478654.98,41270558.15,2055596.969,0
 01/06  18:00:00,38236031.84,10138031.34,0,5557023.551,10874256.49,2055596.969,38236031.84,3371796,2.18E-05,15695054.89,0,0,6239327.492,38236031.84,2055596.969,0
 01/06  19:00:00,34479418.06,13512077.55,0,5557023.551,7487192.991,2055596.969,34479418.06,3371796,2.18E-05,19069101.1,0,0,2495730.997,34479418.06,2055596.969,0
 01/06  20:00:00,16310316.96,900000,0,0,7487192.991,2055596.969,16310316.96,3371796,2.18E-05,900000,0,0,2495730.997,16310316.96,2055596.969,0
 01/06  21:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/06  22:00:00,14527651.96,900000,0,0,5704527.993,2055596.969,14527651.96,3371796,2.18E-05,900000,0,0,2495730.997,14527651.96,2055596.969,0
 01/06  23:00:00,12923253.46,900000,0,0,4100129.495,2055596.969,12923253.46,3371796,0,900000,0,0,2495730.997,12923253.46,2055596.969,0
 01/06  24:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/07  01:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/07  02:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/07  03:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/07  04:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/07  05:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/07  06:00:00,10918221.36,900000,0,0,3208796.996,2055596.969,10918221.36,2258096.4,0,900000,0,0,2495730.997,10918221.36,2055596.969,0
 01/07  07:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/07  08:00:00,10346022.96,900000,0,0,3208796.996,2055596.969,10346022.96,1685898,0,900000,0,0,2495730.997,10346022.96,2055596.969,0
 01/07  09:00:00,8648178.553,900000,0,0,3196850.587,2055596.969,8648178.553,0,0,900000,0,0,2495730.997,8648178.553,2055596.969,0
 01/07  10:00:00,8488190.884,900000,0,0,3036862.918,2055596.969,8488190.884,0,0,900000,0,0,2495730.997,8488190.884,2055596.969,0
 01/07  11:00:00,8418619.071,900000,0,0,2967291.104,2055596.969,8418619.071,0,0,900000,0,0,2495730.997,8418619.071,2055596.969,0
 01/07  12:00:00,8332887.565,900000,0,0,2881559.599,2055596.969,8332887.565,0,0,900000,0,0,2495730.997,8332887.565,2055596.969,0
 01/07  13:00:00,8449302.88,900000,0,0,2997974.914,2055596.969,8449302.88,0,0,900000,0,0,2495730.997,8449302.88,2055596.969,0
 01/07  14:00:00,8494981.875,900000,0,0,3043653.909,2055596.969,8494981.875,0,0,900000,0,0,2495730.997,8494981.875,2055596.969,0
 01/07  15:00:00,8574393.457,900000,0,0,3123065.491,2055596.969,8574393.457,0,0,900000,0,0,2495730.997,8574393.457,2055596.969,0
 01/07  16:00:00,8648178.553,900000,0,0,3196850.587,2055596.969,8648178.553,0,0,900000,0,0,2495730.997,8648178.553,2055596.969,0
 01/07  17:00:00,9222090.962,900000,0,0,3208796.996,2055596.969,9222090.962,561966,0,900000,0,0,2495730.997,9222090.962,2055596.969,0
 01/07  18:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/07  19:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/07  20:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/07  21:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/07  22:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
 01/07  23:00:00,12031920.96,900000,0,0,3208796.996,2055596.969,12031920.96,3371796,0,900000,0,0,2495730.997,12031920.96,2055596.969,0
